index_pt,cluster,pt
1009,11,Intra-abdominal fluid collection
1010,11,Intracranial aneurysm
1011,11,Intraocular pressure increased
1012,11,Intraocular pressure test abnormal
1013,11,Intraventricular haemorrhage
1014,11,Intrusive thoughts
1015,11,Iritis
1016,7,Irregular breathing
1017,11,Irritability
1018,11,Ischaemic hepatitis
1019,11,Jaundice cholestatic
1020,11,Jaw operation
1021,11,Jejunostomy
1022,11,Job dissatisfaction
1023,11,Joint crepitation
1024,11,Joint effusion
1025,11,Joint hyperextension
1026,11,Joint range of motion decreased
1027,7,Joint surgery
1028,11,Joint swelling
1029,11,Juvenile idiopathic arthritis
1030,11,Keratosis follicular
1031,11,Ketosis
1032,11,Kidney infection
1033,11,Klebsiella bacteraemia
1034,8,Klebsiella infection
1035,11,Knuckle pads
1036,11,Kyphoscoliosis
1037,7,Kyphosis
1038,11,Labyrinthitis
1039,11,Laceration
1040,11,Lack of injection site rotation
1041,11,Lack of spontaneous speech
1042,11,Lacrimal disorder
1043,11,Lactose intolerance
1044,11,Lacunar stroke
1045,11,Langerhans' cell histiocytosis
1046,11,Laparoscopic surgery
1047,8,Laparoscopy
1048,11,Large intestinal haemorrhage
1049,11,Large intestine benign neoplasm
1050,11,Large intestine perforation
1051,7,Laryngeal injury
1052,11,Lateral medullary syndrome
1053,11,Laziness
1054,8,Left ventricular failure
1055,11,Leiomyosarcoma
1056,11,Lentigo maligna
1057,11,Leukocytosis
1058,11,Leukoplakia oral
1059,11,Libido disorder
1060,11,Ligament injury
1061,11,Ligament operation
1062,11,Light chain analysis increased
1063,7,Limb amputation
1064,11,Limb discomfort
1065,11,Limb mass
1066,11,Limb reduction defect
1067,11,Linear IgA disease
1068,11,Lip blister
1069,11,Lip dry
1070,11,Lip injury
1071,11,Lipase increased
1072,7,Lipoedema
1073,11,Lipoprotein (a) increased
1074,7,Liquid product physical issue
1075,7,Listeria sepsis
1076,11,Listless
1077,10,Lithiasis
1078,11,Liver function test increased
1079,11,Liver transplant
1080,11,Lobular breast carcinoma in situ
1081,11,Localised infection
1082,11,Localised oedema
1083,11,Logorrhoea
1084,11,Loss of personal independence in daily activities
1085,8,Lower extremity mass
1086,11,Lower gastrointestinal haemorrhage
1087,11,Lower limb fracture
1088,11,Lower respiratory tract infection fungal
1089,11,Lung carcinoma cell type unspecified stage I
1090,7,Lung carcinoma cell type unspecified stage III
1091,5,Lung cyst
1092,11,Lung neoplasm
1093,11,Lung opacity
1094,11,Lung squamous cell carcinoma metastatic
1095,11,Lung transplant
1096,11,Lung transplant rejection
1097,11,Lymph node tuberculosis
1098,8,Lymphocele
1099,11,Lymphocyte count decreased
1100,11,Lymphoma
1101,7,Macrophages increased
1102,11,Macular hole
1103,11,Macule
1104,11,Magnetic resonance imaging head abnormal
1105,11,Malignant neoplasm progression
1106,11,Malnutrition
1107,11,Manufacturing issue
1108,11,Mass
1109,8,Mass excision
1110,11,Maternal drugs affecting foetus
1111,10,Maternal exposure during pregnancy
1112,11,Maternal exposure timing unspecified
1113,10,Mean cell volume increased
1114,11,Measles
1115,11,Medical device complication
1116,11,Medical device implantation
1117,11,Medical device removal
1118,11,Memory impairment
1119,11,Meningism
1120,11,Meningitis cryptococcal
1121,11,Meningitis enteroviral
1122,11,Meningitis viral
1123,11,Menometrorrhagia
1124,11,Menstruation irregular
1125,11,Mesenteric panniculitis
1126,11,Mesenteric vein thrombosis
1127,11,Metabolic function test abnormal
1128,7,Metabolic surgery
1129,11,Metapneumovirus infection
1130,11,Metastatic malignant melanoma
1131,11,Microembolism
1132,5,Middle ear effusion
1133,11,Migraine
1134,11,Miliaria
1135,11,Mitochondrial myopathy
1136,11,Mitral valve repair
1137,11,Monocyte count decreased
1138,11,Monocyte percentage decreased
1139,7,Mononeuropathy
1140,11,Morbid thoughts
1141,5,Morton's neuralgia
1142,11,Mouth swelling
1143,11,Mouth ulceration
1144,11,Movement disorder
1145,11,Mucosal inflammation
1146,11,Mucous stools
1147,11,Multiple fractures
1148,11,Multiple sclerosis pseudo relapse
1149,10,Multiple use of single-use product
1150,11,Muscle atrophy
1151,11,Muscle contractions involuntary
1152,11,Muscle discomfort
1153,11,Muscle fatigue
1154,11,Muscle haemorrhage
1155,11,Muscle spasms
1156,11,Muscle tightness
1157,8,Muscle twitching
1158,11,Myalgia
1159,11,Myasthenia gravis
1160,7,Myasthenic syndrome
1161,11,Mycobacterium avium complex immune restoration disease
1162,11,Myelodysplastic syndrome
1163,11,Myelodysplastic syndrome transformation
1164,11,Myeloid leukaemia
1165,11,Myeloproliferative neoplasm
1166,11,Myocardial injury
1167,11,Myoclonic dystonia
1168,11,Myopericarditis
1169,11,NSAID exacerbated respiratory disease
1170,11,Nail discolouration
1171,11,Nail disorder
1172,11,Nail infection
1173,8,Nail pitting
1174,10,Narrow anterior chamber angle
1175,11,Nasal injury
1176,11,Nasal obstruction
1177,11,Nasal operation
1178,11,Nasopharyngitis
1179,11,Nausea
1180,11,Neck surgery
1181,11,Necrotising fasciitis
1182,11,Neonatal respiratory distress syndrome
1183,11,Neoplasm malignant
1184,11,Nephropathy toxic
1185,11,Nephrostomy
1186,11,Nerve compression
1187,7,Neurodegenerative disorder
1188,11,Neuropathy peripheral
1189,11,Neurosurgery
1190,11,Neurosyphilis
1191,11,Neutropenia
1192,8,Neutropenic colitis
1193,11,Neutrophil count decreased
1194,11,Neutrophilic dermatosis
1195,11,Nicotine dependence
1196,11,Nipple pain
1197,7,No reaction on previous exposure to drug
1198,11,No therapeutic response
1199,11,Nodal rhythm
1200,11,Nodular melanoma
1201,11,Nodule
1202,11,Non-Hodgkin's lymphoma
1203,11,Non-alcoholic steatohepatitis
1204,11,Non-cardiac chest pain
1205,7,Non-consummation
1206,11,Non-infectious endophthalmitis
1207,11,Nonspecific reaction
1208,17,Norovirus test positive
1209,11,Nuclear magnetic resonance imaging abnormal
1210,11,Obesity surgery
1211,11,Obsessive thoughts
1212,11,Obsessive-compulsive personality disorder
1213,11,Obstruction
1214,11,Obstruction gastric
1215,11,Obstructive airways disorder
1216,11,Obstructive pancreatitis
1217,11,Ocular discomfort
1218,11,Ocular hypertension
1219,11,Ocular vascular disorder
1220,11,Oedema due to cardiac disease
1221,11,Oedema genital
1222,11,Oedema peripheral
1223,8,Oesophageal motility disorder
1224,5,Oesophageal obstruction
1225,11,Oesophageal pain
1226,7,Oesophageal perforation
1227,11,Oesophageal rupture
1228,11,Oesophageal squamous cell carcinoma
1229,11,Oesophageal ulcer
1230,11,Oesophageal varices haemorrhage
1231,11,Oesophagitis ulcerative
1232,11,Off label use
1233,8,Oligomenorrhoea
1234,7,Omphalitis
1235,11,On and off phenomenon
1236,11,Oncologic complication
1237,11,Onychoclasis
1238,7,Oophorectomy bilateral
1239,15,Open angle glaucoma
1240,11,Opiates positive
1241,11,Optic atrophy
1242,11,Optic disc haemorrhage
1243,11,Optic ischaemic neuropathy
1244,5,Oral administration complication
1245,11,Oral discomfort
1246,11,Oral infection
1247,11,Oral mucosal blistering
1248,11,Oral mucosal exfoliation
1249,11,Oral neoplasm
1250,11,Oral pruritus
1251,11,Organ failure
1252,11,Organic brain syndrome
1253,11,Organic erectile dysfunction
1254,11,Orgasm abnormal
1255,11,Oropharyngeal candidiasis
1256,11,Oropharyngeal discomfort
1257,11,Oropharyngeal pain
1258,11,Osteochondrosis
1259,11,Osteomalacia
1260,11,Osteomyelitis
1261,11,Osteonecrosis of jaw
1262,8,Osteoporotic fracture
1263,11,Osteosclerosis
1264,11,Ovarian abscess
1265,11,Ovarian cancer recurrent
1266,8,Ovarian failure
1267,11,Oxygen saturation abnormal
1268,11,Oxygen saturation decreased
1269,7,POEMS syndrome
1270,11,Pain in extremity
1271,11,Palatal oedema
1272,11,Palliative care
1273,11,Palmoplantar pustulosis
1274,11,Palpitations
1275,11,Pancreatic carcinoma
1276,11,Pancreatic carcinoma metastatic
1277,11,Pancreatic carcinoma stage IV
1278,11,Pancreatic disorder
1279,8,Pancreatic mass
1280,11,Pancreatitis
1281,11,Pancreatitis chronic
1282,7,Pancreatitis relapsing
1283,11,Panic disorder
1284,11,Papule
1285,11,Paraesthesia
1286,11,Paraesthesia oral
1287,11,Parainfluenzae virus infection
1288,11,Paralysis
1289,11,Paranasal sinus discomfort
1290,11,Paranasal sinus hypersecretion
1291,11,Paraneoplastic neurological syndrome
1292,11,Paranoia
1293,7,Paraplegia
1294,16,Paraproteinaemia
1295,11,Parapsoriasis
1296,11,Parathyroid tumour benign
1297,11,Parathyroidectomy
1298,11,Paresis
1299,11,Paronychia
1300,11,Parosmia
1301,11,Parotitis
1302,11,Patent ductus arteriosus
1303,11,Pathological fracture
1304,11,Patient restraint
1305,11,Pelvic pain
1306,11,Pemphigoid
1307,11,Penile cancer
1308,11,Penile prosthesis insertion
1309,11,Penile size reduced
1310,11,Perforation
1311,11,Performance status decreased
1312,11,Periarthritis
1313,11,Pericardial effusion
1314,11,Periodic limb movement disorder
1315,11,Periodontal disease
1316,11,Periorbital pain
1317,11,Peripheral artery thrombosis
1318,11,Peripheral motor neuropathy
1319,11,Peripheral vascular disorder
1320,11,Peritonitis bacterial
1321,7,Perivascular dermatitis
1322,11,Peroneal nerve palsy
1323,11,Persistent genital arousal disorder
1324,11,Personality disorder
1325,11,Petit mal epilepsy
1326,11,Pharyngeal disorder
1327,11,Pharyngeal dystonia
1328,11,Pharyngeal haemorrhage
1329,11,Pharyngeal operation
1330,11,Pharyngeal swelling
1331,8,Pharyngeal ulceration
1332,11,Philadelphia chromosome positive
1333,11,Phospholipidosis
1334,11,Photophobia
1335,11,Photosensitivity reaction
1336,11,Physical assault
1337,11,Physical product label issue
1338,11,Physiotherapy
1339,11,Pigmentation disorder
1340,7,Piloerection
1341,11,Pilonidal cyst
1342,11,Plasmacytoma
1343,11,Platelet count decreased
1344,11,Pleural effusion
1345,11,Pneumococcal sepsis
1346,11,Pneumocystis jirovecii pneumonia
1347,11,Pneumonia
1348,11,Pneumonia fungal
1349,6,Pneumonia klebsiella
1350,11,Pneumonia pneumococcal
1351,11,Pneumonia pseudomonal
1352,11,Pneumonia staphylococcal
1353,11,Pneumonia streptococcal
1354,11,Pneumonitis
1355,11,Polycystic ovaries
1356,11,Polyhydramnios
1357,11,Polyp
1358,11,Poor quality device used
1359,11,Poor quality product administered
1360,11,Poor quality sleep
1361,11,Poor school attendance
1362,11,Portal hypertension
1363,11,Positive airway pressure therapy
1364,8,Post inflammatory pigmentation change
1365,8,Post procedural diarrhoea
1366,11,Post procedural fistula
1367,11,Post procedural haemorrhage
1368,11,Post procedural inflammation
1369,10,Posterior reversible encephalopathy syndrome
1370,11,Postmenopausal haemorrhage
1371,8,Postmortem blood drug level abnormal
1372,11,Postoperative wound complication
1373,11,Postoperative wound infection
1374,11,Pre-eclampsia
1375,11,Pregnancy
1376,11,Pregnancy test false positive
1377,11,Pregnancy with contraceptive device
1378,11,Premature ejaculation
1379,11,Premature labour
1380,11,Premenstrual syndrome
1381,11,Presyncope
1382,11,Procedural haemorrhage
1383,11,Procedural pain
1384,11,Proctitis bacterial
1385,11,Product administered at inappropriate site
1386,11,Product administration error
1387,11,Product closure removal difficult
1388,5,Product commingling
1389,11,Product complaint
1390,11,Product container issue
1391,8,Product contamination microbial
1392,11,Product contamination physical
1393,11,Product counterfeit
1394,11,Product delivery mechanism issue
1395,11,Product design issue
1396,11,Product dispensing issue
1397,11,Product distribution issue
1398,11,Product dosage form issue
1399,11,Product dose omission in error
1400,11,Product leakage
1401,11,Product package associated injury
1402,11,Product packaging quantity issue
1403,11,Product preparation issue
1404,11,Product prescribing error
1405,11,Product quality issue
1406,11,Product size issue
1407,7,Product substitution
1408,11,Product substitution issue
1409,11,Product tampering
1410,11,Product use in unapproved indication
1411,11,Product use issue
1412,1,Progressive multifocal leukoencephalopathy
1413,7,Progressive multiple sclerosis
1414,11,Prostatectomy
1415,11,Protein total abnormal
1416,11,Protein total decreased
1417,11,Proteus infection
1418,11,Protrusion tongue
1419,11,Pseudodementia
1420,7,Pseudoporphyria
1421,11,Psychogenic seizure
1422,11,Psychological trauma
1423,11,Pulmonary function test decreased
1424,11,Pulmonary granuloma
1425,11,Pulmonary mass
1426,11,Pulse abnormal
1427,11,Pulse absent
1428,20,Pupil fixed
1429,11,Pupillary disorder
1430,11,Pupils unequal
1431,10,Pustular psoriasis
1432,11,Pyelonephritis
1433,19,Radial nerve compression
1434,11,Radiation associated pain
1435,5,Radiation skin injury
1436,11,Rapid eye movement sleep behaviour disorder
1437,11,Rash erythematous
1438,11,Rash morbilliform
1439,11,Rebound effect
1440,8,Rectal cancer metastatic
1441,11,Rectal discharge
1442,11,Rectal haemorrhage
1443,2,Rectal polyp
1444,11,Rectal prolapse
1445,11,Rectal ulcer
1446,11,Recurrent cancer
1447,11,Red blood cell abnormality
1448,11,Red blood cell count decreased
1449,11,Reflexes abnormal
1450,11,Refusal of treatment by patient
1451,11,Rehabilitation therapy
1452,11,Renal aplasia
1453,11,Renal colic
1454,11,Renal failure acute
1455,11,Renal failure chronic
1456,11,Renal hypertension
1457,11,Renal stone removal
1458,11,Renal surgery
1459,11,Renal tubular necrosis
1460,11,Renal vascular thrombosis
1461,8,Resorption bone increased
1462,11,Respiratory acidosis
1463,11,Respiratory failure
1464,11,Respiratory rate decreased
1465,11,Respiratory rate increased
1466,11,Retinal artery embolism
1467,11,Retinal artery occlusion
1468,11,Retinal tear
1469,11,Retinal toxicity
1470,7,Retinal vascular occlusion
1471,11,Retinal vasculitis
1472,11,Retinal vein occlusion
1473,8,Retrograde ejaculation
1474,11,Retroperitoneal haematoma
1475,11,Rheumatoid arthritis
1476,11,Rheumatoid arthritis-associated interstitial lung disease
1477,11,Rhinalgia
1478,11,Rhinovirus infection
1479,11,Rib fracture
1480,11,Right ventricular systolic pressure increased
1481,11,Rosacea
1482,11,Rotator cuff repair
1483,11,Rotator cuff syndrome
1484,11,SARS-CoV-2 test positive
1485,8,Saccadic eye movement
1486,5,Sacroiliitis
1487,11,Saliva discolouration
1488,11,Salmonella sepsis
1489,11,Salpingo-oophorectomy
1490,11,Scleral haemorrhage
1491,11,Screaming
1492,10,Scrotal abscess
1493,7,Scrotal cyst
1494,11,Scrotal pain
1495,11,Seasonal allergy
1496,7,Sebaceous gland infection
1497,11,Seborrhoea
1498,7,Secondary immunodeficiency
1499,11,Seizure
1500,11,Self-consciousness
1501,11,Semen volume decreased
1502,11,Senile dementia
1503,11,Sensation of foreign body
1504,11,Sensitivity of teeth
1505,11,Sepsis
1506,11,Septic arthritis staphylococcal
1507,11,Septic shock
1508,11,Serum sickness
1509,11,Sexually inappropriate behaviour
1510,11,Shoplifting
1511,7,Short-bowel syndrome
1512,5,Sickle cell anaemia
1513,11,Sinus congestion
1514,11,Sinus headache
1515,11,Sinusitis
1516,11,Skin atrophy
1517,11,Skin burning sensation
1518,7,Skin depigmentation
1519,4,Skin discomfort
1520,11,Skin exfoliation
1521,11,Skin infection
1522,11,Skin injury
1523,11,Skin laceration
1524,11,Skin lesion
1525,7,Skin odour abnormal
1526,11,Skin operation
1527,11,Skin papilloma
1528,11,Skin swelling
1529,11,Skin tightness
1530,11,Skin toxicity
1531,11,Sleep disorder due to a general medical condition
1532,11,Sleep paralysis
1533,7,Sleep talking
1534,11,Slow speech
1535,11,Small cell lung cancer
1536,11,Small for dates baby
1537,10,Small intestinal stenosis
1538,11,Sneezing
1539,11,Social avoidant behaviour
1540,11,Soft tissue disorder
1541,7,Solar dermatitis
1542,11,Somatic symptom disorder
1543,11,Somatic symptom disorder of pregnancy
1544,11,Somnambulism
1545,11,Somnolence
1546,11,Speech disorder
1547,11,Sperm concentration decreased
1548,11,Spider vein
1549,8,Spigelian hernia
1550,11,Spinal cord disorder
1551,8,Spinal cord haemorrhage
1552,11,Spinal cord infection
1553,11,Spinal cord injury
1554,11,Spinal cord neoplasm
1555,11,Spinal epidural haematoma
1556,11,Spinal nerve stimulator implantation
1557,11,Spinal operation
1558,8,Spleen disorder
1559,11,Splenic infarction
1560,11,Splenic rupture
1561,11,Splenic vein thrombosis
1562,11,Splenomegaly
1563,11,Spondylitis
1564,5,Spondylolisthesis
1565,11,Spontaneous bacterial peritonitis
1566,11,Spontaneous ejaculation
1567,11,Sputum increased
1568,11,Squamous cell carcinoma of lung
1569,11,Squamous cell carcinoma of skin
1570,11,Squamous cell carcinoma of the oral cavity
1571,11,Staphylococcal abscess
1572,11,Staphylococcal bacteraemia
1573,8,Stenotrophomonas infection
1574,11,Stent placement
1575,11,Sternal fracture
1576,11,Stevens-Johnson syndrome
1577,11,Stoma creation
1578,11,Stoma site erythema
1579,11,Stoma site hypergranulation
1580,11,Stoma site infection
1581,11,Stoma site ulcer
1582,11,Stress
1583,11,Stress at work
1584,11,Stroke in evolution
1585,11,Subcutaneous drug absorption impaired
1586,11,Subdural haematoma
1587,11,Substance use disorder
1588,11,Substance-induced psychotic disorder
1589,11,Suicidal ideation
1590,11,Suicide threat
1591,11,Superficial injury of eye
1592,11,Superficial vein thrombosis
1593,11,Superior vena cava syndrome
1594,11,Surgical failure
1595,11,Suspected COVID-19
1596,11,Suspected counterfeit product
1597,11,Suspected product quality issue
1598,11,Suture insertion
1599,11,Sweat discolouration
1600,11,Sweat gland infection
1601,11,Swelling
1602,11,Swelling of eyelid
1603,11,Swollen tongue
1604,11,Systemic lupus erythematosus
1605,11,Systemic lupus erythematosus rash
1606,11,Systemic mycosis
1607,11,Systemic viral infection
1608,11,Tachyphrenia
1609,11,Taste disorder
1610,11,Telangiectasia
1611,11,Tenderness
1612,7,Tendon calcification
1613,11,Tendon disorder
1614,11,Tendonitis
1615,11,Tenoplasty
1616,11,Terminal state
1617,11,Testicular pain
1618,11,Tethered cord syndrome
1619,11,Therapeutic drug monitoring analysis not performed
1620,11,Therapeutic product effect decreased
1621,11,Therapeutic product effect increased
1622,7,Therapeutic product ineffective for unapproved indication
1623,11,Therapeutic response delayed
1624,11,Therapy cessation
1625,11,Thermal burn
1626,11,Thinking abnormal
1627,11,Thirst decreased
1628,7,Thoracic outlet syndrome
1629,8,Thoracic vertebral fracture
1630,11,Throat clearing
1631,11,Thrombocytopenia
1632,11,Thrombocytosis
1633,11,Thrombophlebitis superficial
1634,11,Thrombosis in device
1635,11,Thrombotic thrombocytopenic purpura
1636,11,Thyroid cancer
1637,11,Thyroid hormones decreased
1638,11,Thyroid mass
1639,4,Tic
1640,11,Tinea cruris
1641,11,Tinea infection
1642,11,Tinea versicolour
1643,11,Tinnitus
1644,11,Toe amputation
1645,11,Tongue coated
1646,11,Tongue discomfort
1647,11,Tongue ulceration
1648,10,Tonsillar disorder
1649,11,Tonsillar haemorrhage
1650,11,Tooth abscess
1651,11,Tooth disorder
1652,11,Tooth repair
1653,9,Tooth socket haemorrhage
1654,11,Total lung capacity abnormal
1655,11,Toxic leukoencephalopathy
1656,11,Toxicologic test abnormal
1657,11,Tracheal stenosis
1658,11,Transcription medication error
1659,11,Transformation to acute myeloid leukaemia
1660,11,Transfusion
1661,11,Transplant
1662,11,Traumatic haematoma
1663,11,Treatment delayed
1664,11,Treatment failure
1665,11,Treatment noncompliance
1666,11,Trichotillomania
1667,11,Trigger finger
1668,11,Triple negative breast cancer
1669,11,Trismus
1670,11,Trisomy 21
1671,11,Tumour flare
1672,11,Tumour lysis syndrome
1673,11,Tumour pain
1674,11,Tunnel vision
1675,11,Ulcer
1676,7,Ulna fracture
1677,11,Unintentional medical device removal
1678,11,Unwanted awareness during anaesthesia
1679,11,Upper gastrointestinal haemorrhage
1680,11,Upper respiratory tract congestion
1681,11,Ureteral stent insertion
1682,11,Urethral disorder
1683,7,Urethritis noninfective
1684,11,Urinary tract candidiasis
1685,11,Urinary tract disorder
1686,11,Urinary tract infection
1687,11,Urine abnormality
1688,11,Uterine cancer
1689,8,Uterine dilation and curettage
1690,11,Uterine mass
1691,11,Uterine polyp
1692,11,VIIth nerve paralysis
1693,11,Vaginal discharge
1694,11,Vaginal flatulence
1695,11,Vaginal lesion
1696,11,Vanishing bile duct syndrome
1697,11,Varicella zoster virus infection
1698,11,Varices oesophageal
1699,11,Varicophlebitis
1700,11,Vascular device infection
1701,11,Vascular occlusion
1702,7,Vascular operation
1703,11,Vascular stent thrombosis
1704,11,Vein disorder
1705,11,Vein rupture
1706,11,Ventricular tachycardia
1707,11,Vestibular migraine
1708,11,Vibratory sense increased
1709,11,Violence-related symptom
1710,11,Viral infection
1711,11,Viral load increased
1712,11,Vision blurred
1713,11,Visual acuity reduced
1714,11,Visual perseveration
1715,11,Visual snow syndrome
1716,11,Vitamin D abnormal
1717,11,Vomiting
1718,11,Vomiting projectile
1719,7,Vulval cellulitis
1720,11,Vulval disorder
1721,7,Vulval ulceration
1722,11,Vulvovaginal candidiasis
1723,11,Vulvovaginal discomfort
1724,11,Vulvovaginal dryness
1725,8,Vulvovaginal pain
1726,11,Vulvovaginal pruritus
1727,11,Waist circumference increased
1728,11,Waldenstrom's macroglobulinaemia
1729,11,Walking disability
1730,11,Weight bearing difficulty
1731,11,Weight decreased
1732,11,Weight fluctuation
1733,11,Wernicke's encephalopathy
1734,5,Wheelchair user
1735,11,Wheezing
1736,11,White blood cell count abnormal
1737,11,White blood cell count increased
1738,11,White blood cell disorder
1739,11,White blood cells urine positive
1740,5,White matter lesion
1741,11,Withdrawal catatonia
1742,11,Wound
1743,11,Wound complication
1744,11,Wound dehiscence
1745,11,Wound secretion
1746,11,Wrong dose
1747,11,Wrong patient
1748,11,Wrong schedule
1749,11,Wrong technique in device usage process
1750,11,Wrong technique in drug usage process
1751,8,Xeroderma
1752,11,pH body fluid decreased
