pt,mean_mae_xgboost,std_mae_xgboost,z_mae_xgboost
Benign bone neoplasm,0.5216784972162734,0.44184167526746376,"[-0.5079804   2.46381098 -1.17901689 -0.15949731  0.07462304  0.34156407
 -0.48484895 -0.77926708 -1.17545787 -0.7153015  -0.06962223  1.74282081
  0.96833106 -0.96761023 -0.6332455  -0.76332387 -0.66457356  0.7940391
 -0.95284418 -0.1009497  -0.95832527  1.00163944 -0.35898487  0.01261469
  0.17219951  2.09658383 -0.76271149  1.56533434]"
Squamous cell carcinoma of the oral cavity,0.5217288369027824,0.5670608851588755,"[-0.15108233  0.60055285 -0.36555765 -0.53508699  2.31246832 -0.90499912
 -0.85083936 -0.49334391 -0.63028817  1.45030181  0.10046971  1.75858583
  1.09720291 -0.85310459  0.67915886 -0.07033343  0.04563687  2.74021023
 -0.69007545 -0.82459469 -0.80922254 -0.91608706 -0.47726289  0.23073725
 -0.73960957 -0.75254406 -0.63937411 -0.3119187 ]"
Mycobacterial infection,0.5222149261005199,1.0231941655536116,"[-0.03931032 -0.50640403  0.02482638  1.36313521 -0.26847507 -0.39914531
 -0.39512866 -0.37231985 -0.44436029  4.69481746 -0.32230305  0.08978856
  0.30025506 -0.31434316  0.64549364 -0.48855789 -0.25657777 -0.43894127
 -0.45179564 -0.50375303 -0.47951066 -0.10991802 -0.34892891 -0.35637298
 -0.50592734 -0.50632325 -0.23305264  0.62313282]"
Stevens-Johnson syndrome,0.5222285061561517,0.3228388960259062,"[ 0.21350709  1.03428131 -0.25003074  0.0130532  -0.31629045 -0.90873022
 -0.55268283  0.06029435  0.12962939 -0.97443681 -0.92923365  0.22760107
 -1.53192167  1.13345579 -0.30461503 -0.57448354  2.2972222   0.26110766
 -0.17782651 -1.21393587  2.6347871  -0.08522076 -0.86839051 -0.30515342
  1.97773547  0.20731912 -1.00656621 -0.19047553]"
Rectal cancer stage I,0.5224280278353562,1.4675128980067187,"[ 0.15663773  0.55970549 -0.35592903 -0.35584012  0.08521863 -0.35442325
 -0.34130764 -0.25147335 -0.34985694 -0.27238376  4.92650859 -0.35543366
 -0.0669289  -0.35580748 -0.08364752 -0.34568616 -0.32355158 -0.3337383
  1.07845126 -0.22989027 -0.07457072 -0.22410576 -0.35462751 -0.35530149
 -0.35587351 -0.35543697 -0.35503081 -0.35567694]"
Transient acantholytic dermatosis,0.5225627035128326,0.7109576736442552,"[-0.42260711 -0.72937019 -0.49944639 -0.72817304  1.70818061 -0.73121518
 -0.70033137  0.47623657 -0.69177708  0.5273498   0.75439833  2.00211157
  0.14960488 -0.7328186   1.28187299  0.15333765  0.34099187  3.28872059
 -0.73000519 -0.72995066 -0.64664077 -0.73305016 -0.61645934  0.21985829
 -0.73335941 -0.53161784 -0.72814546 -0.21769536]"
Streptococcal infection,0.5226388104602511,0.4963398768259358,"[-0.55671093 -0.67429851 -0.47334615 -0.71724004  1.72699551 -0.73120911
 -0.69840271 -0.20922596  1.20786149  0.63323806 -0.70959758  0.99565732
  0.00606595 -0.32970696  0.84796146 -0.69332255  0.47640133  0.02828979
 -0.90495797  3.46509245  0.50021613  0.55912168 -1.04739382  0.51500907
 -1.04019441 -0.53819864 -1.03456537 -0.60353952]"
Feeling cold,0.5228650057933748,0.5494918939912963,"[-1.09029951e-04 -1.00154414e-01 -3.83474080e-01 -4.78316502e-01
 -9.25343080e-01 -6.43503531e-01  4.80573768e+00 -1.46249004e-02
 -7.31629487e-02 -2.05909987e-01 -8.86506490e-01  1.66985904e-01
 -5.63346046e-01  1.59928494e-01  5.14911305e-02 -9.59351876e-02
 -3.36709777e-01  9.38527646e-01 -1.71699829e-01 -2.31155531e-01
  2.24228519e-02 -2.77414755e-01 -3.64428732e-01  1.01946358e-01
 -1.09789974e-01 -4.70267509e-01 -4.56361331e-01  5.41173565e-01]"
Lymphocytosis,0.5229911297851078,0.7706625403026743,"[ 0.32022296  0.76814158 -0.52583267  1.39536661  0.40267658 -0.03701875
 -0.47204255 -0.39268652 -0.60689735  4.48018374 -0.13201478 -0.6655967
 -0.41430488 -0.51567024  0.00851674 -0.40368757 -0.42931163  0.21148688
 -0.6780806  -0.54294361 -0.67357086  0.03672696 -0.67488882 -0.5681263
 -0.16225643  0.63824189 -0.58587665  0.21924298]"
Tongue paralysis,0.5231983440203427,1.577870083990182,"[-0.33037425 -0.3197973  -0.33083292 -0.32793413 -0.33019107  0.71821844
 -0.33062206 -0.33062357 -0.33077084 -0.33034118 -0.33024908 -0.33088662
  0.17077148 -0.08250059 -0.32992865 -0.32967186 -0.3143331  -0.33074487
 -0.32962608 -0.28361132 -0.33099126 -0.29942544  1.89560025 -0.32860287
 -0.17624926  4.63568474 -0.33094255 -0.33102402]"
Gitelman's syndrome,0.5232072376687261,1.2111414587643055,"[-0.4310378  -0.43109731  0.25931912 -0.43121514 -0.43189036 -0.43116382
 -0.43160731  0.61045022  0.30083125 -0.43153243 -0.10140316 -0.43127933
 -0.43090682 -0.43160093 -0.43127354  0.98089111  0.83419931 -0.43124569
 -0.43129848 -0.43103033  4.54370843 -0.43103033  1.19812383 -0.43095289
 -0.43193128 -0.4310493  -0.43124093 -0.4317361 ]"
Patient uncooperative,0.5234860224181267,1.2208188654479326,"[-0.42812003 -0.42821234 -0.42741405 -0.41855696 -0.19574277 -0.42830164
  1.42859218 -0.42744901 -0.33905103 -0.42839301 -0.42827231  0.83927823
  0.788257   -0.42845733 -0.22783108 -0.42839534 -0.42793031 -0.38161387
 -0.42852555 -0.24288624  0.1571641  -0.27082076 -0.24468939  0.12762305
 -0.39312817 -0.12650066 -0.42789168  4.63726897]"
Acquired phimosis,0.5236993761022176,1.0311597557751668,"[-0.38574232 -0.5059835  -0.10159365 -0.31189969 -0.43403962 -0.50726686
 -0.41910483  0.1132079  -0.07783649 -0.50699518  4.20591495 -0.50482963
 -0.09795515 -0.18671491 -0.50697961  0.32271698  0.25804682 -0.43355913
 -0.50648716 -0.50117258  2.41412156 -0.50756556  0.44846965  0.57884954
 -0.44434613 -0.4768021  -0.5066362  -0.4178171 ]"
Stress urinary incontinence,0.5240320806098003,0.8845993877527729,"[-0.30947526  0.11211439 -0.5923907  -0.32120332 -0.14652659 -0.31024107
 -0.38328742 -0.50107186 -0.59131589 -0.46726433  3.78864046 -0.59180176
 -0.10464506  0.04196461 -0.5658875  -0.57728607 -0.5067021  -0.41656175
  0.60120446 -0.07029663 -0.39399017 -0.58326876  0.36109474 -0.5900518
 -0.45031736  1.99141027 -0.58996943  2.16712589]"
Arthritis bacterial,0.5241212043911376,0.41606049748294216,"[-0.68293283  0.37081644 -0.79122477  0.57477747 -0.9887225   0.80165182
 -0.59172605 -0.67904533  1.69389696 -0.48099508 -0.07677057 -0.21125546
 -1.13783124 -0.2227339   0.78843535 -0.87312193  1.48665395 -0.77315805
 -0.17216593  2.72266534 -0.79760878  1.63826325 -0.04413837 -1.0989502
  1.3739442  -0.77267404 -0.91934849 -0.13670129]"
Product adhesion issue,0.524253071046173,0.9316251329259984,"[-0.3781376  -0.52801938 -0.52578394 -0.47513293 -0.25842192  0.55766529
 -0.45898521 -0.3631269  -0.55214246 -0.4548523  -0.47666691 -0.37663093
 -0.37367811  3.50579106 -0.31416307 -0.35800635 -0.34481934 -0.46592668
  1.59359317  0.44032954 -0.39310257  2.87004566 -0.39832124 -0.46967613
 -0.39877277  0.48074367 -0.53999794 -0.54380371]"
Exposure via skin contact,0.5248165404641455,1.06210516139099,"[-0.38466046 -0.33083177 -0.49195748 -0.42939743 -0.40176669 -0.45256928
  0.07000016 -0.40122795 -0.35489448 -0.18451628 -0.32751773 -0.47255988
  0.68616635  0.36012111  1.38334472 -0.45389542 -0.40124604 -0.0603317
 -0.38749442 -0.15684211 -0.46951421 -0.37353426 -0.08943712 -0.46485513
 -0.09106845 -0.36583346  4.73393593  0.31238347]"
Anembryonic gestation,0.5248722361042613,1.1799252828392097,"[ 0.42281783 -0.44153782 -0.44410119  0.61286856 -0.13301247 -0.43490205
 -0.04359499 -0.24634544 -0.44157723 -0.44205146 -0.3651974  -0.08479668
  0.24680689  0.94765531 -0.4433422  -0.43936972 -0.3957635   0.80197809
 -0.43915599 -0.29763497 -0.44413282 -0.41516968 -0.44450748  4.76278386
 -0.43708504 -0.10089452 -0.41857428 -0.44216361]"
Spinal operation,0.5250307248742472,0.3902043017527031,"[ 0.09202448  0.7381504  -0.38812169 -0.20332664 -0.1320861  -0.86259533
  4.16269638 -0.26076697 -0.01447251 -1.26366791  1.13282548  0.63470839
  0.04214097  0.63677338 -0.08453194  0.57299185 -0.4817373  -0.2752093
 -0.43173097 -0.18489843 -0.07126301 -1.33907432  0.34744804 -0.82362223
  0.2228175  -0.14230656 -0.28323776 -1.33992791]"
Failure to anastomose,0.5251709286237837,1.0508894723123894,"[ 1.41027363  4.4813282  -0.25388808 -0.20595795 -0.49837555 -0.49931173
  0.98347026  0.95690251 -0.09835529 -0.49931752  0.67156044 -0.41797489
 -0.19984656 -0.49893388 -0.41934558 -0.01953622 -0.49944309 -0.22521214
 -0.4302763  -0.37222052 -0.25949275 -0.41687251 -0.4848209  -0.43126408
 -0.3276599  -0.44721637 -0.49909195 -0.49912128]"
Application site cellulitis,0.5252083245887258,1.0508708319980786,"[ 1.41026306  4.4813721  -0.25392817 -0.20599719 -0.49841998 -0.49935618
  0.98345212  0.9568839  -0.09839262 -0.49936196  0.67153677 -0.41801789
 -0.19988569 -0.49798192 -0.41938861 -0.01957215 -0.49948753 -0.22525172
 -0.43031951 -0.37226271 -0.25953294 -0.41691549 -0.48486509 -0.43130732
 -0.3277013  -0.44725988 -0.49913639 -0.49916572]"
Incorrect product administration duration,0.5252732404247186,0.9021423728829381,"[-0.4443588  -0.13777088 -0.54113685  0.18618632 -0.27831581 -0.55486664
 -0.41510486 -0.57443804 -0.34972502 -0.20265622 -0.52497551  0.11684626
 -0.53518489 -0.49444444 -0.43288837  2.99878194  3.69999731 -0.07143691
  0.50198287 -0.44025824  1.07499604 -0.09689774 -0.50867141 -0.33936611
 -0.21676464 -0.43374025 -0.44815964 -0.53762947]"
SARS-CoV-2 antibody test positive,0.5253677278790083,0.7580992343032661,"[-0.68956455 -0.66376531 -0.68537325 -0.66913005 -0.59647563 -0.66361263
 -0.15600833  0.59473318 -0.61325056 -0.64253742  0.705548   -0.12815301
  0.92048184  0.73582021  0.67120481 -0.58253856 -0.25535253  4.20871909
 -0.06304401 -0.53222817 -0.53425677 -0.63854109 -0.61298092  0.480865
 -0.68183315 -0.55627595  0.74301964  0.90453013]"
Flatulence,0.5254017687278436,0.3381407224404327,"[ 0.09424403 -0.35772386 -0.31797804 -0.12199703  0.31463707  2.60807394
  0.03136403 -0.53192554  0.7955971   0.51454555 -1.48828987  0.55651047
 -1.41286079  1.49204268  0.14417634 -0.51980774 -0.03829925 -1.13481074
  0.22828245  1.25365502  0.98222154  0.66282343  1.2553333  -0.4402242
 -0.15720704 -1.51759554 -1.55203856 -1.34274878]"
Infusion site irritation,0.5256481339014062,0.47931820869881797,"[-0.24888312  2.87771668 -0.27423838 -0.41576537  2.62156265 -0.95474547
 -0.61702768 -0.1891526  -0.59867389  0.44426999  0.89199255 -0.77854932
  0.1659026   0.27657802 -0.66284479 -0.44321698 -0.61301363  2.2998479
 -0.52441574 -0.74264004 -0.94523116 -0.35757794 -0.4296842  -0.36784446
 -0.37403221  0.57936636 -0.23825461 -0.38144514]"
Knee operation,0.5258679573997936,0.44600230403195645,"[ 0.11676766 -0.82556524 -0.34089589 -0.57515703  0.36151104 -0.50297391
 -0.48907634 -0.53741867  0.05636602 -0.2094     -0.13738852  0.0600956
  0.02852052 -0.45598665  0.83157802 -0.1612831  -0.36829998 -0.40321149
 -0.58379993  1.1843582   0.49752904 -0.42028639  0.19702036 -0.23341863
 -0.03418273 -0.55410816  4.57445621 -1.07575001]"
Meniscus injury,0.5260236099009182,0.3962191870699922,"[ 0.34803129 -0.85600365 -1.31899693 -0.49657572  2.16146475 -0.12027847
 -0.36059248 -0.62434297 -0.01115867  2.80650702  0.75042316  0.8030025
 -0.46168313 -0.84832275 -0.41224247 -0.30290047 -1.3259039   0.33110491
 -0.77164935 -0.83262795  1.77265626  0.25989891 -0.65171563  0.90786538
 -0.68658378  0.8576402  -0.92323214  0.00621608]"
Secondary immunodeficiency,0.5261098943375184,0.8832466158648284,"[ 0.90691918 -0.58450173 -0.53340731 -0.49405078  4.66580734 -0.07512727
 -0.4454271  -0.58483561 -0.33669683  0.55772876 -0.3948433   0.79740287
  0.88294035 -0.2603918  -0.01775678 -0.25982794  0.04508184  0.14854241
 -0.59532753 -0.32995787 -0.54693418 -0.55691055 -0.41456254 -0.11518164
 -0.55093243 -0.29917181 -0.30399085 -0.30458689]"
Pemphigoid,0.5262226179203691,0.6219044919312923,"[-0.23366683 -0.78312135 -0.49902812  0.18248833  0.18362842 -0.39856573
 -0.27547906 -0.19399289  0.08505983 -0.31061362 -0.61071206  1.23739775
 -0.19217009  0.32891276 -0.09855215 -0.04418964  4.77373593 -0.24312993
 -0.03825428 -0.7378269  -0.19396042 -0.43737163 -0.34943385 -0.71379112
  0.13465659 -0.13317504 -0.52997158  0.09112669]"
Adrenogenital syndrome,0.5264251935047961,1.209866408260172,"[-0.43415182 -0.43421139  0.25693265 -0.43432935 -0.36053197 -0.43427798
 -0.43472193  0.6084338   0.29848853 -0.43464697 -0.10416979 -0.4343936
 -0.4340207  -0.43471554 -0.43438781  0.97926509  0.83241869 -0.43435993
 -0.43441277 -0.43414434  4.54583718 -0.43414434  1.19672674 -0.43406682
 -0.43504624 -0.43416333 -0.43435517 -0.43485086]"
Burkholderia pseudomallei infection,0.5267966484608096,1.5767885721115509,"[-0.33196574 -0.32229869 -0.33334188 -0.3304411  -0.33269959  0.71642901
 -0.33313088 -0.33313238 -0.33327976 -0.26986967 -0.33275764 -0.33339562
  0.16860657 -0.08483922 -0.33243699 -0.33218003 -0.31683075 -0.33325378
 -0.33213422 -0.2860879  -0.33350034 -0.30191286  1.89461839 -0.3311103
 -0.1786522   4.63658228 -0.33345159 -0.33353312]"
Quarantine,0.5267966696342589,1.7422107423712165,"[-0.30127977 -0.30127977 -0.29913453 -0.30127977  0.03356894 -0.30127977
 -0.30127977 -0.30114882 -0.30127977  0.0370858  -0.16838295  4.80127151
 -0.30147368 -0.30127977  1.73867923 -0.28658999 -0.30127977 -0.08408899
 -0.30127977 -0.30146328 -0.27431505 -0.30107994 -0.30127977 -0.07393284
 -0.30127977 -0.30127977 -0.30235837 -0.30127977]"
Cyst removal,0.5268437252126269,0.43058945855069614,"[-0.04912271  2.00474667 -1.08121403  0.26003752  1.17809538 -0.10053574
 -0.59417949 -0.94382813 -0.20492207 -0.06032882  0.9227756   1.49423381
  1.13876438 -0.54255348 -0.62660937 -1.1607402  -0.3989461   0.55486431
 -0.83103343 -0.5718245  -1.13100009 -0.74227823 -0.58306591  2.87693697
  0.82084112 -0.22775582 -0.69816417 -0.70319346]"
Physical deconditioning,0.5268537648519278,0.8703480206508238,"[-0.16942406 -0.55406393 -0.59454414 -0.56023805 -0.46090499 -0.59872464
 -0.38348832 -0.53909092 -0.58048664 -0.24814127 -0.58924548  2.94820798
  2.8144328  -0.44975008  0.28726317 -0.50424894 -0.53525759 -0.14420503
 -0.49321918  0.23967974 -0.48901479 -0.53681048 -0.56964473  0.94741287
 -0.6023083  -0.50641509  0.73286552  2.13936457]"
Social stay hospitalisation,0.527149769170518,1.22325752805573,"[ 0.07719479 -0.42685613 -0.43028802  0.48030033 -0.09336776 -0.43034169
 -0.05519619 -0.3876672  -0.42993776 -0.3321583  -0.35819034 -0.4126743
  1.45190644  1.05529633 -0.43027068 -0.42909873 -0.23472673 -0.16969293
 -0.43046867 -0.39753386 -0.43040241 -0.4297488  -0.43039876  4.6454858
 -0.13741986 -0.29049622 -0.4301569  -0.11309148]"
Blood test,0.5271504150642085,0.42639619322915,"[-0.72630535  2.41940284 -1.20622797  0.43662618  0.35449223  0.17861656
 -0.52276499 -0.95871696 -0.63240182 -0.72427739 -0.26019594  1.72649112
  1.19472262 -0.97390318 -0.31439108 -0.87487391 -0.6187403  -0.25804455
 -0.81696575 -0.46880365 -0.89656941  0.74148989 -0.53668876  0.15766267
  0.68850726  2.13411266 -0.8644147   1.62216167]"
Prostatic specific antigen abnormal,0.527151009775069,2.139991946792674,"[-0.24037535 -0.24596789 -0.24632165 -0.21993969 -0.17860505 -0.24610192
  0.12647779 -0.24534252 -0.22836325 -0.24535073 -0.24338486  0.00667852
  0.03582664 -0.20624807 -0.2060337  -0.24626969 -0.24286038 -0.2401194
 -0.24601664 -0.20823356 -0.12989416 -0.21484472 -0.21031532 -0.21083182
 -0.23811804 -0.16135944 -0.24223399  5.17414887]"
Convulsion,0.5274669524363257,0.33238562343629124,"[ 0.43417335 -0.47470947 -0.78300014 -0.53757843  1.78204624  1.52491521
 -0.09327114 -1.56509158  0.34977049 -0.83230212 -0.69030271  1.01892517
 -0.23615659 -1.19582696 -0.26714329 -0.35866826  0.51430382 -1.17525915
 -0.69525952 -0.96293926  2.61962813  1.85048238  0.47893023  0.63547592
 -0.48400114 -0.41915687 -0.5559193   0.11793499]"
Rhonchi,0.5277559744525436,1.7419311080390525,"[-0.30187885 -0.30187885 -0.30187885 -0.30187885  0.03302361 -0.30187885
 -0.30187885 -0.30174788 -0.30187885  0.03654104 -0.16896069  4.80149155
 -0.30207279 -0.30187885  1.73840763 -0.28718671 -0.30187885 -0.0846532
 -0.30187885 -0.30206239 -0.2749098  -0.28411343 -0.30187885 -0.07449542
 -0.30187885 -0.30187885 -0.30295762 -0.30187885]"
Gastrointestinal bacterial infection,0.5277921467082959,0.5663279489538378,"[-0.39308927 -0.70042516 -0.92766277 -0.70861548 -0.52297049 -0.60910337
 -0.10895807 -0.25706898 -0.05058239 -0.63553522 -0.53618835 -0.81216106
  1.07805716 -0.05585514  0.77215561 -0.85166078 -0.56340858  0.00633255
 -0.24160332  3.51357146 -0.86358522  1.07695669  0.01795767  0.75567871
  0.84999198 -0.48253566 -0.87389766  2.12420512]"
Leukocyturia,0.5278410611011867,1.5499209581968931,"[ 0.17036328  0.57208596 -0.34041556 -0.34040558  0.09918228 -0.33899296
 -0.3259211  -0.23638652 -0.33444264 -0.25723502  4.92432169 -0.34000629
 -0.05238487 -0.34037257 -0.33651796 -0.330285   -0.30824969 -0.31840896
  1.08910102 -0.21487537 -0.06007397 -0.34026124 -0.33976335 -0.33986826
 -0.34043837 -0.33994924 -0.33959849 -0.34020123]"
Muscle rupture,0.5278738965589433,0.7043138819558313,"[ 0.43671374  0.17130994 -0.46608212 -0.23371947  4.09887664 -0.51796764
 -0.1013129  -0.49599985 -0.36513725  2.72301602 -0.14870833  0.09190225
 -0.54586516 -0.47681698 -0.36386623 -0.44176495  0.00977069 -0.40841713
 -0.36370454 -0.54222339 -0.51867236 -0.33153192 -0.42344983 -0.05966535
 -0.13177198 -0.41721272 -0.52982944  0.35213027]"
Blood immunoglobulin A increased,0.5279215017436278,0.7189491565333493,"[-0.54241879 -0.27760514 -0.3299719  -0.65548679  2.48601819 -0.39061046
 -0.73091978 -0.72369989 -0.49394464  0.96223266  0.81158232  3.31476852
  0.51955337 -0.61585699  1.47568448 -0.71929831 -0.30846147  0.15080859
 -0.52426803 -0.64283196 -0.70786575 -0.67252432 -0.61439076 -0.4238995
 -0.58227378  0.46136813 -0.68071856  0.45503057]"
Uterine infection,0.5282277781405044,1.7778492378879824,"[-0.21114486 -0.13303971 -0.29653582 -0.29599856  0.1296946  -0.29512247
 -0.29601431 -0.27847669 -0.2889475   0.07610105  0.5651512   5.10439945
 -0.24365323 -0.29646524 -0.29082619 -0.27218447 -0.2772488  -0.04223258
 -0.06090573 -0.27637301 -0.22110725 -0.27752041 -0.29653226 -0.04328804
 -0.29289016 -0.29673112 -0.29645445 -0.29565343]"
Conjunctival hyperaemia,0.5284578075603396,0.6580589893147534,"[ 1.21123237 -0.60488688 -0.55914915  0.88517836  0.40993004 -0.67449432
 -0.49430649 -0.54552783  0.02737394  2.93868724 -0.61232336  0.24923867
  0.38359308 -0.46790801 -0.78875097 -0.61000694  3.13476196 -0.21142473
 -0.58382869  0.73548856 -0.64211813 -0.1984484  -0.44317994 -0.75025419
  0.25890573 -0.75279836 -0.78063918 -0.51434437]"
Urine analysis abnormal,0.528864580788078,0.6586318621923476,"[-0.42582362 -0.59246733 -0.63198968 -0.63918158  0.01636197 -0.56611631
 -0.16429731 -0.32592225  0.65096885 -0.18953838 -0.45333511  0.31140612
 -0.6952745  -0.08394376  0.53526062 -0.66868598 -0.54352452 -0.39186346
 -0.49661747  3.85848874 -0.72448948  0.06876652 -0.05827527 -0.76499197
  0.58800266  0.27182584 -0.5013608   2.61661744]"
Acquired claw toe,0.529138546628574,0.8985813530201656,"[-0.49929751 -0.26938988 -0.49093221 -0.58663039  1.3948944  -0.53245234
  0.23628229 -0.5839427  -0.58720691 -0.48847628  0.61663291 -0.50175388
  0.01641572 -0.16095463 -0.42769788 -0.57273428 -0.56750481 -0.46864345
 -0.34117196  0.43356422 -0.46557119 -0.57342147  0.70546236 -0.42381062
 -0.56467142  3.47737448 -0.58390503  2.80954249]"
Spinal subarachnoid haemorrhage,0.5292052693487158,1.3525605567610683,"[-0.13157358 -0.38896695 -0.39099497  0.07454887 -0.21868445 -0.39099377
 -0.19929291 -0.36932331 -0.39080802 -0.34083889 -0.35406053 -0.38195276
  0.57122212  0.36845606 -0.39098312 -0.3903203  -0.29104746 -0.25770537
 -0.39105426 -0.37434778 -0.3909675  -0.39075404 -0.39083468  2.20372218
 -0.24119086  4.46839523 -0.39088544 -0.22876349]"
Blood testosterone decreased,0.5293489823194497,0.7522727626879642,"[-0.05338717 -0.05019374  0.00772597 -0.42882818 -0.2064741  -0.40279889
 -0.32285872 -0.0771154  -0.12583312 -0.08379029 -0.08783026  0.79550672
 -0.60355531 -0.41515094  1.18239818 -0.45085891  0.22048906 -0.3027575
 -0.43738627  0.2661724  -0.70359522 -0.39426479 -0.31237774  0.01804946
  4.73807476 -0.70300762 -0.40809388 -0.65825852]"
No adverse event,0.5293602520080574,1.6919088243561524,"[-0.12953644 -0.26103787 -0.11766963 -0.18914021 -0.19557609 -0.30628148
  0.03153228 -0.11636989 -0.11627787 -0.24228496 -0.24883791  5.17303609
 -0.19083766 -0.29089738 -0.17933313 -0.3114267  -0.14997157 -0.26156799
  0.04090357 -0.25278238 -0.19754549 -0.26940376 -0.05631809 -0.2923456
 -0.28157753 -0.21500409 -0.0812105  -0.29223772]"
Arthropathy,0.5295051472539345,0.33694934480256705,"[ 9.72191550e-01  5.01435138e-01 -1.56987427e+00  5.16347537e-01
 -8.46523249e-01 -1.01441438e+00  6.50641705e-01 -1.56237712e+00
  1.04049990e+00  7.61373882e-01 -5.80346206e-01  1.69267129e-01
 -1.51924136e+00 -8.86475623e-01 -2.42174563e-01 -9.10804928e-01
  6.83877866e-01 -9.50252048e-02 -3.36218033e-01  9.11590714e-01
 -5.20956504e-01 -2.39448103e-01  2.30155707e-01 -3.74204577e-01
 -2.21069690e-03 -4.05253571e-01  2.80828912e+00  1.85987815e+00]"
Thrombectomy,0.5296586769670659,1.166330447140864,"[ 1.48192616  4.59493434 -0.20491678 -0.15633249 -0.45274166 -0.45364845
  1.04933029 -0.4463277  -0.04726114 -0.4536961   0.73322868 -0.37129558
 -0.15019496 -0.45227997 -0.3726336   0.03264775 -0.45385899 -0.17578874
 -0.38397627 -0.32487978 -0.21059806 -0.37011449 -0.43910799 -0.38467267
 -0.27977193 -0.40097823 -0.45345906 -0.45353258]"
Pharyngeal swelling,0.5296818495125627,0.3526799044880931,"[ 0.76771594  2.68567965 -0.42872096 -0.07353266  1.68586562 -1.05894873
 -0.4605652   0.75820249  0.57963001 -0.75943573 -0.75686407  1.25942301
  0.40707741 -0.61963806  0.18507768 -0.93860416 -0.4408899  -1.44825399
 -0.62110266  1.09050518 -1.19207622 -0.41467445 -0.78197879  0.1488409
  1.55314374  0.69222181 -0.70433116 -1.11376669]"
Incision site erythema,0.5298070349274083,1.1339081902834096,"[ 0.69850519  2.57281559 -0.31720545 -0.28786221 -0.46638102 -0.46700966
  0.43797018  0.42173485 -0.22226624 -0.4669927   0.24766478 -0.41724726
 -0.28428489 -0.46618913  4.12413354 -0.17416219 -0.46706845 -0.29981324
 -0.42503166 -0.38947602 -0.32061969 -0.41664683 -0.45813468 -0.42545322
 -0.36211807 -0.43524612 -0.46675077 -0.46686463]"
Haemoglobin abnormal,0.5300680557559254,0.4979160892032142,"[ 0.73441476 -0.39424031 -0.66441892  0.26365156  3.13544479 -0.70306019
 -0.76569078 -0.54823539 -0.30220641  1.9908962  -0.26987162 -0.38224261
 -0.32790118 -0.67007031  0.02045331 -0.47450453 -0.44621622 -0.97116063
 -0.48867218 -0.0271527   0.33995621 -0.33937317 -0.48277296 -0.56648225
 -0.46677485  2.48609403 -0.81711356  1.13724989]"
Tongue coated,0.5301207360296364,0.5422631936614247,"[-0.21489275  2.00500653 -0.89168635  0.22971109 -0.21683379 -0.97011793
 -0.25602318 -0.46488987 -0.31516511  0.33769965  2.48056127  1.96468329
 -0.97209993 -0.37395293 -0.15699444 -0.61398631 -0.35524494 -0.33587201
 -0.55497978 -0.35093241 -0.87499479 -0.74063934 -0.97205707  0.50643003
  0.97119252  2.27308433 -0.8521307  -0.28487509]"
Drug clearance decreased,0.5303287640485239,0.7490860483469249,"[ 0.13217254  2.24010145 -0.68005426 -0.54472704 -0.45037867 -0.69377599
  0.34686585 -0.01815753 -0.44122776 -0.5412013  -0.55329783 -0.51454035
  3.8489627  -0.54070369 -0.48200515 -0.42102321 -0.30526471  1.38388061
 -0.05213254  1.03299135 -0.54945349 -0.16845634 -0.66472038  0.3497109
 -0.70082524 -0.22427131 -0.4130005  -0.37546813]"
Skin oedema,0.5304337268766656,0.6728507860719288,"[ 0.59529488  3.49826667 -0.07021219 -0.31639653  2.40997633 -0.78413854
 -0.77899752 -0.05706548 -0.73267271 -0.51585605  0.60925051 -0.78734238
 -0.77708997  0.09724965 -0.78680859 -0.41962898  0.12907655  0.0524171
 -0.43756439 -0.37301517 -0.73516854 -0.69729815 -0.40978973  1.63116049
  0.31604251  0.3258465  -0.78453075 -0.20100554]"
Decreased gait velocity,0.5305013342604766,0.9557724883329644,"[ 0.18778508 -0.55447264 -0.55489763 -0.40963316 -0.47004718 -0.53923068
 -0.53446639 -0.55499075 -0.41014873 -0.36107847 -0.53960798  2.83764423
  3.36334437 -0.55414219  0.41644943 -0.5272557  -0.55366893  1.25150074
 -0.5549596   0.11978562 -0.55164875 -0.54655123 -0.55303327  1.32627947
 -0.55437684 -0.29053255 -0.1704904   0.28244413]"
Folliculitis,0.5306100561793985,0.6029336638604404,"[ 9.38023346e-01  3.92031906e+00 -6.62222159e-02 -3.46749916e-01
  3.78066024e-01 -7.61827675e-01  4.65527951e-01  6.54144716e-01
  1.00870605e-01  2.36501057e+00  1.07810501e-01 -5.73570276e-01
 -8.07899229e-01 -4.67839521e-01 -5.66541017e-01  2.70222383e-03
 -4.53964173e-01 -3.55117003e-01 -6.02975646e-01 -2.57558112e-01
 -1.78255270e-01 -7.37874129e-01 -4.28903347e-01 -7.29722411e-01
 -1.13297815e-01 -3.80863151e-02 -7.83883968e-01 -6.62186960e-01]"
