pt,mean_mae_xgboost,std_mae_xgboost,z_mae_xgboost
Hypoprolactinaemia,0.580386011673449,1.129133576965424,"[-0.49424125 -0.50813215 -0.48932199 -0.34652385 -0.18164409 -0.44705889
  1.15100999 -0.49715819 -0.35200748 -0.45866473 -0.05707409 -0.29262739
  4.01743034 -0.33056349 -0.34879164 -0.37756231 -0.19455727 -0.48180489
 -0.4628029  -0.23287171 -0.42998226 -0.31089607 -0.40627559  2.59798929
  0.32213716 -0.47948021 -0.3569757   0.44845138]"
Ocular toxicity,0.580426354440858,1.16517412758388,"[-0.32353078 -0.32523883 -0.27910555  1.89091871  1.07401359 -0.32000341
 -0.17965546 -0.32840491 -0.33178355 -0.36571164  4.51041187 -0.48626618
 -0.21541554 -0.34061119 -0.49536584 -0.43339459 -0.46188452 -0.11858597
 -0.28702044 -0.48696377 -0.46455054 -0.45950143  0.02248113 -0.08310773
  0.05120873  0.04193221 -0.47573985 -0.32912452]"
Beta-2 glycoprotein antibody positive,0.5805079055030377,1.7925848130294881,"[-0.30911038 -0.25858129 -0.26396616 -0.26628281 -0.06825957  0.06959387
 -0.24162773 -0.31293004 -0.12317508 -0.29315188 -0.19368943  5.14809224
  0.19497975 -0.29330166 -0.12506435 -0.27825929 -0.3079383  -0.3111596
 -0.30146121 -0.14856584 -0.17669198 -0.12043027 -0.2089298  -0.22591225
 -0.0619578  -0.32383846 -0.32190336  0.12352269]"
Refractoriness to platelet transfusion,0.5805928668512805,1.1627121178681021,"[-0.4543372  -0.02771184 -0.45749839 -0.49364234  0.41998522 -0.13490832
 -0.40171787 -0.47498796 -0.26939975 -0.15498955  4.69864524 -0.49934361
 -0.32157309 -0.45506591 -0.46720794 -0.12879928  0.32527224  1.49914634
 -0.38464311 -0.37311502 -0.00748313 -0.42565681 -0.47674517 -0.1782574
 -0.2935255  -0.44845715 -0.22363491  0.60965223]"
Respiratory rate increased,0.5806371764696825,0.902539718321027,"[-0.31239086  4.01504314 -0.62860622 -0.50927524  0.56707967 -0.2985307
 -0.45796315 -0.44466582  0.7131452  -0.52101989 -0.34896617  2.05091047
 -0.28717613 -0.56800846 -0.55286275 -0.33210354 -0.42834179  0.70121329
 -0.48328495 -0.54818924 -0.47123669 -0.51482791 -0.47512602  0.70276937
 -0.54011885  1.04650541 -0.5216729  -0.55229926]"
Varicella zoster virus infection,0.5809664127835601,0.9731355090828432,"[ 0.02929702 -0.37570188 -0.33718488 -0.56738116  0.55985633 -0.45367379
 -0.5826289  -0.3353931  -0.35916296 -0.54194388 -0.10173258 -0.39400563
  3.50264176 -0.32083784 -0.58890466 -0.51170525 -0.46134587 -0.33622322
 -0.50772983 -0.16701128  2.70029477 -0.5540567  -0.59700464 -0.15425221
  0.20644529 -0.13591149 -0.58641148  1.97166808]"
Breast atrophy,0.5810005154321397,1.0457898473495424,"[-0.49238691  0.28982825 -0.38802934 -0.41155766  1.01091456 -0.48756841
 -0.45730738 -0.53225283 -0.47355973 -0.00905267  1.99863184 -0.52857336
 -0.41773601 -0.45247011 -0.53668601 -0.40285571  0.01419775  0.12642832
 -0.25853538 -0.55128055  4.34796225 -0.41220059 -0.36152581  0.29241445
 -0.41858286  0.28777735 -0.52356588 -0.25242756]"
Oesophageal obstruction,0.5811277928687167,0.9099247790788169,"[-0.4279221  -0.62911989 -0.2247801  -0.63859486 -0.27306067 -0.58148372
 -0.45851295 -0.25343773  0.21009738 -0.37948526  4.45094994  0.15211495
  1.81445049 -0.37357352 -0.06981489 -0.11198618 -0.20910091 -0.30932881
 -0.58262182  0.09195939 -0.38072429  0.50991702 -0.42043499 -0.58211204
 -0.44896633 -0.17993691 -0.59412227  0.89963108]"
Hepatitis viral,0.5811587109198743,0.8059579952029248,"[-5.72650989e-01  1.76595246e+00 -6.40468017e-01 -3.54402820e-01
  6.94097118e-01 -7.14371623e-01 -3.88864937e-01 -4.87679576e-01
 -7.17212786e-01 -5.78764777e-01 -3.20935064e-01  2.62203694e+00
 -4.04832678e-01 -3.97857795e-01 -6.41900359e-01 -3.68835550e-01
  1.23821701e-01 -3.19098465e-01 -5.41935424e-01 -5.70819761e-01
  2.20350759e-01 -5.96770700e-01 -4.86012722e-01  1.27111098e+00
 -4.40673133e-01 -6.14730699e-04 -4.06319322e-01  3.25365128e+00]"
Convulsions local,0.5811746912321105,0.8710033644505368,"[-0.59296337 -0.40419665 -0.50061598 -0.30287972 -0.30836168 -0.58838457
 -0.61404848 -0.6504841  -0.18658059  0.10713689  0.04738378  2.49400078
  3.34817656 -0.44455681 -0.6378664   0.51735432 -0.36801568 -0.62082432
 -0.49699994 -0.54585373  0.06839478  0.78616298 -0.50120593  2.18449609
 -0.50702915 -0.28554632 -0.53758343 -0.45910932]"
Decidual cast,0.5811955228146795,0.7968493919213876,"[-0.44802345 -0.62363342 -0.30382009 -0.56613272  0.54442769 -0.67401998
 -0.66165793 -0.3050258  -0.01216298  2.15641932  0.436706    0.37836813
  2.72976849 -0.54372626 -0.58814728 -0.56941013 -0.37921466 -0.40201315
 -0.69214097 -0.66171346 -0.64795356 -0.51797735 -0.61303412  1.54132417
 -0.54861746  2.63195591 -0.65129469 -0.00925025]"
Dermatitis acneiform,0.581245401414671,0.7534976400924326,"[-5.08354392e-01  1.97598195e+00  1.59596950e+00 -7.65343808e-01
 -1.42818231e-02  2.58445539e+00 -6.17109834e-01 -7.15833194e-01
 -4.64877235e-01  4.40742022e-01 -1.79882230e-01 -4.88790416e-01
 -4.58312105e-01 -6.81902263e-01 -3.94457390e-01  2.81646097e+00
 -6.58984067e-01  1.33534881e-03 -7.65722846e-01  5.93742492e-01
  1.92222056e-01 -6.63761521e-01 -6.92167065e-01 -1.91305986e-02
 -7.45989127e-01 -7.38933757e-01 -4.82904216e-01 -1.44171855e-01]"
Septic arthritis staphylococcal,0.5815154733241277,0.8370170849076586,"[-0.57438681 -0.42070296 -0.5702828  -0.57066863  1.01972994 -0.45789981
 -0.50866156 -0.43859189 -0.39344381  0.022847    0.34240235 -0.15589392
 -0.21382443 -0.27211252 -0.42813703 -0.52479084 -0.36605853  3.24220149
 -0.5913034  -0.51441424  0.35234729 -0.3482553  -0.43755854 -0.47900858
 -0.34520794  0.97523959 -0.63916521  3.2956011 ]"
Inappropriate prescribing,0.5815244360103345,1.0192815656112764,"[-0.39909909 -0.36808442 -0.54317505 -0.522902    1.02104458 -0.54208634
 -0.49182008 -0.39696574 -0.1749304  -0.46097845 -0.02079807  0.05648351
 -0.38102136 -0.51557462 -0.49480243 -0.10036053 -0.02493728  0.16796786
 -0.41644274  0.27088131  4.56121112 -0.39909448 -0.55419048  1.56509174
 -0.42197851  0.23862768 -0.47517387 -0.17689185]"
Infective myositis,0.5818851730828474,0.9153288552456373,"[-0.43641774  2.02124893 -0.14937648 -0.36238884  0.2343038  -0.47351936
 -0.28935292 -0.56803948  0.72055028 -0.55053877 -0.37769127 -0.60452732
 -0.32044837 -0.34210377 -0.52850415 -0.27145656 -0.01083531  2.19817727
 -0.56271069 -0.19788794  0.00806234 -0.62913681 -0.21956845 -0.6357116
 -0.53674365  3.76853201 -0.62240399 -0.26151117]"
Occupational problem environmental,0.581892304718492,1.3408660132335795,"[-0.34727259 -0.30385723 -0.39063873 -0.41104173 -0.08485909 -0.42070709
 -0.29937507 -0.22756562 -0.43016347 -0.34006224  4.49374988 -0.36675796
 -0.11689263 -0.36975115 -0.27561804 -0.30905836 -0.35261667 -0.02587624
 -0.43396752 -0.25311581 -0.39101496 -0.16070646 -0.37805619  2.14069336
 -0.13579937 -0.19074543 -0.43396752  0.81504393]"
Noninfective oophoritis,0.5822314959607059,1.2429195910030115,"[-0.22052817 -0.42681159 -0.39946113 -0.43964722  0.09562184 -0.37894077
 -0.21939132 -0.30306629 -0.01684449 -0.37530556 -0.17584376 -0.05830769
 -0.21657598 -0.28352506 -0.2954261  -0.42472987 -0.38409238  0.08440897
 -0.24412417 -0.27102452 -0.45575917 -0.26615599 -0.35123788  4.9741201
 -0.04539159  0.7166655  -0.32569764  0.70707193]"
Bariatric gastric balloon insertion,0.5822755602560913,1.1784398103113913,"[-0.48392712  1.95180131 -0.44232715 -0.39453526 -0.28870925 -0.47864924
  0.23768249 -0.22179325  0.23596153 -0.42373931  4.40329271 -0.46608304
 -0.16177804 -0.40276018 -0.241373   -0.41627605 -0.34584731 -0.10220728
 -0.38368786 -0.43610138  1.24591396 -0.10343752 -0.42915535 -0.28839261
 -0.41724401 -0.44073709 -0.42421362 -0.2816771 ]"
Feeling drunk,0.5823299269973736,0.63057288070373,"[-0.43414606  0.1952474  -0.88783718 -0.56182917  0.98822319  0.04095382
 -0.3941607   0.24288614 -0.92349345  1.18001265 -0.22595279  0.40174841
 -0.55308591  0.92030874 -0.61957077 -0.88263686 -0.64101004  0.44008892
 -0.61365221  3.96894672 -0.90879669 -0.8756005   0.78030042 -0.61037285
 -0.20976515  0.63141804 -0.87699891  0.4287748 ]"
Benign duodenal neoplasm,0.582593278286253,1.567859906945455,"[-0.08527728 -0.11115616 -0.31802166 -0.33953488 -0.31612342 -0.30219088
 -0.20020118 -0.32220822 -0.30516123 -0.33172671 -0.0977907  -0.21215076
 -0.02195488 -0.34498882 -0.115531   -0.36400744 -0.19049409  0.41771636
 -0.27479998 -0.28695055 -0.28001482  0.21571627 -0.11964942 -0.20117992
 -0.17660285 -0.19619087 -0.24100783  5.12148292]"
Vascular occlusion,0.58259380255141,0.8817055767385893,"[-0.47641943 -0.50018787  0.03976281 -0.44356027  0.75734674  1.49266392
 -0.57603286 -0.56862755 -0.57892143 -0.21211106  0.5388009  -0.54665801
  2.02181947 -0.11767361  0.10651168 -0.46157787 -0.63032389  4.02809346
 -0.12342958 -0.37872379 -0.55118113 -0.62986262 -0.50290525 -0.61249959
 -0.11366366 -0.13168224 -0.62483929 -0.20411799]"
Smooth muscle antibody positive,0.5825945798496156,1.2611288718179874,"[-0.09549383 -0.46196276 -0.44886759 -0.33702101 -0.2740252   0.55242117
 -0.25368931 -0.44595226 -0.26721896 -0.26593937 -0.26971314 -0.31403958
 -0.42687807  0.15130829  0.10066072  0.00676105 -0.33559804  0.07372917
 -0.04607961 -0.31640691 -0.43336833 -0.4133978  -0.44515057  5.03869801
 -0.25732614 -0.0281836  -0.02562214  0.23835583]"
Fishbane reaction,0.5826802349416577,0.9195317779495262,"[-0.42237554 -0.25106055 -0.46242438 -0.49268572  4.0702146  -0.36494221
  0.0612977  -0.45695036 -0.62619004 -0.16775928 -0.24996473  0.58261639
  0.26500034 -0.55026785 -0.52044675 -0.54293152 -0.46913985  0.16215798
  0.57853671 -0.3977173  -0.51537161  0.31300703 -0.48707499  2.55030933
 -0.55122664 -0.22835002 -0.62198475 -0.20427599]"
Angiolymphoid hyperplasia with eosinophilia,0.582730704450179,1.2299901981117773,"[-3.72871828e-01 -3.91946726e-01 -2.47793573e-01 -3.57812340e-01
  4.67758253e-02 -3.84751201e-01 -3.47889371e-01 -4.40430560e-01
 -3.60063148e-01 -3.94086011e-01  4.95881517e+00 -5.18170033e-02
  5.56680567e-01 -2.66100195e-01  1.83122969e-02 -3.64941003e-01
 -4.22659185e-01 -3.45756877e-01 -2.90016398e-01 -2.01562994e-01
  9.34430001e-01 -3.03607613e-01 -8.96393593e-02 -3.10822983e-01
 -1.64444661e-02 -1.86760547e-01 -3.64578563e-01 -2.66192096e-03]"
Legionella infection,0.5828047268285257,1.0913608686826233,"[-0.49741961 -0.53117992 -0.53012251 -0.21481237 -0.53401651 -0.49011062
 -0.46674363 -0.49058689 -0.22803345 -0.32572675  1.02007844  3.91570611
  0.17983396 -0.48261638 -0.27455558 -0.4190586  -0.31914986 -0.40629787
 -0.39205415 -0.48936232 -0.38156575 -0.24802431 -0.2745159   1.48719989
 -0.52801493  2.35688613 -0.33763116 -0.09810547]"
Otorhinolaryngological surgery,0.5830515972924746,1.1702512973317385,"[-0.47266316  0.09585432 -0.4678207  -0.29080844 -0.32561753 -0.45990623
 -0.4428378  -0.32880326 -0.4817218  -0.30240949  1.38705029 -0.47749779
 -0.19500935 -0.38009932 -0.41172905 -0.41417673 -0.14012491  0.56724313
 -0.30842012  1.63140192 -0.20083038 -0.36008299 -0.37207537 -0.42798365
 -0.36602704 -0.0828918  -0.43554162  4.46352887]"
Pneumonitis,0.5830631263914036,0.48483740377236534,"[-0.89369594  1.08617899 -1.18638912 -0.96260399  1.00646754  0.96965327
  1.95901787  0.15588006 -0.9677262   0.6414096   0.79345369 -0.2014739
 -0.24880749  1.56144997 -0.59046238 -0.94573168  2.16548428 -0.32287849
 -0.83820507 -0.68705114  1.00754469 -0.89493846 -0.97513687 -0.54928923
 -0.33398948  1.10514454 -1.0358824  -0.81742266]"
Dermatopathic lymphadenopathy,0.5834368689174204,1.224377924595443,"[-0.46738756 -0.29765801 -0.41239075 -0.36350472 -0.45440794 -0.44986864
 -0.05714284 -0.4517521  -0.45869067 -0.03431459 -0.3674983   0.56727293
  0.0109807  -0.34894696 -0.4289788  -0.20833846  0.30481747  0.35022886
 -0.36287223 -0.21506811  0.0696102  -0.38732244 -0.41910554  4.97935735
 -0.34405619  0.33436003  0.00528218 -0.09260486]"
Ketosis,0.583465958618216,0.6982368802114206,"[-0.66779915 -0.24021404 -0.46053552 -0.44410362  1.5141158  -0.49991043
 -0.58604929 -0.40557763 -0.78196647 -0.01632625  2.87629243  1.49958849
 -0.20183689 -0.81151725 -0.3895691  -0.78849091 -0.16718377 -0.49417754
 -0.64142522 -0.46877579  0.68651284 -0.69404012 -0.80219473  1.65195811
 -0.24362435  2.36496191 -0.73938471 -0.04872678]"
Ear pruritus,0.5834887333817848,0.8385097904424842,"[-0.6623092   1.11109073 -0.44926253 -0.58227322 -0.39750168 -0.6349571
 -0.61673699 -0.57932506 -0.54883091  3.82083017 -0.0097541   0.38310318
 -0.64805009 -0.67364924 -0.61645283 -0.69586395  0.38537351 -0.48708974
 -0.53618614  2.44892599  0.02694948  0.46864189  0.2401785   0.20839889
 -0.58565678  0.23610524 -0.57653223 -0.02916579]"
Pleural thickening,0.5835438581888672,1.280567613498432,"[-4.55691564e-01 -2.58934200e-03 -1.02848580e-01 -2.36395545e-01
  3.32146661e+00 -2.59237161e-01  5.06730325e-02 -4.20685208e-01
 -4.42847786e-01 -4.51687317e-01  3.77346620e+00 -2.64720161e-01
 -2.13553695e-01 -2.64749671e-01 -3.38994717e-01 -3.18659622e-01
 -3.40913834e-01  5.07991243e-02 -4.36902635e-01 -2.37084720e-01
 -4.10968666e-01 -3.65306701e-01  1.90859805e-01 -2.01537210e-01
 -4.43908069e-01 -4.04134744e-01 -3.71321204e-01 -4.02526620e-01]"
Lung squamous cell carcinoma metastatic,0.5837973920981019,0.8396287309670643,"[-0.6170049   3.1808136  -0.64250769 -0.57671068  0.73119501 -0.05941036
  1.235182   -0.5439977   0.45638665 -0.20301416 -0.67105525 -0.47303308
 -0.52575681 -0.19400364 -0.61660225 -0.31709892 -0.4101244  -0.53450059
 -0.02663702  1.38784135 -0.54594135 -0.45978355 -0.18064143 -0.54720066
 -0.52352725  2.9034357  -0.6126498  -0.61365281]"
Large intestine anastomosis,0.5839637670240208,1.2620830657861635,"[ 0.04139463 -0.46269836 -0.34743372 -0.40887295  0.14970652 -0.27385415
 -0.38101177 -0.39739304 -0.21701257 -0.26440402  4.83809735 -0.27733591
 -0.31731984 -0.30327629 -0.44954634 -0.12637819 -0.46269836  1.39130554
 -0.39217741 -0.41850368  0.5096365  -0.13952424 -0.11596557 -0.1758961
 -0.23489942 -0.33014044 -0.32497115 -0.10882701]"
Pulmonary valve stenosis,0.583996203295242,1.0340213218288599,"[-0.41742112 -0.17986829 -0.51456977 -0.33050055  1.4292704  -0.43962782
 -0.34916256 -0.51644253 -0.42835771 -0.4112184   0.1885637   4.67769117
  0.63760512 -0.05177977  0.04821626 -0.52579728 -0.54596692 -0.10710281
 -0.56291319 -0.10384284  0.13849353 -0.48867378  0.17951561  0.39461378
 -0.37820957 -0.43745476 -0.3796607  -0.52539921]"
Ephelides,0.5840190997547533,1.2211519182998432,"[-0.04640133 -0.36852429 -0.47542739 -0.22949991  0.46342005 -0.45649959
 -0.22126158 -0.39520471  0.48577069 -0.46147423 -0.35962774 -0.38130742
  4.74058687 -0.35688734 -0.35326195 -0.41548883 -0.30797239 -0.11574134
 -0.40675639 -0.46461736 -0.34657874 -0.3575308  -0.34790506  1.43678895
 -0.33735077  0.37368622 -0.38577008  0.09083643]"
Lupus nephritis,0.5843585492812846,1.0197758362982998,"[-0.30938215 -0.411033   -0.56929615 -0.56249843  1.05037635 -0.55049372
 -0.39173063 -0.54745228 -0.47452347 -0.50209587 -0.52910893  0.26332957
 -0.15298031 -0.54017022 -0.44823215 -0.49765521  0.61093826 -0.11697461
 -0.50545391 -0.52189547  0.98948395 -0.48138579 -0.34933043  3.47632727
 -0.00798946 -0.49968356 -0.40426741  2.98317776]"
Biopsy endometrium,0.5845085214744383,1.7586292874624894,"[-2.82582741e-01 -1.35300111e-01 -2.53093202e-01 -3.05734511e-01
  2.04549603e-01 -3.23606981e-01 -2.93667140e-01 -1.77908521e-01
 -6.67318815e-02 -2.71048387e-01 -1.59565744e-03 -8.07234711e-02
 -2.14447176e-01 -1.55686028e-01 -9.70674494e-02 -9.24499118e-02
 -2.22212326e-01 -1.39626392e-01 -3.02922440e-01 -2.46815398e-01
 -3.03334431e-01 -3.22242309e-01 -2.91203536e-01 -2.43867184e-01
 -5.97080151e-02 -1.58400238e-01 -3.21409976e-01  5.15883581e+00]"
Blood cholesterol abnormal,0.5845620336057153,0.8937518082911425,"[-0.53880042 -0.36042945 -0.31921902 -0.43089686  0.0539792   0.90063881
 -0.44329118 -0.64631948 -0.57319223 -0.20016666 -0.62090533 -0.27724546
 -0.16254801  1.53997313 -0.37298337 -0.43876327 -0.25350029  0.05766823
  4.30111718  0.19231213  1.32907224 -0.38287542 -0.59504143 -0.55787277
 -0.56551082  0.45219891 -0.59532562 -0.49207273]"
Breakthrough COVID-19,0.5845890532035575,1.5726280320972756,"[-2.13907002e-01 -1.84747334e-01 -3.51466491e-01 -3.19642874e-01
 -9.33488451e-02 -3.52204971e-01 -3.42620383e-01 -2.82258308e-01
 -3.26965495e-01 -2.99516001e-01  1.75146115e-01 -2.49178358e-01
  1.30974071e-02 -3.06666810e-01 -2.81713685e-01 -4.24471110e-03
 -3.44392355e-02 -1.90181850e-01 -2.64364953e-01  1.47069237e-02
  1.55287427e-01 -2.05507998e-01 -1.96344392e-01 -1.57857291e-01
 -1.37105610e-01 -3.38337813e-01 -3.63599465e-01  5.13798200e+00]"
Anal inflammation,0.5846522078481267,0.9056791273049266,"[-0.40921635  0.26553811 -0.57438293 -0.63272509  0.81235676 -0.56913993
 -0.4569855  -0.56811605 -0.62830011 -0.36200899  3.50942173  0.10219267
  0.39494293  0.26078654  0.82308624  0.22772346 -0.43114004 -0.3729518
 -0.48871989 -0.54932187 -0.6405971  -0.21416731 -0.64554011  2.96717217
 -0.61901514  0.04968377 -0.6100394  -0.64053678]"
Face injury,0.5849806871794669,0.7509628993328896,"[-0.52717757 -0.53555206 -0.68221741 -0.54715448  0.47051721 -0.77897415
 -0.64087067 -0.47292392 -0.66504155  1.14911993 -0.2180863   1.44597605
 -0.06744365 -0.36247398 -0.66987125 -0.04358278 -0.48801728  0.20254212
 -0.54044379  3.22950493 -0.35576968 -0.70227439 -0.39822682 -0.37980724
  0.79130057  2.76358911 -0.6558333  -0.32080765]"
Cardiac stress test,0.5850422488488098,1.162049512394533,"[-0.45993904 -0.25962778 -0.41071528 -0.32172381 -0.30171623 -0.28643172
 -0.43815402 -0.45687243 -0.23895898 -0.41009718  1.10817711 -0.3776638
  4.20554195 -0.39624401  0.14027816 -0.44707608 -0.39570096 -0.50345725
 -0.43460085 -0.35868058  0.69418612 -0.10723451 -0.24876732 -0.36174795
 -0.28994893 -0.48844791 -0.45131013  2.2969334 ]"
Spondylolysis,0.5851809245322094,1.5439628751464016,"[-0.15118515 -0.18846769 -0.24193935 -0.28355197 -0.35563704 -0.33849514
 -0.27102311 -0.37076193 -0.26679741 -0.27208361 -0.07194642 -0.33216674
 -0.1597217  -0.13028365 -0.3337128  -0.30609475 -0.36994181  0.03134153
 -0.12423948 -0.30937993  0.72439364 -0.36157547 -0.29509989 -0.32157836
 -0.34679245  0.75305714 -0.30313789  4.99682146]"
Carbon dioxide increased,0.5852633235636162,0.7769050518866909,"[-5.41667857e-01 -5.31892304e-01 -4.99794716e-01 -6.23247502e-01
 -4.49106838e-01 -4.49085909e-01 -6.20140719e-01 -3.50547006e-01
  8.91239621e-02  1.64681814e-01 -3.12013382e-02  4.38182974e+00
 -2.75326918e-03 -6.44934276e-01 -4.96992840e-01  2.49488261e-01
 -4.43149708e-01  1.76826700e+00 -5.85106368e-01 -6.24080381e-01
  3.55923819e-01 -5.61329648e-01  5.41389465e-01 -2.71836493e-01
 -1.09356450e-01  8.60512253e-01 -5.43879253e-01 -3.11134412e-02]"
Dandy-Walker syndrome,0.5854268037685669,0.8799672474066158,"[-0.57857489 -0.46608447 -0.51081358 -0.52867428  3.00514315 -0.39818825
 -0.39259327 -0.61005344 -0.59129832 -0.20002542  0.17480079  2.21636124
 -0.39208228 -0.2380251  -0.29010108 -0.66294362 -0.3538978   0.30326489
 -0.6432579  -0.5272692  -0.46405797  2.52739685 -0.49398339 -0.57028198
 -0.66068724  0.62243736 -0.62779445  1.35128365]"
Activated partial thromboplastin time abnormal,0.5854520638096959,0.964908892709891,"[-0.49692626 -0.30962009 -0.36714015 -0.54696569 -0.12429484 -0.60350092
 -0.53276989 -0.34427479 -0.0670212  -0.49153201  2.90402049 -0.269405
  1.18475996 -0.5288854  -0.39781599 -0.50430685 -0.34603836  0.98261464
 -0.39291532 -0.49622655  3.54240836 -0.38413232 -0.56831729  0.42586896
 -0.48205416  0.29628327 -0.56789006 -0.51392256]"
Product tampering,0.5854985054122109,0.699674223396308,"[-0.49365576  0.54965345 -0.42382563 -0.53630032 -0.57843814 -0.61856351
  0.15892069 -0.73329345 -0.80305368 -0.60522054  2.11464442 -0.53326797
  0.86727409  0.19194102  2.23731973 -0.39824269 -0.32361649  0.04452607
 -0.57276461 -0.62259872 -0.55393572 -0.38063814 -0.58615355  0.60572984
 -0.53383731 -0.07383342 -0.73997546  3.34120579]"
Cardiac valve disease,0.5857329099521731,0.5780056323210679,"[-0.84999767  1.1358015  -0.94224783 -0.49717106  0.49758017  0.08107653
 -0.69719929 -0.34149577 -0.78823356  1.26554805 -0.57073859  0.03347697
 -0.54549726  1.32552534 -0.77711831 -0.67647478 -0.94636759 -0.66783155
 -0.91022451  0.64657986  0.8576532  -0.33835645 -0.75806398  0.39658288
 -0.60724007  1.94839504 -0.40882645  3.13486517]"
Blood uric acid increased,0.5858189381091236,0.5751510142300615,"[-0.6195244   1.23148929 -0.94280467 -0.90043713  0.01763639 -0.36952772
 -0.80142576 -0.84429957  0.42377435  1.88683391  0.08285905  2.09674926
  0.32225295 -0.84215211 -0.44236044 -0.33791327 -0.64165361  1.07192662
 -0.29041022  1.43694977  2.50182831 -0.61417653 -0.99890773 -0.62561085
 -0.87030715  0.41645424 -0.85829869 -0.4889443 ]"
Clostridium test,0.5858687770154086,1.2797599896803165,"[ 2.56473700e-03 -2.53660671e-01 -4.15828585e-01 -4.23361053e-01
  3.42609980e+00 -3.28128601e-01 -1.91945975e-01 -4.29215345e-01
 -4.35525354e-01 -4.33361334e-01 -6.12402622e-02  3.67742779e+00
 -1.10112755e-01 -4.05280951e-02 -1.51090623e-01 -4.31464576e-01
 -3.59363694e-01 -2.14352000e-01 -2.30109044e-01 -4.53117458e-01
 -4.38218925e-01 -2.83860254e-01 -4.45793540e-01  2.14011052e-01
 -3.31551702e-01 -4.39981025e-01 -3.63488882e-01 -5.48036163e-02]"
Factor XIII Inhibition,0.5859146984449294,1.3063415511071998,"[-0.40792803 -0.14709352 -0.37431936 -0.31005122 -0.0912489  -0.33107104
 -0.43992777 -0.41916324 -0.34076106  0.25664883  0.35364659  0.47526066
  0.39185011 -0.38360381 -0.39740937 -0.37433958 -0.18689429  0.43334792
 -0.31369759 -0.4262354  -0.44738985 -0.35863107 -0.30347664  4.97611909
 -0.32780372 -0.21768488 -0.33780285  0.04965998]"
Memory impairment,0.5859557673056578,0.46134655628242005,"[-1.10468857 -0.33272868  0.93438475 -0.67062508  0.23224901  0.99133556
  0.57550631 -1.16817855 -0.89272042  0.32223498 -0.23005127  1.45937694
 -0.92866908  0.27820102  0.65752993 -1.11703759 -0.90532657 -0.74558677
  0.40930282  0.3696746   0.02497731  3.44024012 -1.23232682  0.56132557
  0.04604385  0.16282712 -1.23405114  0.09678066]"
Superficial injury of eye,0.586060839940784,0.7219575647132358,"[-0.65371033 -0.01768997 -0.72819    -0.55557542 -0.28857228  0.97665959
 -0.79253486 -0.70782381 -0.14446322 -0.67121527  2.72457566  1.77689784
  2.44183683 -0.20589326 -0.7158811  -0.36055832 -0.66642217  0.27481971
 -0.65542909 -0.46688962 -0.35675479  1.76704134 -0.81176633 -0.23352993
 -0.5822288  -0.531373   -0.64888306  0.83355363]"
Product size issue,0.5861250705082188,0.620669013528741,"[-0.6693583   2.68046667 -0.34986186 -0.48373177 -0.29516334 -0.77184027
  0.32568022 -0.77901683  1.63865633 -0.77789406  0.04899958  0.39730449
 -0.82745031 -0.74057894 -0.77780307 -0.61727147 -0.72599169  0.54237128
 -0.60808048 -0.40348145  0.54342848 -0.60683663  0.0256066   1.80612606
 -0.74711856  2.44499764 -0.87493959  0.60278125]"
Brain stem infarction,0.5861530185001174,0.6448870239028557,"[-0.48600296  1.47999828 -0.80560771 -0.43749334 -0.20481009 -0.50367967
 -0.86289667 -0.6532649  -0.47622877  1.58780783  0.68919035  0.42405228
  3.46129871 -0.37835827 -0.75810454 -0.61556801 -0.53345207  1.26756238
 -0.59140646 -0.28922306 -0.3692483  -0.21495442 -0.53079629  0.30122861
 -0.47631431  1.55811325 -0.77575007 -0.80609179]"
Liver function test increased,0.5861939409608096,0.7005854042312673,"[ 1.72766772e-01 -1.61802176e-01 -6.70070312e-01 -5.58628404e-01
  6.36376960e-01 -7.31392005e-01 -5.62248891e-01 -7.22529830e-01
 -8.31219888e-01  3.74739128e+00  5.64649622e-01  9.82478529e-01
 -6.14942891e-01 -7.59279628e-01 -6.88111727e-01 -7.04948497e-01
 -7.71458465e-01  8.60880676e-01 -5.58198886e-01  2.35516726e-01
 -3.10831205e-02 -5.53224334e-01 -7.33774454e-01 -4.07286157e-01
  2.86172456e-04  7.53272978e-02  2.04977450e+00  7.34751137e-01]"
Lung transplant rejection,0.5863455948901074,0.7644502740490967,"[-0.55191934  2.10000186 -0.7196496  -0.55857631  0.5219961  -0.71639014
 -0.43343787 -0.53979703 -0.62826408 -0.6533582   0.59294669  1.09558819
  1.40477157 -0.6407899  -0.6818281  -0.75516539 -0.28934228  1.16423046
 -0.49867088 -0.37351844 -0.56852598 -0.69950737 -0.71525689  2.96392892
 -0.64221957 -0.41424349 -0.40922102  1.64621809]"
Periodontal disease,0.5866462190212289,0.8212528862041314,"[-0.34857533 -0.04935431  3.64655252 -0.65834333  0.50341462 -0.70184228
 -0.44666158 -0.70947573 -0.6748889  -0.58916874  0.27109996  1.01135084
  1.42147776 -0.68459197 -0.52699836 -0.68064855 -0.66496573 -0.32686113
 -0.47264815 -0.60719058 -0.49117136 -0.6879001  -0.45507555  0.86190689
 -0.15590001  1.79968644 -0.631756    1.04852867]"
