index_pt,pt
1135,Dislocation of vertebra
1136,Disseminated tuberculosis
1137,Diverticular perforation
1138,Diverticulitis
1139,Diverticulum
1140,Diverticulum intestinal haemorrhagic
1141,Diverticulum oesophageal
1142,Dizziness
1143,Dizziness postural
1144,Documented hypersensitivity to administered product
1145,Double stranded DNA antibody positive
1146,Drainage
1147,Dropped head syndrome
1148,Drug administered at inappropriate site
1149,Drug administered in wrong device
1150,Drug administered to patient of inappropriate age
1151,Drug administration error
1152,Drug clearance decreased
1153,Drug delivery device implantation
1154,Drug delivery system issue
1155,Drug delivery system malfunction
1156,Drug dependence
1157,Drug detoxification
1158,Drug dispensing error
1159,Drug diversion
1160,Drug dose omission
1161,Drug dose omission by device
1162,Drug effect decreased
1163,Drug effect delayed
1164,Drug effect faster than expected
1165,Drug effect incomplete
1166,Drug effect increased
1167,Drug effect prolonged
1168,Drug effect variable
1169,Drug effective for unapproved indication
1170,Drug eruption
1171,Drug exposure before pregnancy
1172,Drug ineffective
1173,Drug intolerance
1174,Drug level abnormal
1175,Drug level below therapeutic
1176,Drug level changed
1177,Drug level decreased
1178,Drug level fluctuating
1179,Drug monitoring procedure incorrectly performed
1180,Drug monitoring procedure not performed
1181,Drug prescribing error
1182,Drug screen negative
1183,Drug specific antibody
1184,Drug specific antibody present
1185,Drug therapeutic incompatibility
1186,Drug tolerance decreased
1187,Drug withdrawal convulsions
1188,Dry eye
1189,Dry gangrene
1190,Dry skin
1191,Dry throat
1192,Ductus arteriosus premature closure
1193,Duodenal neoplasm
1194,Duodenal obstruction
1195,Duodenal perforation
1196,Duodenal polyp
1197,Duodenal ulcer
1198,Duodenal ulcer haemorrhage
1199,Duodenitis haemorrhagic
1200,Duplicate therapy error
1201,Dysentery
1202,Dysfunctional uterine bleeding
1203,Dysgeusia
1204,Dyshidrotic eczema
1205,Dyslexia
1206,Dysmorphism
1207,Dyspareunia
1208,Dyspepsia
1209,Dysphagia
1210,Dysphonia
1211,Dysplasia
1212,Dyspnoea
1213,Dyspnoea at rest
1214,Dysstasia
1215,EGFR gene mutation
1216,Ear congestion
1217,Ear discomfort
1218,Ear haemorrhage
1219,Ear infection
1220,Ear infection bacterial
1221,Ear infection staphylococcal
1222,Ear neoplasm
1223,Ear operation
1224,Ear pain
1225,Ear pruritus
1226,Ear swelling
1227,Ear tube insertion
1228,Early satiety
1229,Eastern Cooperative Oncology Group performance status worsened
1230,Ecchymosis
1231,Echocardiogram abnormal
1232,Economic problem
1233,Ectopic pregnancy
1234,Ectopic pregnancy with contraceptive device
1235,Ectropion
1236,Eczema
1237,Eczema asteatotic
1238,Eczema eyelids
1239,Educational problem
1240,Elbow operation
1241,Electrocardiogram QRS complex abnormal
1242,Electrocardiogram ST segment abnormal
1243,Electrocardiogram ST-T change
1244,Electrocardiogram ST-T segment abnormal
1245,Electrolyte imbalance
1246,Embedded device
1247,Embolia cutis medicamentosa
1248,Embolism
1249,Emergency care
1250,Emergency care examination
1251,Emotional disorder
1252,Emotional distress
1253,Emphysema
1254,Empyema
1255,Encephalitis
1256,Encephalitis brain stem
1257,Encephalitis viral
1258,Encephalocele
1259,End stage renal disease
1260,Endarterectomy
1261,Endocarditis noninfective
1262,Endometrial adenocarcinoma
1263,Endometrial cancer
1264,Endometrial cancer metastatic
1265,Endometrial cancer stage I
1266,Endometrial disorder
1267,Endometrial hypertrophy
1268,Endometrial stromal sarcoma
1269,Endometrial thickening
1270,Endometritis
1271,Endophthalmitis
1272,Endoscopy
1273,Endoscopy upper gastrointestinal tract
1274,Endothelial dysfunction
1275,Endotracheal intubation
1276,Endotracheal intubation complication
1277,Energy increased
1278,Enlarged clitoris
1279,Enlarged uvula
1280,Enteral nutrition
1281,Enteritis infectious
1282,Enterobacter bacteraemia
1283,Enterobacter infection
1284,Enterobacter sepsis
1285,Enterobiasis
1286,Enterococcal bacteraemia
1287,Enterococcal infection
1288,Enterococcal sepsis
1289,Enterocolitis haemorrhagic
1290,Enterocolitis infectious
1291,Enterocolitis viral
1292,Enterocutaneous fistula
1293,Enterostomy
1294,Enterovesical fistula
1295,Enthesopathy
1296,Enzyme level decreased
1297,Enzyme level increased
1298,Eosinophil count abnormal
1299,Eosinophil percentage increased
1300,Eosinophilic colitis
1301,Eosinophilic fasciitis
1302,Eosinophilic granulomatosis with polyangiitis
1303,Eosinophilic oesophagitis
1304,Ephelides
1305,Epididymitis
1306,Epidural injection
1307,Epigastric discomfort
1308,Epiglottitis
1309,Epiphysiolysis
1310,Epiploic appendagitis
1311,Episcleritis
1312,Epistaxis
1313,Epstein-Barr viraemia
1314,Epstein-Barr virus antibody positive
1315,Epstein-Barr virus associated lymphoma
1316,Epstein-Barr virus associated lymphoproliferative disorder
1317,Epstein-Barr virus infection
1318,Erection increased
1319,Erosive duodenitis
1320,Erosive oesophagitis
1321,Eructation
1322,Erysipelas
1323,Erythema
1324,Erythema migrans
1325,Erythema multiforme
1326,Erythema nodosum
1327,Erythema of eyelid
1328,Erythropenia
1329,Escherichia bacteraemia
1330,Escherichia infection
1331,Escherichia pyelonephritis
1332,Escherichia sepsis
1333,Escherichia test positive
1334,Essential thrombocythaemia
1335,Euglycaemic diabetic ketoacidosis
1336,Eustachian tube disorder
1337,Euthanasia
1338,Evans syndrome
1339,Ewing's sarcoma
1340,Excessive skin
1341,Excoriation
1342,Exercise tolerance decreased
1343,Exophthalmos
1344,Exostosis
1345,Exostosis of jaw
1346,Expanded disability status scale
1347,Expanded disability status scale score increased
1348,Expired device used
1349,Expired product administered
1350,Exposure to SARS-CoV-2
1351,Exposure to allergen
1352,Exposure to chemical pollution
1353,Exposure to communicable disease
1354,Exposure to extreme temperature
1355,Exposure to toxic agent
1356,Exposure to unspecified agent
1357,Exposure via body fluid
1358,Exposure via direct contact
1359,Exposure via eye contact
1360,Exposure via father
1361,Exposure via ingestion
1362,Exposure via inhalation
1363,Exposure via partner
1364,Expulsion of medication
1365,Extra dose administered
1366,Extradural abscess
1367,Extranodal marginal zone B-cell lymphoma (MALT type)
1368,Extraocular muscle paresis
1369,Extrasystoles
1370,Extravasation
1371,Extravasation blood
1372,Extravascular haemolysis
1373,Eye allergy
1374,Eye burns
1375,Eye colour change
1376,Eye complication associated with device
1377,Eye discharge
1378,Eye disorder
1379,Eye haemorrhage
1380,Eye infection
1381,Eye inflammation
1382,Eye injury
1383,Eye irritation
1384,Eye movement disorder
1385,Eye oedema
1386,Eye opacity
1387,Eye pain
1388,Eye pruritus
1389,Eye swelling
1390,Eye symptom
1391,Eye ulcer
1392,Eyelash discolouration
1393,Eyelid bleeding
1394,Eyelid disorder
1395,Eyelid exfoliation
1396,Eyelid irritation
1397,Eyelid margin crusting
1398,Eyelid ptosis
1399,Eyelid rash
1400,Eyelid skin dryness
1401,Eyelid thickening
1402,Eyelids pruritus
1403,Face injury
1404,Facial asymmetry
1405,Facial discomfort
1406,Facial nerve disorder
1407,Facial neuralgia
1408,Facial pain
1409,Facial paresis
1410,Facial spasm
1411,Factor IX inhibition
1412,Factor V Leiden mutation
1413,Factor VIII inhibition
1414,Faecal calprotectin increased
1415,Faecal volume decreased
1416,Faecal volume increased
1417,Faeces discoloured
1418,Faeces hard
1419,Faeces pale
1420,Faeces soft
1421,Failure of child resistant mechanism for pharmaceutical product
1422,Failure to suspend medication
1423,Failure to thrive
1424,Fall
1425,False negative investigation result
1426,Familial mediterranean fever
1427,Family stress
1428,Fanconi syndrome
1429,Fasciitis
1430,Fat embolism
1431,Fat necrosis
1432,Fat redistribution
1433,Fatigue
1434,Fear of death
1435,Fear of injection
1436,Febrile bone marrow aplasia
1437,Febrile convulsion
1438,Febrile infection
1439,Febrile neutropenia
1440,Feeding tube user
1441,Feeling cold
1442,Feeling jittery
1443,Feeling of body temperature change
1444,Felty's syndrome
1445,Female genital operation
1446,Female genital tract fistula
1447,Female reproductive tract disorder
1448,Fibroadenoma of breast
1449,Fibroma
1450,Fibrosis
1451,Fibula fracture
1452,Fine motor skill dysfunction
1453,Finger amputation
1454,Finger deformity
1455,Fingerprint loss
1456,Fishbane reaction
1457,Fistula
1458,Fistula of small intestine
1459,Fistula repair
1460,Flank pain
1461,Flatulence
1462,Fluid overload
1463,Fluid retention
1464,Flushing
1465,Focal nodular hyperplasia
1466,Focal segmental glomerulosclerosis
1467,Foetal cardiac disorder
1468,Foetal distress syndrome
1469,Foetal exposure during delivery
1470,Foetal exposure timing unspecified
1471,Foetal growth abnormality
1472,Foetal heart rate deceleration abnormality
1473,Foetal heart rate decreased
1474,Foetal hypokinesia
1475,Foetal malformation
1476,Foetal malposition
1477,Follicular lymphoma
1478,Follicular thyroid cancer
1479,Folliculitis
1480,Food poisoning
1481,Foot amputation
1482,Foot deformity
1483,Foot fracture
1484,Forced expiratory volume decreased
1485,Foreign body
1486,Foreign body aspiration
1487,Foreign body in eye
1488,Foreign body in mouth
1489,Foreign body in reproductive tract
1490,Foreign body sensation in eyes
1491,Fournier's gangrene
1492,Fracture
1493,Fracture delayed union
1494,Fracture of penis
1495,Fracture pain
1496,Frequent bowel movements
1497,Frostbite
1498,Frustration
1499,Frustration tolerance decreased
1500,Full blood count abnormal
1501,Full blood count decreased
1502,Full blood count increased
1503,Fulminant type 1 diabetes mellitus
1504,Fundoscopy abnormal
1505,Fungaemia
1506,Fungal foot infection
1507,Fungal infection
1508,Fungal oesophagitis
1509,Fungal peritonitis
1510,Fungal test positive
1511,Furuncle
1512,Gait disturbance
1513,Gait inability
1514,Gallbladder cancer
1515,Gallbladder cancer metastatic
1516,Gallbladder cancer stage IV
1517,Gallbladder enlargement
1518,Gallbladder neoplasm
1519,Gallbladder operation
1520,Gallbladder pain
1521,Gallbladder polyp
1522,Gallbladder rupture
1523,Gangrene
1524,Gas gangrene
1525,Gastric antral vascular ectasia
1526,Gastric cancer
1527,Gastric cancer stage 0
1528,Gastric cancer stage II
1529,Gastric cancer stage III
1530,Gastric cancer stage IV
1531,Gastric dilatation
1532,Gastric disorder
1533,Gastric fistula
1534,Gastric haemorrhage
1535,Gastric infection
1536,Gastric mucosal lesion
1537,Gastric neoplasm
1538,Gastric operation
1539,Gastric perforation
1540,Gastric polyps
1541,Gastric ulcer
1542,Gastric ulcer haemorrhage
1543,Gastric ulcer perforation
1544,Gastric varices
1545,Gastric volvulus
1546,Gastritis bacterial
1547,Gastritis erosive
1548,Gastritis haemorrhagic
1549,Gastritis viral
1550,Gastroduodenal ulcer
1551,Gastroenteritis rotavirus
1552,Gastroenteritis salmonella
1553,Gastrointestinal anastomotic leak
1554,Gastrointestinal angiodysplasia
1555,Gastrointestinal bacterial infection
1556,Gastrointestinal disorder
1557,Gastrointestinal erosion
1558,Gastrointestinal fistula
1559,Gastrointestinal fungal infection
1560,Gastrointestinal haemorrhage
1561,Gastrointestinal inflammation
1562,Gastrointestinal injury
1563,Gastrointestinal lymphoma
1564,Gastrointestinal neoplasm
1565,Gastrointestinal obstruction
1566,Gastrointestinal oedema
1567,Gastrointestinal pain
1568,Gastrointestinal perforation
1569,Gastrointestinal polyp haemorrhage
1570,Gastrointestinal scarring
1571,Gastrointestinal sounds abnormal
1572,Gastrointestinal stenosis
1573,Gastrointestinal stromal tumour
1574,Gastrointestinal surgery
1575,Gastrointestinal toxicity
1576,Gastrointestinal tract adenoma
1577,Gastrointestinal tube insertion
1578,Gastrointestinal ulcer
1579,Gastrointestinal ulcer haemorrhage
1580,Gastrointestinal viral infection
1581,Gastrostomy
1582,General physical condition abnormal
1583,General physical condition decreased
1584,General physical health deterioration
1585,General symptom
1586,Genital abscess
1587,Genital blister
1588,Genital burning sensation
1589,Genital discomfort
1590,Genital erythema
1591,Genital haemorrhage
1592,Genital herpes
1593,Genital herpes simplex
1594,Genital infection
1595,Genital infection female
1596,Genital lesion
1597,Genital rash
1598,Genital swelling
1599,Genitourinary symptom
1600,Giant papillary conjunctivitis
1601,Gilbert's syndrome
1602,Gingival abscess
1603,Gingival bleeding
1604,Gingival blister
1605,Gingival discomfort
1606,Gingival disorder
1607,Gingival erosion
1608,Gingival hyperplasia
1609,Gingival operation
1610,Gingival pain
1611,Gingival recession
1612,Gingival swelling
1613,Gingival ulceration
1614,Glaucoma surgery
1615,Glioblastoma
1616,Glioblastoma multiforme
1617,Glioma
1618,Glomerular filtration rate abnormal
1619,Glomerular filtration rate increased
1620,Glomerulonephritis acute
1621,Glomerulonephritis membranoproliferative
1622,Glomerulonephritis minimal lesion
1623,Glomerulonephritis rapidly progressive
1624,Glomerulonephropathy
1625,Glomerulosclerosis
1626,Glucose urine present
1627,Gluten sensitivity
1628,Glycosylated haemoglobin
1629,Glycosylated haemoglobin abnormal
1630,Glycosylated haemoglobin decreased
1631,Glycosylated haemoglobin increased
1632,Gonorrhoea
1633,Goodpasture's syndrome
1634,Gout
1635,Gouty arthritis
1636,Gouty tophus
1637,Graft complication
1638,Graft infection
1639,Graft loss
1640,Graft versus host disease
1641,Graft versus host disease in gastrointestinal tract
1642,Graft versus host disease in liver
1643,Graft versus host disease in lung
1644,Graft versus host disease in skin
1645,Granulocyte count decreased
1646,Granulocytopenia
1647,Granulocytosis
1648,Granuloma
1649,Granuloma annulare
1650,Graves' disease
1651,Gravitational oedema
1652,Grip strength decreased
1653,Groin abscess
1654,Groin infection
1655,Groin pain
1656,Growing pains
1657,Growth of eyelashes
1658,Growth retardation
1659,Guillain-Barre syndrome
1660,Guttate psoriasis
1661,Gynaecomastia
1662,HER2 positive breast cancer
1663,HIV infection
1664,HIV test positive
1665,Haemangioma
1666,Haemangioma of skin
1667,Haemarthrosis
1668,Haematochezia
1669,Haematocrit abnormal
1670,Haematocrit decreased
1671,Haematocrit increased
1672,Haematological infection
1673,Haematological malignancy
1674,Haematoma evacuation
1675,Haematoma muscle
1676,Haematotoxicity
1677,Haematuria
1678,Haemochromatosis
1679,Haemodialysis
1680,Haemodynamic instability
1681,Haemoglobin abnormal
1682,Haemoglobin decreased
1683,Haemoglobin increased
1684,Haemoglobinaemia
1685,Haemoglobinuria
1686,Haemolysis
1687,Haemolytic uraemic syndrome
1688,Haemoperitoneum
1689,Haemophagocytic lymphohistiocytosis
1690,Haemophilia
1691,Haemophilus infection
1692,Haemoptysis
1693,Haemorrhage
1694,Haemorrhage in pregnancy
1695,Haemorrhage subcutaneous
1696,Haemorrhage urinary tract
1697,Haemorrhagic anaemia
1698,Haemorrhagic arteriovenous malformation
1699,Haemorrhagic ascites
1700,Haemorrhagic cerebral infarction
1701,Haemorrhagic disorder
1702,Haemorrhagic erosive gastritis
1703,Haemorrhagic ovarian cyst
1704,Haemorrhagic transformation stroke
1705,Haemorrhoidal haemorrhage
1706,Haemorrhoids
1707,Haemosiderin stain
1708,Haemothorax
1709,Hair colour changes
1710,Hair disorder
1711,Hair growth abnormal
1712,Hair growth rate abnormal
1713,Hair injury
1714,Hair texture abnormal
1715,Hairy cell leukaemia
1716,Hallucination
1717,Halo vision
1718,Hand fracture
1719,Hand-foot-and-mouth disease
1720,Head banging
1721,Head discomfort
1722,Head injury
1723,Headache
1724,Hearing impaired
1725,Heart injury
1726,Heart rate abnormal
1727,Heart rate increased
1728,Heart rate irregular
1729,Heart transplant
1730,Heart transplant rejection
1731,Heart valve incompetence
1732,Heat illness
1733,Heavy exposure to ultraviolet light
1734,Heavy menstrual bleeding
1735,Helicobacter gastritis
1736,Helicobacter infection
1737,Helminthic infection
1738,Helplessness
1739,Hemianaesthesia
1740,Hemihypoaesthesia
1741,Hemiparesis
1742,Hemiplegia
1743,Henoch-Schonlein purpura
1744,Heparin-induced thrombocytopenia
1745,Hepatectomy
1746,Hepatic adenoma
1747,Hepatic cancer
1748,Hepatic cancer metastatic
1749,Hepatic cancer recurrent
1750,Hepatic cancer stage III
1751,Hepatic cancer stage IV
1752,Hepatic cyst
1753,Hepatic encephalopathy
1754,Hepatic enzyme decreased
1755,Hepatic enzyme increased
1756,Hepatic function abnormal
1757,Hepatic infarction
1758,Hepatic infection
1759,Hepatic lesion
1760,Hepatic mass
1761,Hepatic neoplasm
1762,Hepatic pain
1763,Hepatic vascular thrombosis
1764,Hepatitis A
1765,Hepatitis B DNA increased
1766,Hepatitis B core antibody positive
1767,Hepatitis B reactivation
1768,Hepatitis C
1769,Hepatitis C RNA positive
1770,Hepatitis C virus test positive
1771,Hepatitis E
1772,Hepatitis toxic
1773,Hepatitis viral
1774,Hepatobiliary disease
1775,Hepatocellular carcinoma
1776,Hepatomegaly
1777,Hepatosplenic T-cell lymphoma
1778,Hepatotoxicity
1779,Hereditary angioedema
1780,Hernia
1781,Hernia pain
1782,Herpes ophthalmic
1783,Herpes simplex encephalitis
1784,Herpes virus infection
1785,Herpes zoster
1786,Herpes zoster cutaneous disseminated
1787,Herpes zoster disseminated
1788,Herpes zoster oticus
1789,Herpes zoster reactivation
1790,Hidradenitis
1791,High density lipoprotein decreased
1792,High density lipoprotein increased
1793,High risk pregnancy
1794,High-grade B-cell lymphoma
1795,Hilar lymphadenopathy
1796,Hip fracture
1797,Hip surgery
1798,Hirsutism
1799,Histiocytic necrotising lymphadenitis
1800,Histiocytosis
1801,Histiocytosis haematophagic
1802,Histology abnormal
1803,Histoplasmosis
1804,Hodgkin's disease
1805,Hodgkin's disease nodular sclerosis
1806,Hordeolum
1807,Hormone receptor positive breast cancer
1808,Horner's syndrome
1809,Hospice care
1810,Hospitalisation
1811,Hot flush
1812,Human metapneumovirus test positive
1813,Human papilloma virus test positive
1814,Human rhinovirus test positive
1815,Hydrocele
1816,Hydrocephalus
1817,Hydronephrosis
1818,Hydrothorax
1819,Hyperaesthesia teeth
1820,Hyperaldosteronism
1821,Hyperammonaemia
1822,Hyperbilirubinaemia
1823,Hypercalcaemia
1824,Hypercalcaemia of malignancy
1825,Hypercalciuria
1826,Hyperchloraemia
1827,Hyperchlorhydria
1828,Hypercoagulation
1829,Hypercreatininaemia
1830,Hypergammaglobulinaemia
1831,Hypergammaglobulinaemia benign monoclonal
1832,Hyperglycaemia
1833,Hyperinsulinaemic hypoglycaemia
1834,Hyperkalaemia
1835,Hyperkeratosis
1836,Hypermetabolism
1837,Hypermetropia
1838,Hyperparathyroidism
1839,Hyperplasia
1840,Hyperproteinaemia
1841,Hyperpyrexia
1842,Hypersensitivity
1843,Hypersomnia
1844,Hypertensive cardiomyopathy
1845,Hypertensive encephalopathy
1846,Hyperthermia malignant
1847,Hyperthyroidism
1848,Hypertransaminasaemia
1849,Hypertrichosis
1850,Hypertriglyceridaemia
1851,Hypertrophic cardiomyopathy
1852,Hypertrophy
1853,Hyperuricaemia
1854,Hyperventilation
1855,Hyperviscosity syndrome
1856,Hypervolaemia
1857,Hypoacusis
1858,Hypoaesthesia
1859,Hypoaesthesia oral
1860,Hypoalbuminaemia
1861,Hypoglycaemic encephalopathy
1862,Hypoglycaemic seizure
1863,Hypogonadism male
1864,Hypokinesia
1865,Hypomenorrhoea
1866,Hypoparathyroidism
1867,Hypopharyngeal cancer
1868,Hypophosphataemic osteomalacia
1869,Hypoproteinaemia
1870,Hypopyon
1871,Hyporeflexia
1872,Hypothalamic pituitary adrenal axis suppression
1873,Hypotony of eye
1874,Hypoxia
1875,IIIrd nerve paralysis
1876,Idiopathic generalised epilepsy
1877,Idiopathic interstitial pneumonia
1878,Idiopathic orbital inflammation
1879,Idiopathic pneumonia syndrome
1880,Idiopathic pulmonary fibrosis
1881,IgA nephropathy
1882,Ileal perforation
1883,Ileal stenosis
1884,Ileectomy
1885,Ileostomy
1886,Iliotibial band syndrome
1887,Ill-defined disorder
1888,Immune effector cell-associated neurotoxicity syndrome
1889,Immune thrombocytopenic purpura
1890,Immune-mediated adrenal insufficiency
1891,Immune-mediated adverse reaction
1892,Immune-mediated dermatitis
1893,Immune-mediated enterocolitis
1894,Immune-mediated gastritis
1895,Immune-mediated hepatic disorder
1896,Immune-mediated hepatitis
1897,Immune-mediated hypothyroidism
1898,Immune-mediated lung disease
1899,Immune-mediated myocarditis
1900,Immune-mediated myositis
1901,Immune-mediated necrotising myopathy
1902,Immune-mediated nephritis
1903,Immune-mediated pancreatitis
1904,Immunisation reaction
1905,Immunoglobulin therapy
1906,Immunoglobulins decreased
1907,Immunosuppressant drug level decreased
1908,Immunosuppressant drug level increased
1909,Immunosuppression
1910,Impaired driving ability
1911,Impaired healing
1912,Impaired self-care
1913,Impatience
1914,Impetigo
1915,Implant site bruising
1916,Implant site discharge
1917,Implant site erosion
1918,Implant site haematoma
1919,Implant site haemorrhage
1920,Implant site hypersensitivity
1921,Implant site hypoaesthesia
1922,Implant site infection
1923,Implant site irritation
1924,Implant site mass
1925,Implant site pain
1926,Implant site pruritus
1927,Implant site swelling
1928,Implant site urticaria
1929,Implantable defibrillator insertion
1930,Implantation complication
1931,Imprisonment
1932,In vitro fertilisation
1933,Inadequate analgesia
1934,Inadequate diet
1935,Inappropriate prescribing
1936,Inappropriate schedule of drug administration
1937,Inappropriate schedule of product administration
1938,Incarcerated hernia
1939,Incarcerated inguinal hernia
1940,Incision site discharge
1941,Incision site haemorrhage
1942,Incision site impaired healing
1943,Incision site swelling
1944,Incisional hernia
1945,Incontinence
1946,Incorrect disposal of product
1947,Incorrect dosage administered
1948,Incorrect dose administered
1949,Incorrect dose administered by device
1950,Incorrect dose administered by product
1951,Incorrect drug administration duration
1952,Incorrect drug administration rate
1953,Incorrect drug dosage form administered
1954,Incorrect product administration duration
1955,Incorrect product dosage form administered
1956,Incorrect product formulation administered
1957,Incorrect product storage
1958,Incorrect route of drug administration
1959,Increased insulin requirement
1960,Increased tendency to bruise
1961,Increased upper airway secretion
1962,Increased viscosity of bronchial secretion
1963,Increased viscosity of upper respiratory secretion
1964,Induration
1965,Infantile spasms
1966,Infantile spitting up
1967,Infarction
1968,Infected cyst
1969,Infected dermal cyst
1970,Infected fistula
1971,Infection
1972,Infection in an immunocompromised host
1973,Infection parasitic
1974,Infection reactivation
1975,Infection susceptibility increased
1976,Infective aneurysm
1977,Infective exacerbation of bronchiectasis
1978,Infective pulmonary exacerbation of cystic fibrosis
1979,Infective tenosynovitis
1980,Infertility
1981,Infertility female
1982,Infertility male
1983,Inflammation
1984,Inflammatory bowel disease
1985,Inflammatory marker increased
1986,Inflammatory pain
1987,Inflammatory pseudotumour
1988,Influenza
1989,Influenza like illness
1990,Infrequent bowel movements
1991,Infusion
1992,Infusion related hypersensitivity reaction
1993,Infusion related reaction
1994,Infusion site cellulitis
1995,Infusion site discolouration
1996,Infusion site discomfort
1997,Infusion site erythema
1998,Infusion site haematoma
1999,Infusion site infection
2000,Infusion site inflammation
2001,Infusion site irritation
2002,Infusion site necrosis
2003,Infusion site oedema
2004,Infusion site phlebitis
2005,Infusion site rash
2006,Infusion site reaction
2007,Infusion site thrombosis
2008,Ingrown hair
2009,Inguinal hernia
2010,Inguinal hernia repair
2011,Injection related reaction
2012,Injection site abscess
2013,Injection site atrophy
2014,Injection site bruising
2015,Injection site calcification
2016,Injection site cellulitis
2017,Injection site coldness
2018,Injection site cyst
2019,Injection site discharge
2020,Injection site discolouration
2021,Injection site discomfort
2022,Injection site dryness
2023,Injection site erosion
2024,Injection site erythema
2025,Injection site extravasation
2026,Injection site granuloma
2027,Injection site haematoma
2028,Injection site haemorrhage
2029,Injection site hypersensitivity
2030,Injection site hypertrophy
2031,Injection site hypoaesthesia
2032,Injection site indentation
2033,Injection site induration
2034,Injection site infection
2035,Injection site inflammation
2036,Injection site injury
2037,Injection site irritation
2038,Injection site laceration
2039,Injection site macule
2040,Injection site mass
2041,Injection site necrosis
2042,Injection site nodule
2043,Injection site pain
2044,Injection site papule
2045,Injection site pruritus
2046,Injection site rash
2047,Injection site reaction
2048,Injection site scab
2049,Injection site scar
2050,Injection site thrombosis
2051,Injection site ulcer
2052,Injection site vesicles
2053,Injection site warmth
2054,Injury
2055,Injury associated with device
2056,Injury corneal
2057,Insomnia
2058,Instillation site discomfort
2059,Instillation site dryness
2060,Instillation site erythema
2061,Instillation site foreign body sensation
2062,Instillation site irritation
2063,Instillation site lacrimation
2064,Instillation site pain
2065,Instillation site pruritus
2066,Instillation site reaction
2067,Instillation site swelling
2068,Insulin resistance
2069,Insulin-like growth factor abnormal
2070,Insulin-like growth factor decreased
2071,Insulin-like growth factor increased
2072,Insulinoma
2073,Insurance issue
2074,Intensive care
2075,Intentional device misuse
2076,Intentional device use issue
2077,Intentional dose omission
2078,Intentional medical device removal by patient
2079,Intentional underdose
2080,Intercepted drug dispensing error
2081,Intercepted medication error
2082,Intercepted product administration error
2083,Intercepted product dispensing error
2084,Intercepted product preparation error
2085,Intercepted product prescribing error
2086,Intercepted product selection error
2087,Intercepted product storage error
2088,Intercepted wrong patient selected
2089,Intermenstrual bleeding
2090,Intermittent claudication
2091,Internal haemorrhage
2092,International normalised ratio fluctuation
2093,International normalised ratio increased
2094,Interstitial granulomatous dermatitis
2095,Interstitial lung disease
2096,Intervertebral disc disorder
2097,Intervertebral disc injury
2098,Intervertebral disc operation
2099,Intestinal adenocarcinoma
2100,Intestinal anastomosis
2101,Intestinal fistula
2102,Intestinal haemorrhage
2103,Intestinal infarction
2104,Intestinal ischaemia
2105,Intestinal mass
2106,Intestinal metastasis
2107,Intestinal obstruction
2108,Intestinal perforation
2109,Intestinal polyp
2110,Intestinal prolapse
2111,Intestinal resection
2112,Intestinal strangulation
2113,Intestinal ulcer
2114,Intestinal villi atrophy
2115,Intra-abdominal fluid collection
2116,Intra-abdominal haemorrhage
2117,Intracardiac mass
2118,Intracardiac thrombus
2119,Intracranial aneurysm
2120,Intracranial mass
2121,Intracranial tumour haemorrhage
2122,Intracranial venous sinus thrombosis
2123,Intraductal proliferative breast lesion
2124,Intraocular lens implant
2125,Intraocular pressure decreased
2126,Intraocular pressure increased
2127,Intraocular pressure test abnormal
2128,Intraventricular haemorrhage
2129,Intraventricular haemorrhage neonatal
2130,Intussusception
2131,Invasive breast carcinoma
2132,Invasive ductal breast carcinoma
2133,Invasive lobular breast carcinoma
2134,Investigation
2135,Investigation abnormal
2136,Iritis
2137,Iron overload
2138,Irregular breathing
2139,Irregular sleep wake rhythm disorder
2140,Ischaemia
2141,Ischaemic cerebral infarction
2142,Ischaemic enteritis
2143,Ischaemic hepatitis
2144,Itching scar
2145,JC polyomavirus test positive
2146,JC virus infection
2147,Jarisch-Herxheimer reaction
2148,Jaw clicking
2149,Jaw disorder
2150,Jaw fracture
2151,Jaw operation
2152,Joint abscess
2153,Joint arthroplasty
2154,Joint contracture
2155,Joint destruction
2156,Joint effusion
2157,Joint fluid drainage
2158,Joint lock
2159,Joint noise
2160,Joint prosthesis user
2161,Joint range of motion decreased
2162,Joint surgery
2163,Joint swelling
2164,Juvenile idiopathic arthritis
2165,Juvenile melanoma benign
2166,Kaposi's sarcoma
2167,Kawasaki's disease
2168,Keloid scar
2169,Keratitis
2170,Keratoacanthoma
2171,Keratopathy
2172,Keratorhexis
2173,Keratosis pilaris
2174,Ketoacidosis
2175,Ketonuria
2176,Ketosis
2177,Kidney fibrosis
2178,Kidney infection
2179,Kidney transplant rejection
2180,Klebsiella bacteraemia
2181,Klebsiella infection
2182,Klebsiella sepsis
2183,Knee arthroplasty
2184,Knee deformity
2185,Knee operation
2186,Labelled drug-disease interaction medication error
2187,Labile blood pressure
2188,Laboratory test
2189,Laboratory test abnormal
2190,Laboratory test interference
2191,Labyrinthitis
2192,Laceration
2193,Lack of administration site rotation
2194,Lack of injection site rotation
2195,Lacrimal disorder
2196,Lacrimal structure injury
2197,Lactose intolerance
2198,Lacunar infarction
2199,Lacunar stroke
2200,Lagophthalmos
2201,Langerhans' cell histiocytosis
2202,Laparoscopic surgery
2203,Laparoscopy
2204,Large granular lymphocytosis
2205,Large intestinal haemorrhage
2206,Large intestinal stenosis
2207,Large intestinal ulcer
