pt,mean_mae_rf,std_mae_rf,z_mae_rf
Radiotherapy,0.10049754283102828,0.1420353300196164,"[-3.28416850e-01 -3.93767292e-02 -1.29480773e-01 -2.11787930e-01
  5.27553327e-02 -5.83168991e-01 -2.27417283e-01 -1.08053167e-01
 -2.19347846e-01 -2.35841857e-01  4.41344998e+00 -5.96204891e-01
  1.59055933e-01 -5.12964619e-01 -5.74897133e-01 -5.56087683e-01
 -2.10896517e-01 -1.69783495e-01  4.12755424e-03 -8.19323065e-02
 -2.02421453e-01 -1.22299470e-01 -2.47876507e-01 -4.18741860e-01
 -3.78929813e-01  2.36685303e+00 -6.26801045e-01 -2.13513619e-01]"
Oligohydramnios,0.1006184688681923,0.14358490936446094,"[-0.15343164  0.02700345 -0.49230359 -0.14967137 -0.13261059 -0.47388706
 -0.31580208 -0.42789837 -0.35542039 -0.32521633 -0.11755411 -0.52237173
  1.81835861 -0.54085165 -0.34842539 -0.24862337 -0.25785953  0.06052612
 -0.16822522 -0.32043039 -0.57252215 -0.16346228 -0.53949866  4.40232701
 -0.44693039 -0.20462415 -0.50180003  1.47120529]"
Device power source issue,0.10075182230345824,0.14366895020592016,"[ 1.45088588e-02  1.28560090e+00 -1.91239510e-01 -1.37420708e-01
 -4.10896421e-01 -4.42929370e-01 -3.71148738e-01 -2.81732828e-01
 -2.35696534e-01 -2.43084773e-03 -1.16890892e-01  4.92167278e+00
 -1.96614541e-01 -4.33638924e-01 -2.36141609e-01 -1.76464886e-01
  2.04265616e-02 -2.80149340e-01 -2.96567424e-01 -3.92947176e-01
 -2.40656648e-01 -2.53473106e-01 -3.47271062e-01 -6.45815936e-01
 -3.33924135e-02 -3.44540672e-02 -2.81380974e-01 -2.02855141e-01]"
Cerebral aspergillosis,0.10083433476513834,0.14982541694942103,"[-0.08326259  0.18437865 -0.40163513  0.01193642 -0.08293474 -0.56921804
 -0.47710071 -0.15101593 -0.28857755 -0.03262636 -0.45234657 -0.5202046
  0.31020109 -0.384767   -0.30766701 -0.20029126  0.21631469 -0.52303006
 -0.40369621 -0.1131043  -0.38012349 -0.20437349 -0.6203371   1.91703323
 -0.08271606  4.59078508 -0.45954258 -0.49207838]"
Xerosis,0.10097021582872297,0.22276665609095345,"[-0.17562189 -0.23489199 -0.32847636 -0.25984782 -0.03947892 -0.19121928
 -0.29215671 -0.20993616  0.11716349  0.01355223 -0.09206442 -0.30040105
 -0.1511117  -0.32847636 -0.10654771 -0.12437331 -0.16715473 -0.25093502
 -0.1421989  -0.06955961 -0.26608678 -0.22553355 -0.25360886 -0.09585236
 -0.2114959  -0.39086594 -0.38462698  5.16180659]"
Chondrolysis,0.10097427602067974,0.23625835988203672,"[-3.19251274e-01  1.07562576e-01 -2.64520232e-01 -3.53237485e-01
 -2.35830573e-01 -2.66727129e-01 -3.06892652e-01 -2.14202984e-01
 -2.37375401e-01 -4.27389219e-01  5.13399083e+00 -3.51251278e-01
 -1.51747803e-01 -2.60547818e-01 -2.54368507e-01 -1.15334006e-01
 -3.01596099e-01  4.51073952e-02 -8.75271052e-02  1.93190174e-01
  8.72591249e-02 -1.01674890e-03 -1.85513325e-01 -1.30340904e-01
 -3.10865066e-01 -3.53237485e-01 -3.22340930e-01 -1.15996075e-01]"
Scleral discolouration,0.10097427602067974,0.23625835988203672,"[-3.19251274e-01  1.07562576e-01 -2.64520232e-01 -3.53237485e-01
 -2.35830573e-01 -2.66727129e-01 -3.06892652e-01 -2.14202984e-01
 -2.37375401e-01 -4.27389219e-01  5.13399083e+00 -3.51251278e-01
 -1.51747803e-01 -2.60547818e-01 -2.54368507e-01 -1.15334006e-01
 -3.01596099e-01  4.51073952e-02 -8.75271052e-02  1.93190174e-01
  8.72591249e-02 -1.01674890e-03 -1.85513325e-01 -1.30340904e-01
 -3.10865066e-01 -3.53237485e-01 -3.22340930e-01 -1.15996075e-01]"
Meningococcal sepsis,0.10140378384675923,0.25012269233447015,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
Implant site irritation,0.10140378384675923,0.25012269233447015,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
Hypoproteinaemia,0.10148048525859162,0.2334873294306712,"[-0.28250919 -0.39737556 -0.09668289 -0.28561368 -0.11752737 -0.03082322
 -0.30091442 -0.12174061 -0.27585669 -0.02483597 -0.41134579  5.15346428
 -0.32597214 -0.31931965 -0.03547996  0.08382141 -0.20755777 -0.15056808
 -0.06053768 -0.43462952 -0.10067439 -0.1827218  -0.01640948 -0.20755777
 -0.1831653  -0.21421026 -0.18626979 -0.2669867 ]"
Small intestine carcinoma,0.10197084102261969,0.15320646909827115,"[-0.28315894 -0.2223499  -0.29352216 -0.31970668 -0.1957765  -0.2694249
 -0.33488479 -0.34396696 -0.45201562 -0.29531606  1.02239092  4.96976933
 -0.10962627 -0.48690733 -0.09304127 -0.15183747 -0.27677304  0.05910581
 -0.12060556 -0.44671883 -0.07237542 -0.21968997 -0.25684077 -0.08722843
 -0.12504121 -0.39876713 -0.55024487  0.35455401]"
Skin irritation,0.10199791202978321,0.0911551907622021,"[ 0.56572176 -0.80374965  0.09941167 -0.08332143  0.39186598 -0.29221884
 -0.17170639 -0.17393967  0.32033335  4.21500376 -0.44664587  1.98278409
 -0.54206686 -0.6342174  -0.41585715 -0.54688247  0.28045277 -0.18796958
 -0.17917748 -0.60349069 -0.3653906  -0.61988752 -0.28336452  0.79828035
 -0.2797753  -0.98784259 -0.19120169 -0.84514801]"
Cardiac valve vegetation,0.10211760464495846,0.2252980953647143,"[-0.17562189 -0.23489199 -0.32847636 -0.25984782 -0.03947892 -0.19121928
 -0.29215671 -0.20993616  0.11716349  0.01355223 -0.09206442 -0.30040105
 -0.1511117  -0.32847636 -0.10654771 -0.12437331 -0.16715473 -0.25093502
 -0.1421989  -0.06955961 -0.26608678 -0.22553355 -0.25360886 -0.09585236
 -0.2114959  -0.39086594 -0.38462698  5.16180659]"
Uterine cancer,0.10226145649592498,0.06938243285692736,"[ 0.20004616  1.63817244 -0.73954688  0.05540563  0.94179227  4.09746418
  0.00990441 -0.32507809  0.46218102 -0.37711837 -0.69810686 -0.64542899
 -1.28661348 -0.29799782 -0.19088417 -0.38110518  0.16360457 -0.20883304
  0.02574228 -0.59276843 -0.32886982  0.27604953  0.09179997  0.65651788
 -0.56862917 -1.36694022 -0.71416033  0.10340054]"
Premature separation of placenta,0.10259565542626846,0.2360531242595797,"[-0.28250919 -0.39737556 -0.09668289 -0.28561368 -0.11752737 -0.03082322
 -0.30091442 -0.12174061 -0.27585669 -0.02483597 -0.41134579  5.15346428
 -0.32597214 -0.31931965 -0.03547996  0.08382141 -0.20755777 -0.15056808
 -0.06053768 -0.43462952 -0.10067439 -0.1827218  -0.01640948 -0.20755777
 -0.1831653  -0.21421026 -0.18626979 -0.2669867 ]"
Angioimmunoblastic T-cell lymphoma,0.1028063596230094,0.1527869550022587,"[-0.47882299 -0.31691376 -0.12780496 -0.35899697  0.30937661 -0.40503304
 -0.52057694 -0.2562344  -0.54492022  0.13283107 -0.04132202 -0.51047879
  0.1183165  -0.33628403 -0.45738196 -0.29460472 -0.18844362 -0.24520685
 -0.22685801 -0.21294375 -0.38698173 -0.32238201 -0.30819046 -0.36505051
 -0.11419915  3.98484243 -0.53787875  3.01214303]"
Nasopharyngeal cancer,0.10291969575709303,0.15608952895754968,"[-0.20758987 -0.47457135 -0.32834944 -0.44488628 -0.20509393 -0.31992467
 -0.1054314  -0.27799596 -0.28089694 -0.07306683 -0.33629464  2.58225344
 -0.11809103 -0.25071306 -0.10945302 -0.04759667  0.11861562  4.33194003
 -0.09700985 -0.46420552 -0.24362227 -0.60056919 -0.10365774 -0.4243146
 -0.4685537  -0.49627061 -0.3054442  -0.24920631]"
Brain mass,0.10318279759845675,0.2545108097438468,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
Product closure removal difficult,0.10328565716446413,0.13639218142612802,"[-0.17974749 -0.0887063  -0.57383855 -0.45382642 -0.0674885  -0.37702284
 -0.22391432 -0.59188128 -0.37738524 -0.43916849  2.29922221 -0.44915288
  0.15188212 -0.48755529 -0.44977921 -0.4278522  -0.38315231  0.014823
 -0.10900104 -0.19475612 -0.39590641 -0.09105859 -0.56405272  2.31056722
 -0.32692818 -0.56546381 -0.64023462  3.68137825]"
Diabetic retinopathy,0.10329276606759716,0.20818814224543222,"[-0.36791737  5.03298637 -0.34107028 -0.17276804 -0.27286202 -0.32654421
 -0.28928697 -0.2895192   0.01763691 -0.36984397 -0.4722599  -0.39753871
  0.013136   -0.38978393 -0.30712294 -0.07428784 -0.23095724 -0.23269545
 -0.06259969  0.0848621   0.8214113  -0.14862824 -0.25516796 -0.40804583
  0.03257552 -0.19185396 -0.42804459  0.02619013]"
Packed red blood cell transfusion,0.10332290265282286,0.17598710003973897,"[-0.14712091 -0.24577306 -0.11077539 -0.24983654  0.02422229 -0.47874564
 -0.28776231 -0.12717979 -0.39943262  0.09375287 -0.20288082 -0.51125344
  0.27028829 -0.28460183 -0.23584012 -0.30130722  0.01248336 -0.34103898
  0.02557678 -0.03989032 -0.27737787 -0.19836585 -0.38302822  0.05718159
  0.04544266  5.1017603  -0.37851325 -0.42998394]"
Postoperative ileus,0.1033871944521839,0.2877538784812921,"[-0.32249943  5.1593495  -0.20818474 -0.09627899 -0.10481974 -0.29797214
 -0.25942926 -0.29797214 -0.29184032 -0.29797214 -0.18409544 -0.35929036
  0.0730031  -0.35929036 -0.26271416  0.04781883 -0.23665392 -0.2029289
 -0.21344059 -0.0892712  -0.30235201 -0.16438602 -0.20424286  0.02000663
 -0.04656743 -0.02817197 -0.26118121 -0.20862273]"
Still's disease,0.1033871944521839,0.2877538784812921,"[-0.32249943  5.1593495  -0.20818474 -0.09627899 -0.10481974 -0.29797214
 -0.25942926 -0.29797214 -0.29184032 -0.29797214 -0.18409544 -0.35929036
  0.0730031  -0.35929036 -0.26271416  0.04781883 -0.23665392 -0.2029289
 -0.21344059 -0.0892712  -0.30235201 -0.16438602 -0.20424286  0.02000663
 -0.04656743 -0.02817197 -0.26118121 -0.20862273]"
Speech disorder developmental,0.10388843015903289,0.22920499875254166,"[-0.17562189 -0.23489199 -0.32847636 -0.25984782 -0.03947892 -0.19121928
 -0.29215671 -0.20993616  0.11716349  0.01355223 -0.09206442 -0.30040105
 -0.1511117  -0.32847636 -0.10654771 -0.12437331 -0.16715473 -0.25093502
 -0.1421989  -0.06955961 -0.26608678 -0.22553355 -0.25360886 -0.09585236
 -0.2114959  -0.39086594 -0.38462698  5.16180659]"
Cytomegalovirus chorioretinitis,0.10405396653401495,0.1294177311899651,"[-0.37672959  4.24093712 -0.26566708 -0.26898441 -0.11336712 -0.4815551
 -0.403762   -0.54995693 -0.53669282 -0.38234055 -0.00860343  2.27401097
  0.82692607 -0.62397088 -0.27938774 -0.20246587 -0.19012588  0.02322339
 -0.06768911 -0.73280823 -0.63456613 -0.16879946 -0.45317674  0.72637131
 -0.23973923 -0.2944997  -0.37899753 -0.43758336]"
Testicular atrophy,0.10449243265995749,0.23053758595459134,"[-0.17562189 -0.23489199 -0.32847636 -0.25984782 -0.03947892 -0.19121928
 -0.29215671 -0.20993616  0.11716349  0.01355223 -0.09206442 -0.30040105
 -0.1511117  -0.32847636 -0.10654771 -0.12437331 -0.16715473 -0.25093502
 -0.1421989  -0.06955961 -0.26608678 -0.22553355 -0.25360886 -0.09585236
 -0.2114959  -0.39086594 -0.38462698  5.16180659]"
Blood brain barrier defect,0.10451723307403692,0.24454812689544153,"[-3.19251274e-01  1.07562576e-01 -2.64520232e-01 -3.53237485e-01
 -2.35830573e-01 -2.66727129e-01 -3.06892652e-01 -2.14202984e-01
 -2.37375401e-01 -4.27389219e-01  5.13399083e+00 -3.51251278e-01
 -1.51747803e-01 -2.60547818e-01 -2.54368507e-01 -1.15334006e-01
 -3.01596099e-01  4.51073952e-02 -8.75271052e-02  1.93190174e-01
  8.72591249e-02 -1.01674890e-03 -1.85513325e-01 -1.30340904e-01
 -3.10865066e-01 -3.53237485e-01 -3.22340930e-01 -1.15996075e-01]"
Fistula repair,0.10451723307403692,0.24454812689544153,"[-3.19251274e-01  1.07562576e-01 -2.64520232e-01 -3.53237485e-01
 -2.35830573e-01 -2.66727129e-01 -3.06892652e-01 -2.14202984e-01
 -2.37375401e-01 -4.27389219e-01  5.13399083e+00 -3.51251278e-01
 -1.51747803e-01 -2.60547818e-01 -2.54368507e-01 -1.15334006e-01
 -3.01596099e-01  4.51073952e-02 -8.75271052e-02  1.93190174e-01
  8.72591249e-02 -1.01674890e-03 -1.85513325e-01 -1.30340904e-01
 -3.10865066e-01 -3.53237485e-01 -3.22340930e-01 -1.15996075e-01]"
Creatinine renal clearance abnormal,0.10456893975643979,0.15537450646606626,"[-0.08326259  0.18437865 -0.40163513  0.01193642 -0.08293474 -0.56921804
 -0.47710071 -0.15101593 -0.28857755 -0.03262636 -0.45234657 -0.5202046
  0.31020109 -0.384767   -0.30766701 -0.20029126  0.21631469 -0.52303006
 -0.40369621 -0.1131043  -0.38012349 -0.20437349 -0.6203371   1.91703323
 -0.08271606  4.59078508 -0.45954258 -0.49207838]"
Parkinsonism hyperpyrexia syndrome,0.10502534755557204,0.25905564563212974,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
Cerebrovascular insufficiency,0.10502534755557204,0.25905564563212974,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
Incorrect product formulation administered,0.10525949829992162,0.1523216000776829,"[-0.31965758  1.41049359 -0.34868122 -0.19769247 -0.08356156 -0.43546398
 -0.36916439 -0.49691221 -0.36044343 -0.37448126  2.00820094 -0.580559
  4.30111151 -0.58771183 -0.43976686 -0.33385496 -0.3023878   0.14962524
 -0.16235064 -0.2465159  -0.53166121 -0.05171841 -0.53027241  0.25792999
 -0.17688106 -0.2578322  -0.51774268 -0.42204821]"
Enterocolitis haemorrhagic,0.10565765953089183,0.1168942434858638,"[-0.24097722  0.93953155 -0.22895966 -0.29574204  1.93593916 -0.64797982
 -0.29575657 -0.41314519 -0.34354739  0.1543417  -0.11713082  0.62631942
  0.0577455  -0.48338272 -0.49313719 -0.39433416  0.05827289  4.32112758
 -0.4562492  -0.50992857 -0.32950353 -0.47672235 -0.15303244 -0.30694557
 -0.64097603 -0.72517692 -0.83149459  0.29084416]"
Hyperamylasaemia,0.10575993576889227,0.2163113414265154,"[-0.37219572 -0.34884994 -0.41421812 -0.28970731 -0.2781456  -0.44223305
 -0.18120504  0.17943161 -0.02134206 -0.37686488  0.16208903 -0.31460947
 -0.3092733   0.03935695 -0.07181341 -0.10605388 -0.05676835  0.03046333
 -0.04780061 -0.1941008   5.11406157  0.03313141 -0.21900296 -0.34707122
 -0.12784327 -0.24568385 -0.45157136 -0.34217972]"
Small cell carcinoma,0.10576391156602723,0.29436891017051714,"[-0.32249943  5.1593495  -0.20818474 -0.09627899 -0.10481974 -0.29797214
 -0.25942926 -0.29797214 -0.29184032 -0.29797214 -0.18409544 -0.35929036
  0.0730031  -0.35929036 -0.26271416  0.04781883 -0.23665392 -0.2029289
 -0.21344059 -0.0892712  -0.30235201 -0.16438602 -0.20424286  0.02000663
 -0.04656743 -0.02817197 -0.26118121 -0.20862273]"
Vascular stent stenosis,0.10576391156602723,0.29436891017051714,"[-0.32249943  5.1593495  -0.20818474 -0.09627899 -0.10481974 -0.29797214
 -0.25942926 -0.29797214 -0.29184032 -0.29797214 -0.18409544 -0.35929036
  0.0730031  -0.35929036 -0.26271416  0.04781883 -0.23665392 -0.2029289
 -0.21344059 -0.0892712  -0.30235201 -0.16438602 -0.20424286  0.02000663
 -0.04656743 -0.02817197 -0.26118121 -0.20862273]"
Traumatic fracture,0.10638361223607326,0.24891505773286005,"[-3.19251274e-01  1.07562576e-01 -2.64520232e-01 -3.53237485e-01
 -2.35830573e-01 -2.66727129e-01 -3.06892652e-01 -2.14202984e-01
 -2.37375401e-01 -4.27389219e-01  5.13399083e+00 -3.51251278e-01
 -1.51747803e-01 -2.60547818e-01 -2.54368507e-01 -1.15334006e-01
 -3.01596099e-01  4.51073952e-02 -8.75271052e-02  1.93190174e-01
  8.72591249e-02 -1.01674890e-03 -1.85513325e-01 -1.30340904e-01
 -3.10865066e-01 -3.53237485e-01 -3.22340930e-01 -1.15996075e-01]"
Neuromuscular block prolonged,0.10657373632381695,0.25589589206753227,"[-0.03804534  0.00892578 -0.20377362 -0.11160388 -0.17762932 -0.30480584
 -0.1678806  -0.16167687 -0.10894514 -0.21751046 -0.10894514 -0.41647303
  5.16688627 -0.3544357  -0.24897225 -0.14483816 -0.2126361  -0.10495703
 -0.14217942 -0.28619464 -0.3172133  -0.12268198 -0.37925063 -0.02209288
 -0.28885338 -0.07482461 -0.19092303 -0.26846969]"
Graft loss,0.10704140458429705,0.18836875025298527,"[-0.16499914  1.71042256 -0.28917846  0.01933553 -0.3415899  -0.38554519
 -0.36394897 -0.30557044 -0.26129697 -0.36059042 -0.16491298 -0.4525325
  4.71344804 -0.4533626  -0.41574253 -0.07268859 -0.40077193  0.05014716
 -0.08393586 -0.32613253 -0.51717572  0.08816413 -0.52279844  0.44199858
 -0.32497119 -0.02287351 -0.3792213  -0.41367684]"
Skin hypertrophy,0.1073710355264778,0.1747441660824023,"[-0.20201069 -0.36018352 -0.37358286 -0.25328505 -0.25973926 -0.26478602
 -0.44950631 -0.19709515 -0.37405185 -0.27261317 -0.45241282  4.38090296
 -0.18027236 -0.43127428 -0.27232002 -0.0908347  -0.21677566 -0.17210658
  0.04619798 -0.46430911 -0.28013143 -0.28155083 -0.19095495  2.55387141
 -0.05849969 -0.10660534 -0.32318527 -0.45288543]"
Blastomycosis,0.10739384750598995,0.13519606753378732,"[-0.48821322 -0.4918869  -0.32663009 -0.51903413  2.93460705 -0.46487354
 -0.05755228 -0.09205341 -0.4289114  -0.19693175  1.86901264  3.50512876
 -0.33144016 -0.46063847 -0.40155072 -0.31842148 -0.15243735  0.07974243
 -0.65954681 -0.57330656 -0.22242262 -0.37431868 -0.27813036 -0.33739174
 -0.50761487 -0.33050637 -0.41765118  0.04297321]"
Ligament disorder,0.1076838794105234,0.258561474276569,"[-0.03804534  0.00892578 -0.20377362 -0.11160388 -0.17762932 -0.30480584
 -0.1678806  -0.16167687 -0.10894514 -0.21751046 -0.10894514 -0.41647303
  5.16688627 -0.3544357  -0.24897225 -0.14483816 -0.2126361  -0.10495703
 -0.14217942 -0.28619464 -0.3172133  -0.12268198 -0.37925063 -0.02209288
 -0.28885338 -0.07482461 -0.19092303 -0.26846969]"
Sarcoma,0.10768709435710289,0.0944802181706181,"[-0.65040178  2.66584675 -0.60249675 -0.0929451  -0.11472905 -0.80600328
 -0.61935326 -0.41563284 -0.4439403  -0.25236516  0.69969502 -0.94718357
  0.30573546 -0.62606326 -0.60920155 -0.27361904 -0.3034816  -0.55847844
 -0.47903336 -0.07816587 -0.46123749 -0.05154015 -0.48064687  1.07463731
 -0.06906816  3.00580521 -0.87763587  2.06150302]"
Muscle abscess,0.10771446232642802,0.18363678351466586,"[-0.35950911 -0.17161994 -0.42562884 -0.4065815   4.28310377 -0.55883003
  0.02051444 -0.01945994 -0.36777177 -0.19364742  2.66493229 -0.46668418
 -0.16512931 -0.20762454 -0.47583433 -0.38213928 -0.22065267  0.1454442
 -0.49196415 -0.26286506 -0.16230952 -0.2821317  -0.29651776 -0.23476071
 -0.4093929  -0.19620135 -0.2087807  -0.147958  ]"
Chronic myeloid leukaemia recurrent,0.10772955877069122,0.17204937128662942,"[-0.08837607  2.41994074 -0.38284861 -0.44900495  4.24651023 -0.59118932
 -0.33996203 -0.47575886 -0.38185466  0.07277345 -0.26721002 -0.37444828
 -0.1080165  -0.12089853 -0.40603302 -0.45469955 -0.25549764 -0.0310641
 -0.56900129 -0.42798959 -0.37908904 -0.40803203 -0.1804532   1.014445
 -0.29780508 -0.03819241 -0.40839253 -0.31785213]"
Device ineffective,0.10779345003385231,0.1140993548537614,"[-0.04972151  0.90892896 -0.06077506 -0.36622347  2.80469446 -0.64847645
 -0.32376674 -0.59115355 -0.44654983 -0.16808324 -0.19815193  1.015563
  3.72566742 -0.39693111 -0.58975825 -0.74075522 -0.19476449  0.24549115
 -0.58908159 -0.67753255 -0.49960031 -0.30153285 -0.36544144 -0.07856537
 -0.41716358 -0.00847626 -0.5743743  -0.4134659 ]"
Vascular occlusion,0.10780887642398307,0.13467677849118265,"[-0.12498612  0.22602481  0.02350622 -0.58799761  1.59246511 -0.77283813
 -0.18097909 -0.41277931 -0.31425142 -0.14913012  0.60574432 -0.41959864
  2.53519279 -0.25994314 -0.62484974 -0.61934555 -0.04917431  3.77425272
 -0.38148374 -0.49084144 -0.63581664 -0.47201097 -0.38073892 -0.0477261
 -0.59983302 -0.50552419 -0.48580207 -0.24153569]"
Keratopathy,0.10817859467980732,0.18354243585076394,"[-0.4152103   3.92591003 -0.24294838 -0.39675991 -0.12325533 -0.53735624
 -0.23143468 -0.29314099 -0.28531888 -0.32166997 -0.15819886 -0.29235832
  0.12646852 -0.1443564  -0.30570442 -0.33687066 -0.17610749  3.17431637
 -0.15865854 -0.38643009 -0.44021253 -0.38313217 -0.03982189 -0.04931705
 -0.35267456 -0.48127355 -0.39174182 -0.28274189]"
Allergic respiratory disease,0.10826926757537762,0.23887026978427536,"[-0.17562189 -0.23489199 -0.32847636 -0.25984782 -0.03947892 -0.19121928
 -0.29215671 -0.20993616  0.11716349  0.01355223 -0.09206442 -0.30040105
 -0.1511117  -0.32847636 -0.10654771 -0.12437331 -0.16715473 -0.25093502
 -0.1421989  -0.06955961 -0.26608678 -0.22553355 -0.25360886 -0.09585236
 -0.2114959  -0.39086594 -0.38462698  5.16180659]"
Arm amputation,0.10831785973127463,0.2534407860552758,"[-3.19251274e-01  1.07562576e-01 -2.64520232e-01 -3.53237485e-01
 -2.35830573e-01 -2.66727129e-01 -3.06892652e-01 -2.14202984e-01
 -2.37375401e-01 -4.27389219e-01  5.13399083e+00 -3.51251278e-01
 -1.51747803e-01 -2.60547818e-01 -2.54368507e-01 -1.15334006e-01
 -3.01596099e-01  4.51073952e-02 -8.75271052e-02  1.93190174e-01
  8.72591249e-02 -1.01674890e-03 -1.85513325e-01 -1.30340904e-01
 -3.10865066e-01 -3.53237485e-01 -3.22340930e-01 -1.15996075e-01]"
Gastric antral vascular ectasia,0.10845381416676585,0.2324248869049346,"[-0.21428845 -0.20761305 -0.23609478 -0.38873904 -0.09902646 -0.46661877
  0.073199   -0.14041397  0.01935073 -0.13752129 -0.07811019 -0.15643494
 -0.12528305  0.06363092 -0.06275676 -0.4292365  -0.14174905  5.14072156
 -0.10748197 -0.3024038  -0.07276986 -0.4292365  -0.13418359 -0.21562353
 -0.31174937 -0.46661877 -0.23698483 -0.1359637 ]"
Complications of transplanted liver,0.10856051911384221,0.24977714311188084,"[-0.28250919 -0.39737556 -0.09668289 -0.28561368 -0.11752737 -0.03082322
 -0.30091442 -0.12174061 -0.27585669 -0.02483597 -0.41134579  5.15346428
 -0.32597214 -0.31931965 -0.03547996  0.08382141 -0.20755777 -0.15056808
 -0.06053768 -0.43462952 -0.10067439 -0.1827218  -0.01640948 -0.20755777
 -0.1831653  -0.21421026 -0.18626979 -0.2669867 ]"
Meningococcal infection,0.10881739393063414,0.2612831740057961,"[-0.03804534  0.00892578 -0.20377362 -0.11160388 -0.17762932 -0.30480584
 -0.1678806  -0.16167687 -0.10894514 -0.21751046 -0.10894514 -0.41647303
  5.16688627 -0.3544357  -0.24897225 -0.14483816 -0.2126361  -0.10495703
 -0.14217942 -0.28619464 -0.3172133  -0.12268198 -0.37925063 -0.02209288
 -0.28885338 -0.07482461 -0.19092303 -0.26846969]"
Blood ketone body present,0.10891517524281547,0.26865029917406047,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
High-grade B-cell lymphoma,0.10891517524281547,0.26865029917406047,"[-4.33035825e-04  2.73902329e-02 -2.84848672e-01 -7.15369448e-02
 -1.20558894e-01 -2.69391300e-01 -2.26110660e-01 -2.29202134e-01
 -1.89012968e-01 -2.78224084e-01 -3.43586683e-01 -3.74501427e-01
  4.08803026e-02 -3.17730717e-01 -2.90589981e-01 -2.16836237e-01
 -1.47057246e-01 -2.47231911e-02 -5.51962949e-02 -2.05795257e-01
 -2.90589981e-01 -1.85479855e-01 -3.52419467e-01  5.15923758e+00
 -1.42640854e-01 -8.37422459e-02 -3.68318478e-01 -1.58981504e-01]"
