pt,mean_mae_xgboost,std_mae_xgboost,z_mae_xgboost
Eye discharge,0.04864076163061986,0.03167473744363837,"[ 5.35799740e-01 -3.44238941e-01 -1.42086512e+00  2.51658350e-01
 -1.28109300e-01 -3.61183035e-01 -2.43434071e-01 -8.84541969e-01
  4.95011854e-01  4.90657125e-01  8.08515732e-01  3.59336557e+00
  4.87690077e-01 -1.19289927e+00 -6.16365830e-01 -1.03039791e+00
  1.87256221e-01  1.14439469e-03 -7.41770490e-01 -6.69707105e-01
 -8.06893031e-01 -5.34855332e-01  1.84679133e-01  2.06809841e+00
  5.94047180e-01  3.26276703e-01 -3.27124131e-01 -7.21814951e-01]"
Polymenorrhoea,0.04865068191937762,0.03571191129703766,"[-0.42941338 -0.38928514 -0.87571812  0.34428749  2.24064466  0.82759272
  0.61385514  0.27736718 -0.67623278  1.09994769  1.81179093  2.09614055
 -1.19353685  0.24698878 -0.75376823 -1.19715455 -0.13573987 -0.45991415
 -1.11989293 -1.06139896 -0.39040622 -0.27169787  1.32703908  0.96503303
 -0.7652166  -1.00885133 -0.4460752  -0.67638504]"
Muscle disorder,0.04867163814737329,0.03264699058105574,"[ 0.66709595 -0.94836634  0.14601844  0.71076106  0.74759835 -0.4986206
  0.67805422 -0.42678433 -0.39671853 -0.24184901  2.11854195  1.24518342
 -1.09952542  0.19077974 -1.26306098 -0.68855278  0.61507196  0.94661908
 -0.75989033 -1.01156075  0.18808809  0.12273203 -0.67980136  2.92222741
 -0.53140846 -1.38321729 -0.52677304 -0.84264247]"
Eyelid disorder,0.048680547912423884,0.04236098276128605,"[ 0.31617052 -1.0606447  -0.56213855  0.16954654  0.60630868 -1.02773162
  0.75754632 -0.39451669 -0.75816144  0.84639894  0.72280573  1.81909236
 -0.09853139 -1.07605705 -0.89514315 -1.09855613  0.60340484  0.48790426
 -0.13807404 -0.36646078 -1.02921929 -0.69117848 -0.70175446  3.21056257
 -0.47787287  0.76278114 -0.98130361  1.05482235]"
Drug effective for unapproved indication,0.04868976076639449,0.033872238406554976,"[ 0.79979676  0.71122148 -1.29142696 -0.31711554  1.02555252 -0.96960414
  1.21631828 -0.55184638  0.33917279  0.62258724  0.17245978  1.08031474
 -0.99801435 -1.18473062 -1.10099441 -1.1025395   1.11341465 -0.49688109
 -0.59587955 -0.41034566 -0.38574986 -0.30894134 -0.56743476  3.09969712
  0.44097127  0.13449259 -1.30352705  0.82903199]"
Hepatocellular injury,0.0487005252077564,0.03565211396057842,"[-0.34126157  0.82968019 -1.17357465  0.21342415  0.16359171  0.07096959
 -0.33048729 -1.08880053  0.91598133 -0.58074963 -1.19687461  1.58671276
 -0.13759159 -0.71032619  0.08696102 -0.83444723 -0.62631637  0.04913933
 -0.09837482 -0.73744914  3.07750354  1.39287652 -0.65448249  0.09136016
  0.08197591 -0.59195524 -1.27659646  1.8191116 ]"
Hypercalcaemia,0.04870145132310401,0.032104262317246106,"[-1.02227068  2.16436967 -1.51560632  0.07971872  0.10169031 -1.32765722
 -0.90000242 -0.67410793  0.17549192  0.37223284  0.38682879  0.57439832
 -0.2067184  -1.38842121 -0.37545666 -1.37037698  0.23283045 -0.7087029
  0.12468779  0.59922885  0.52422506  0.61276181 -0.23482311  0.14187901
  0.57702281  1.85277917 -1.15073195  2.35473026]"
Arteriovenous malformation,0.048701960810585795,0.04469905815214273,"[-0.22095746  1.60005123 -0.89085438 -0.28352899 -0.99034387 -0.99962807
 -0.01622611 -0.67646272  1.02591564 -0.89752688  1.00952991  0.01412584
 -0.49587194 -1.03581518 -0.36437549  0.02920447  0.40787879 -0.61144019
  0.07119646 -0.27830022  3.18067804  1.3810663  -0.94632488  1.50847822
  0.51347941 -0.99755252 -0.77858302 -0.25781237]"
Oropharyngeal discomfort,0.04870424580009539,0.039908933608619315,"[-0.0980549  -1.1350198  -0.67449293  0.23615336 -0.32342439 -0.12143571
 -0.33122509 -0.5695181  -0.27661803  1.1248993   1.35303071  2.45634245
  0.95974034 -0.90007168 -1.14636975 -0.75361084  0.70367933  2.31942954
 -0.92853437 -0.56561059 -1.09269473 -0.36130069 -0.99500982  0.93458275
 -0.18653052  0.78804023 -1.16499029  0.74861422]"
B-cell lymphoma,0.04870570812175603,0.041429499664165086,"[-0.16888789 -0.17673322 -0.87324253  0.06021951 -0.93920844  0.14411788
  0.19735115 -0.99987603  1.0326776  -0.20745127  1.12584333  4.00493353
 -0.5376488  -0.45890493 -0.58186086 -0.66284568  0.32763214  1.04305567
 -1.11062788 -0.86044446  0.26665123  0.37812297 -0.26961644  0.85889532
  0.1400397  -0.89370372 -0.71498936 -0.12349851]"
Delirium tremens,0.04871033622990046,0.0410570501985637,"[-0.93969816  1.94483383 -0.9744925  -0.51112694  0.64477964 -1.04782545
 -0.74948801 -0.61271054 -0.66909477 -0.43455814  2.61360703 -0.99671616
  0.40865948 -0.63034338 -1.10023321 -1.06201145  0.0552482   0.23034622
  0.34054201  1.49047494 -0.24052507  1.27263432 -0.73155557 -0.07190731
  0.98670238  0.3143563  -0.8863222   1.35642451]"
Exposure via ingestion,0.04871073905440946,0.05087197056671283,"[ 0.82123443 -0.30176375 -0.37176206  0.36130464 -0.00485022 -0.87888594
 -0.22646884 -0.8220321  -0.91722712  0.01252772  0.17007842 -0.32945633
  1.11800981 -0.84877247 -0.82222937 -0.27232724  1.49295346  0.04071267
 -0.51714755 -0.72239963 -0.95474611  0.60415033 -0.95002425  3.63063648
 -0.75892019  0.22661894 -0.39305343  1.61383972]"
Normal newborn,0.048715562618065276,0.0638048138347893,"[ 0.16275276 -0.59551178 -0.13027737 -0.13850158 -0.3044104  -0.67932706
 -0.5560415  -0.37429534 -0.17964717  0.0389028  -0.23384745  4.46285026
 -0.75332836 -0.66588875  0.11425402  0.19443805  0.46826319  0.21125028
 -0.57854695 -0.62537014 -0.66182752  0.62316811 -0.68273938  1.60212699
 -0.1878419  -0.50529498 -0.44398355  0.41867471]"
Pleurothotonus,0.048720281419058833,0.039124797341174085,"[-0.77531686 -0.92077804  0.37246557 -0.15830456  0.12136892  0.46815281
 -1.03653088 -1.18367052  0.3291635   0.24443125  0.77112024 -1.06638289
 -0.51038976  0.66945875  0.01658399 -0.9312411  -1.12839107  2.60180004
  0.62805369 -0.96974372 -1.11846472  0.11995164  0.28323208  0.19834374
 -0.34304393  1.70519223 -0.79248232  2.40542192]"
Diabetic neuropathy,0.04873378170656737,0.05822744639578611,"[ 0.15998518  1.40802625 -0.47546628 -0.77533974 -0.23865384 -0.51628134
 -0.15838859 -0.80026252  0.03440687 -0.5442921   4.36169921 -0.63095382
 -0.71058186 -0.52037854 -0.64077995 -0.28229565 -0.5980354   0.84587164
 -0.03028487  0.19781581  0.01726253  1.05469744 -0.4970662   0.45627525
  0.10075929 -0.44536435 -0.35665614 -0.41571828]"
Chemical injury,0.048745316355412426,0.062032002604921865,"[ 1.0438083  -0.67786435 -0.57499613 -0.46445503  4.03100433  0.66739817
 -0.33742988 -0.10487343 -0.61213271 -0.49834106  1.58588412 -0.74241375
 -0.5392089  -0.22741555 -0.39744278 -0.50231466  0.46360614  0.63130773
 -0.72343622 -0.49670607 -0.72364717 -0.42103779 -0.70789869  0.85397748
 -0.51844606  0.80436641 -0.61005675 -0.2012357 ]"
Hepatic cytolysis,0.04875687245378602,0.03665271747772106,"[-0.28143252  1.36294631 -0.6188179   0.33193339 -0.20519139  0.37056947
 -0.29981752 -0.49916452  0.03167113 -0.86189135 -0.39478161 -0.17391413
 -0.86786325 -1.09207335  0.15199122 -0.91115809 -1.22063182 -0.56546439
  0.15985186  0.25070419  0.47670363  1.54073278 -0.73786647  3.4832166
  1.74653204 -0.39847885 -0.95218554  0.17388011]"
Gastric infection,0.04875856330271057,0.04220557707850748,"[ 5.25530945e-01 -1.56987125e-03 -7.52926674e-01 -1.38475031e-01
 -2.06936482e-01 -1.03053021e+00  2.95118822e-01 -7.40660394e-01
 -7.30270458e-01 -2.59651735e-03  1.09485373e-01  9.94286057e-01
 -9.61505334e-01 -1.01549723e+00 -5.04423816e-01 -1.04349016e+00
  1.66107093e+00 -1.49092285e-01  3.60751176e-01 -3.78675779e-01
 -3.83618201e-01 -2.12258917e-02 -8.05606837e-01  3.57785289e+00
  4.30005234e-01  4.45817445e-02 -8.59580198e-01  1.72799820e+00]"
Norovirus infection,0.048759781196713446,0.04948886939597487,"[ 3.20722070e-01 -7.28516845e-02  2.00050928e-03 -8.35342133e-01
 -6.94270392e-01 -7.67010466e-01 -5.61205004e-01 -7.27609314e-01
 -7.79379782e-01 -6.44522652e-01  2.50976079e+00  4.29077019e-01
  2.42423665e+00 -8.77839745e-01 -3.78416543e-04 -5.26192271e-01
 -1.98618823e-01  2.40822860e+00 -2.84625614e-01 -4.39398665e-01
 -8.91777835e-01 -8.71071506e-01 -3.96147011e-01  5.01478730e-01
 -2.05380729e-01 -7.81572213e-01  6.63363417e-01  1.29632648e+00]"
Agoraphobia,0.04876403417123393,0.045171850645011655,"[-0.38305044 -0.34476227 -0.87826312 -0.17981148 -0.69244416 -0.6973818
 -0.13932351 -0.61411057  0.28818111  0.08928663 -0.3027995  -0.00540239
 -0.93280311 -0.88804211 -0.11011008 -0.39900371  1.21147632 -0.5721668
 -0.04173864 -0.93354239  3.9560158   0.35415052 -0.30351267  1.27018101
  0.45580843  0.28914229 -0.97026357  1.47429021]"
Triple negative breast cancer,0.048775827736660296,0.04925281221647526,"[-3.55245001e-02  6.36090854e-01 -8.55288882e-01  2.10099402e-01
 -3.70493940e-01 -9.03117942e-01 -8.04012773e-01  7.66152358e-02
  3.37428075e-01  1.08193744e+00  3.86885196e+00 -6.81822910e-01
  1.45295121e+00 -4.21070598e-01 -6.71047055e-01 -9.16239774e-01
 -5.27987057e-01  9.42913759e-01 -9.25578652e-01 -3.81232839e-03
 -9.62072523e-01  1.08812084e-01 -6.94572224e-01 -4.51335700e-01
 -2.08015863e-01  7.98060556e-01 -5.82234360e-01  5.00466515e-01]"
Hyperthyroidism,0.0487868106015409,0.04290670800041439,"[-0.01202488 -1.12726589 -0.59512755  0.38009491 -0.49821778 -1.00044977
 -0.30714955 -0.99390392 -1.12302597 -0.09942728 -0.80853898  1.12827444
  1.63721696 -0.53438174 -0.42840234 -0.79009292  0.95307792  0.74420715
 -0.07122924 -0.56039776 -0.51801339  0.54897855 -0.77498612  2.34662169
 -0.24382075  1.39923434 -0.99031718  2.33906706]"
Melaena,0.04880262744595377,0.03749531368303778,"[ 0.11260938  0.57042561 -1.018609   -0.7479843  -0.84466497 -1.10707725
 -0.5617898  -0.6810047  -0.49564869 -0.66996726  0.02061848  0.87337182
 -0.11524163 -0.60730746 -0.73927582 -0.80664499  0.88420579 -0.02924619
  0.17402672 -0.17006909  2.09903918  0.38432021 -0.73750653  3.47025319
  0.90076403  0.85794733 -0.87120071 -0.14434338]"
Poor venous access,0.04880671746236599,0.0347760847701869,"[ 0.23672777  1.12082749 -1.38664222  0.04954482 -1.30502146 -0.03245186
  0.24101855 -0.90172672 -0.08659591  0.75335159  2.24951776  1.8626465
 -0.70001027 -0.93141285 -1.38540631 -0.97178081 -0.11995376  0.66987695
 -0.57043341 -0.64653341 -1.04368684 -0.45231203 -0.04052994  1.4931259
  0.63266799  1.61769317 -0.90091533  0.54841463]"
Breast cancer metastatic,0.048808273318133054,0.04587238953201376,"[-0.45498352  0.03821186 -0.31472386  0.10561341 -0.75253067 -0.84237147
  0.62379964 -1.02511283 -0.2718198  -0.04567207 -0.5613609   1.65055108
 -0.6839759  -0.81016732 -0.43770604  0.02548113  1.07290509 -0.31879403
 -0.57801731 -1.04400863  0.14422782  0.63415714  0.80701347  0.24898729
  0.26001699 -0.374333   -1.02705328  3.93166573]"
Metabolic acidosis,0.048809631182780464,0.047852318988950836,"[-0.24186337 -0.66821469 -0.5545968  -0.13087347 -0.32735621 -0.57727206
  0.83956255 -0.66025244 -0.45456737  0.04844763 -0.87326753  0.80516174
 -0.65083895 -0.32395511 -0.38668797 -0.72116841  1.29944233 -0.4671764
  0.40058097 -0.48172471 -0.87594158  0.05648951  0.36641568  0.88247349
 -0.03594887  0.27037823 -0.7903815   4.2531353 ]"
Prescribed underdose,0.048813942605712715,0.02983141363872039,"[ 0.16854061 -0.78678486 -1.40048772  0.73217717  0.5946413  -0.2808481
  0.50902001 -0.79102241  0.08130489  1.01929227  1.54036684  2.49906303
 -1.07708941 -1.4723131  -1.45270283 -0.29901998  0.40215382  0.63277463
 -1.15918799 -1.01482097  0.60427197  0.01546129 -0.2798748   2.00926014
  0.17112859  0.18100027 -0.89797571 -0.24832898]"
Neurodermatitis,0.04882365710084111,0.04852021969028158,"[ 0.61719775  1.20678501 -0.30176808 -0.12899816 -0.9179608  -1.00551758
  0.05053453 -0.69289427  0.67204757 -0.84466087 -0.48384656  3.26264419
  0.48035753 -0.28536976 -0.39775626  0.02433078  0.18039762 -0.86117398
 -0.46010572 -0.60183931 -0.99905241  0.0373819  -0.20093011  2.41136638
  1.20541843 -0.86252549 -0.24016057 -0.86390176]"
Menorrhagia,0.04883909910732411,0.042639324182386,"[ 0.96780506 -0.5634776  -0.90167853  0.27900631  0.97888858 -0.34313961
  0.05451461 -0.43537726 -0.20173761 -0.32396     0.40764991  1.48340985
  0.57098676 -0.72226398 -0.85506173 -0.70583797  1.30788699  1.64597971
 -0.93583594 -1.10163735 -0.17999968  0.11344258 -0.72309339  3.20328564
 -0.57032428 -0.35778803 -1.14062054 -0.95102251]"
Abnormal weight gain,0.048856614239848536,0.054984117571101825,"[ 0.93891454 -0.85975441 -0.51152065 -0.76895355 -0.39033736 -0.74267772
 -0.01181323 -0.57488385 -0.77121889 -0.41923665  0.61010169 -0.41753178
 -0.43359097 -0.31942898 -0.34107784 -0.59774738  1.73159262  1.24471004
  0.94080388 -0.67122442 -0.72929784 -0.30835875 -0.73684112  3.46665194
 -0.45718125  0.08650756 -0.61391109  1.65730545]"
Heart rate,0.048859787762071324,0.05817484181191895,"[-0.51241348 -0.53412233 -0.67497234 -0.48544263 -0.30431425 -0.5858307
 -0.15149581  0.8253801  -0.54568652  1.00716336  1.54741599 -0.68748001
  1.28752974 -0.2278768  -0.42226954 -0.76165776  0.0434552   3.80937469
 -0.04480173 -0.8256176  -0.03584411 -0.71483166 -0.59373791 -0.30522031
 -0.42078508  1.42346914 -0.5543985  -0.55498915]"
Respiratory symptom,0.048861472910986005,0.043460434837944435,"[-0.44165628 -0.76855056 -0.60867448  0.35128007  0.80594403  0.2692219
 -0.74490697 -0.59973752 -1.00822179 -0.86816087  1.42170609  1.17262128
 -0.17841686 -0.64438556 -0.19241238 -0.76575988  0.76473944 -0.42288192
  0.13503213 -1.08432018 -0.96916762 -0.32580841 -0.98564907  2.97691632
 -0.04136075  2.2506677  -0.38817299  0.89011516]"
Intentional dose omission,0.04886987781960262,0.04687021849314175,"[ 1.24241024e+00 -3.74125496e-01 -8.98253311e-01  1.74079714e-03
  2.76893970e+00 -8.47736116e-01  1.88190158e-01 -4.99855003e-01
 -8.15451624e-02  1.40293614e+00 -1.52714958e-02  1.56274321e+00
 -9.88529806e-01 -8.25944442e-01 -7.57384225e-01 -6.29385135e-01
  1.33635913e+00 -1.69210815e-01 -9.49282596e-01 -1.01842479e+00
 -4.47669945e-01 -3.96964427e-01 -6.07607787e-01  1.89989543e+00
 -2.66858773e-01  7.85869422e-01 -7.87078891e-01 -6.27956010e-01]"
Cervical spinal stenosis,0.0488764412537198,0.04014839807138409,"[ 0.33850101 -0.546913   -1.08379023 -0.5636833   0.05692871 -1.04747799
  0.96961161 -0.93455663 -0.88722257 -0.05001263  1.73148508 -0.0298301
 -0.37498771 -1.12205565 -0.90096677 -0.76673944  0.79122238  1.3294545
 -0.53456818 -0.05518837 -0.04486606  0.22033658 -0.61819171  2.71079508
 -0.04442521  0.59260427 -1.211178    2.07571431]"
False positive investigation result,0.048891299009853284,0.05408720638734185,"[ 0.22271822 -0.30109942 -0.34022991 -0.81168875  1.2762563  -0.71672245
  0.41436486 -0.87497399 -0.62424173  1.9067891  -0.24279864  0.40554608
  0.20767614 -0.68863472 -0.61239619 -0.65515495  1.48775061  0.10458082
 -0.58954914 -0.70314898 -0.81583453 -0.64169178  0.18145559 -0.07703827
  0.06073858 -0.77488666 -0.46299458  3.66520842]"
Renal neoplasm,0.04889631621631701,0.054516398121179435,"[ 0.86504189  0.38500201 -0.44057902 -0.48890986  0.68055338 -0.64342199
 -0.83968454 -0.12062729 -0.51720849 -0.4518176   4.04072132  1.41667192
  1.08323027 -0.27590036 -0.42078608 -0.5697226   0.21893397 -0.38037058
 -0.51562729 -0.61921418 -0.42454939 -0.5264061  -0.79371532  1.00605101
 -0.65160416 -0.59213817 -0.80775134  0.38382859]"
Sensitive skin,0.04890689277889037,0.04453247380321347,"[ 0.09654331 -0.94937217 -0.60204048 -0.31609671  0.56247801 -0.17306472
 -0.02925375 -0.5057009  -0.48156779  0.27133112  0.87247681  2.56053018
 -0.23481678 -0.93973922 -0.52315689 -0.98751145  0.70851068  0.0221473
 -0.95854589  1.24259299 -0.63674834 -0.42890927 -0.60027707  3.35004318
  0.34185022 -0.51528083 -0.70834857 -0.43807299]"
Insurance issue,0.048912363409919814,0.04217751731854513,"[ 0.90788261 -0.36452652 -0.84539199 -0.28145002  3.11574762 -0.99686632
 -0.08621051 -0.31502792 -0.56309139  1.10378398  0.82209015  1.25295575
 -0.93457372 -0.70720069 -0.80318041 -0.91323842  1.27426925  0.42232679
 -0.91285313 -0.88541515 -0.18969239 -0.3960241  -0.60833809  1.60838563
 -0.31950825  1.02773597 -0.90834756 -0.50424118]"
Skin papilloma,0.04892048482932816,0.05765393471623569,"[ 0.51799061 -0.76542818 -0.59958958 -0.51376942 -0.65225842 -0.6901135
 -0.17315671 -0.60797977 -0.18937635 -0.65074312  2.47580786 -0.40914421
  1.18953546 -0.76675567 -0.56564861 -0.74776284  0.76247032  2.28451333
 -0.52667918 -0.06275369  1.1991086   0.53422712 -0.66421831  2.33005895
 -0.82212446 -0.80113122 -0.52087807 -0.56420096]"
Cervix carcinoma stage 0,0.04892963976472099,0.055696204590895616,"[ 0.84930112 -0.24610772 -0.67298054 -0.69789637  1.20606163 -0.78776667
  0.14279535 -0.77507842 -0.79838507  0.02002436  0.24611793 -0.19634703
  3.34976595 -0.83372948 -0.83269621 -0.61479688  0.88205661  0.69964468
 -0.85732315 -0.67877586 -0.79103951 -0.22618957 -0.51548322  1.89278549
 -0.76454031  0.89687625 -0.80683751  0.91054414]"
Precancerous condition,0.04893383055195572,0.03766118568224127,"[ 0.0314048  -0.0582333  -0.77042336 -0.2855368   2.75752427 -1.18834223
  0.30022964  0.41663804  0.13358265  1.5695413   2.39268779  0.90983976
 -1.21363971 -0.59844218 -0.68033194 -1.00934397 -0.36812673  0.8404561
 -1.23287492 -0.6862163   1.09972269 -0.4104121  -0.0147737  -0.99908733
 -0.03861243 -0.45234256 -0.52237867  0.07749119]"
Foreign body in throat,0.04893953779626788,0.05548688205073412,"[ 0.53351201 -0.04123701 -0.36345536 -0.28861753 -0.60908306  0.44841411
  0.25480288 -0.72453132 -0.7738568  -0.46777768 -0.54761765 -0.68301398
 -0.58360747 -0.45973083 -0.14319199 -0.8027111   1.67392982 -0.6304592
  0.41214264 -0.63418714 -0.47682145  0.43943123 -0.63220739  4.03503363
  0.63648418 -0.3658651  -0.55365081  1.34787239]"
Macular degeneration,0.048941567507799724,0.035483394776249635,"[ 0.23990002  1.41303883 -0.98637375  0.85433081 -0.69605536 -0.93899224
 -0.58285698 -1.03976789 -0.29733487 -0.0632493  -0.29469106  0.38271582
  0.07475318 -1.02045797 -1.3436517  -0.11689794  0.46152834  1.17867045
 -0.77940667 -0.54618176 -0.47730831  0.96260796 -0.91324413  3.43058996
  0.6515365   0.28357686 -0.77876956  0.94199076]"
Genotype drug resistance test positive,0.048942653941811014,0.0599648203841559,"[-0.38696459  0.28427572 -0.80538425 -0.27914232  0.43871846 -0.78425191
 -0.67391538 -0.66749366 -0.20822678 -0.35281106 -0.77388846  2.75547077
  2.25463201 -0.48490451  0.81154631 -0.72618463 -0.20536867 -0.32674167
 -0.55253173 -0.48289935 -0.50796581  0.07765546  0.14453445 -0.1548149
 -0.60224259 -0.36550225 -0.39586866  2.97026999]"
Device use issue,0.04894950540039472,0.04723452722984821,"[ 0.30617352 -0.10678281 -0.66943902 -0.91369266 -0.20467342 -1.00106383
 -0.33825137 -0.25759548 -0.10326447  0.66961142 -0.69162671  4.06936934
 -0.48183168 -0.71102826  0.28024174 -0.17710806  1.05259304 -0.04347915
 -0.77800707 -1.02412633  0.04842474  0.1177934  -0.51588179  0.69292366
 -0.01566931  1.66421443 -0.86368856 -0.0041353 ]"
Feeling jittery,0.04895108557090721,0.04327313102715687,"[ 0.88695689 -1.02949358 -0.40832262  0.32074908  2.57318453 -0.75912364
  0.29526173 -0.64033003  0.11682886  1.42153185 -0.61416678  1.74696638
 -0.00386385 -0.95415454 -1.0564296  -1.07117138  1.29291752 -0.25125925
 -1.05690804 -0.89164182  0.17582022  0.1682567  -0.61612781  1.56262536
 -0.55198484 -1.095122   -0.62427116  1.06327182]"
Tooth abscess,0.04895371252610262,0.03465467145637513,"[ 0.3019182   0.62277201 -1.38876159  0.03037372 -0.81890135 -1.25075116
  0.11645847 -0.6375189  -0.09409633 -1.02862344  2.12881739  0.74613468
 -1.07111542 -1.10475479 -0.96585986 -1.04501765  0.33648004  1.50434675
 -0.40936412  0.22714797  0.53775009  0.72382382 -0.57071995  2.49734781
  0.76777546  0.22845581 -1.11449258  0.73037493]"
Angle closure glaucoma,0.048960973947948384,0.043592798439875007,"[-0.4114747  -0.10476697 -1.0390421   0.33618203 -0.9853287  -0.97023561
  0.4885726  -0.57295691  0.69742551  0.32015004  1.01285925  3.73680813
 -0.19116008 -0.08474242 -0.71056845 -0.65217381  0.54979145  0.66457717
 -0.91255982 -0.71479135 -0.10783222  1.05936546  0.06789059 -0.78317228
 -0.06459715 -0.89856715 -1.07059946  1.34094693]"
Infusion site rash,0.04896172952293586,0.04062513805729238,"[ 0.88564698  0.6936539  -1.19566778  0.37297524 -0.41992627 -0.06990851
  0.41847195 -0.43411586  0.46192652  0.21633786  0.16492976  3.19288081
 -0.22045853 -0.87726776 -0.96887087 -0.76078562 -0.08045813 -0.79729006
 -0.87203144 -0.48510705 -0.5177673  -0.03297989 -0.15945098  2.75784188
  0.72658143 -1.17996869 -0.47809082 -0.34110079]"
Rhinovirus infection,0.04896271172509139,0.05563120196637304,"[-0.16292827 -0.78497281 -0.45720293  0.09825769 -0.74584526 -0.12698411
 -0.39785544  0.12798658 -0.80830504  0.9193834   0.62685158  3.02664869
  0.35029629 -0.65798931 -0.34879635 -0.31239416  0.62956047  0.31995664
  0.07028962 -0.8773639  -0.73204724 -0.67265792 -0.2566865  -0.08812979
 -0.45867875  3.28493316 -0.81933863 -0.74598769]"
Complication of device removal,0.04897045010703977,0.04191623319207126,"[ 0.98035672 -0.74484773 -0.90725188  0.38212319  1.38610555 -0.82596598
 -0.07233002 -0.65940356  0.34544142  0.46706726 -0.76356127  1.47327449
  0.37544628 -1.08725448 -0.83376799 -0.34616061  1.37159144  0.48819466
 -1.08959743 -0.99924625  0.69027811  0.31246502 -0.98211769  3.1487967
 -0.3091901  -0.2475345  -1.02217535 -0.530736  ]"
Blood loss anaemia,0.04898047864583708,0.03874061249736554,"[ 0.20245833 -1.15404239 -1.07944164 -0.23475931  0.08862295 -1.04841514
  0.62524046 -0.3550387   0.52381089 -0.1031592   3.08213405  0.40952303
  0.0340024  -0.52701241 -0.73496946  0.40154695  0.99257366 -0.80144237
 -0.38071549 -0.8455106   2.33143694  0.38303003 -0.87161144  1.46757466
 -0.10769728 -0.55522164 -0.75229544 -0.99062186]"
Flatulence,0.048991857169787725,0.036440755822300705,"[ 0.89589722 -1.06557394 -1.23363012  0.75196497  1.72937059 -1.28462156
  1.08137051 -0.35850529  0.20542623  0.63316996  0.29977395  2.11384598
 -1.29421251 -1.06197388 -1.10249704 -1.0060748   0.9748928  -0.0786972
 -1.01027116 -0.76244254  0.45007714  0.06834963 -0.38949387  1.9633495
 -0.01554934 -0.13994095 -0.93885413  0.57484987]"
Maternal exposure before pregnancy,0.048999355067332676,0.0601895795641739,"[ 0.46063526  0.2628423  -0.53361147  0.11436813 -0.80819702 -0.68780522
 -0.35176076 -0.61622745 -0.69512222 -0.79443681  1.25339973 -0.17609234
 -0.48654884 -0.48195911 -0.77815184 -0.3630873   1.13967074  0.51658887
 -0.47539692 -0.70222507 -0.25552685  0.47102975 -0.70801463  4.21389954
  0.94055032  0.04303401 -0.36454428 -0.13731051]"
Drug level above therapeutic,0.04900102253337132,0.0521413808006807,"[ 0.69714084 -0.64444632 -0.65482609 -0.38471815 -0.8602817  -0.77703755
  0.56523547 -0.93293932 -0.67100272 -0.21727568 -0.74088837 -0.70415103
 -0.59483501 -0.39724563 -0.69363165 -0.65802251  1.44208171 -0.48908758
  0.61708851 -0.1324566   0.39217806  0.29564948 -0.64646965  2.55037354
  0.06826433  1.16708146 -0.65296568  3.05718784]"
Binocular eye movement disorder,0.049004077254461924,0.0619243415195734,"[-0.49648161 -0.52628861 -0.61119354 -0.18532259 -0.51081112  0.77756838
  0.13467942 -0.74521429 -0.63934362  0.09543499 -0.60804957 -0.15695558
 -0.69039359 -0.22323559 -0.77323904 -0.64926498  0.11784809 -0.72681296
 -0.25852327  0.67188337  0.74620245  1.43718362 -0.00905701 -0.40244237
  0.09270836  4.3823128  -0.42479339  0.18160126]"
Stoma site infection,0.04900776319527289,0.057894624026232834,"[ 1.0152901  -0.53749742 -0.70322513 -0.80166962  1.06307355 -0.59160798
  0.6888689  -0.50702861 -0.8338833   0.1221782  -0.3574778  -0.48678907
  1.28721222 -0.17856281 -0.57669218 -0.81324797  1.22103736  0.68710805
 -0.0457469  -0.3725055  -0.38499163 -0.56197498 -0.56677552  3.92248581
 -0.23585396 -0.73641368 -0.82920406  0.11389394]"
Retinal haemorrhage,0.04901067344917689,0.05057573704002207,"[-0.03494684  0.88061439 -0.66566443 -0.96642258 -0.80811144 -0.43464687
 -0.14344479 -0.6313263   0.57713835 -0.11971995  3.91023958 -0.21177527
 -0.26235071 -0.56972301 -0.77498611  0.59684015 -0.56911172 -0.46391541
 -0.36368022  0.47244165  1.72833867  1.30884291 -0.70739549 -0.05091909
  0.23968728 -0.60530246 -0.39552799 -0.93517231]"
Injection site discolouration,0.049016495015851654,0.03654804676984025,"[ 0.41505935 -1.1871802  -0.96289082  0.25857728  1.60135891 -0.59445307
  0.70877082 -0.47707223 -0.16551408  1.37855836 -0.76562657  1.90180168
 -1.08651495 -1.17293721 -0.75854722 -0.80703571  1.16874512 -0.35864222
 -0.82080524 -0.84625077  0.19344427 -0.98010449  0.26926541  1.93902972
  0.45645193  1.66398086 -1.07688048  0.10541155]"
Metastases to liver,0.04903542286724428,0.04381904270523767,"[-0.27866283 -1.00906904 -0.46430429 -0.23767388  0.12014477 -0.65376939
  0.59815237 -0.57651254 -0.57645635  0.94303201 -0.95008116  2.27159674
  0.80387271 -0.85523995 -0.23648715 -1.04966415  1.19934064  1.46997335
 -0.07265623 -0.84504657 -0.48476974 -0.19607145 -0.88847259  2.73607042
 -1.05551856  0.06865844 -0.80391887  1.02353329]"
Multiple sclerosis pseudo relapse,0.04904102657107344,0.04600395394592421,"[-0.79344502 -0.51368936 -0.5936305  -0.1503365  -0.72385175 -0.52381508
 -0.1100554  -0.26602355  0.10107542  0.89456969  0.83285539  3.96701565
 -0.70570122 -0.97753012 -0.30013261 -0.50033627  0.62463989 -0.60768641
 -0.42462484 -0.71151159  0.327105    0.08326172 -0.28207687 -0.28051496
  0.18284604  2.02147317 -0.92316052  0.35328059]"
