pt,mean_mae_rf,std_mae_rf,z_mae_rf
Food interaction,0.04626715092816787,0.06667320084763942,"[-0.32956818  1.04953394 -0.64309677 -0.46514811 -0.50963528 -0.37617378
 -0.52870121 -0.59860961 -0.30626538 -0.68122863  0.02844757 -0.40795033
  0.34833148 -0.35075255 -0.49056935 -0.63674147  0.55593825  1.10249485
 -0.52870121  0.23605435 -0.47150342 -0.63674147 -0.49056935  4.00475276
  2.0473175   0.11318503 -0.51599059 -0.51810903]"
Hyperthyroidism,0.04626730002345765,0.03587431543331312,"[-2.28941312e-01 -3.83421526e-01 -1.12492655e+00 -2.41119911e-02
 -7.17556507e-01 -7.64472720e-01 -8.17355629e-05 -1.03223842e+00
 -8.36563486e-01  6.07540439e-01  2.36787926e-01 -3.32663741e-02
  9.30232441e-01 -5.79096463e-01 -4.87552633e-01 -8.85768295e-01
  5.98386056e-01  8.04359675e-01 -1.01850685e+00 -3.15907951e-01
 -1.05283579e+00 -2.18233953e-02 -5.09294292e-01  2.71304854e+00
  2.83704139e-01  1.00575610e+00 -1.68293524e-01  3.00484450e+00]"
Penis disorder,0.046272675736961436,0.044525777349000435,"[ 0.88581519 -0.65600615 -0.8075146  -0.53123448  1.9641989  -0.88772496
  0.52932471 -0.8788127  -0.30842793  0.31543042 -0.30842793 -0.66491841
  1.13535853  0.29760589 -0.93228627 -0.62926936 -0.39755055  0.18174649
 -0.75404103 -0.13018269  0.03023803 -0.75404103 -0.59362031  3.06040714
 -0.73621651  0.29760589 -0.82533913  2.09788283]"
Fine motor skill dysfunction,0.046276455026455,0.04936986179035139,"[-0.15338814 -0.82481291 -0.43096039 -0.12713131  0.95690087 -0.6672719
  0.52178761 -0.41595649 -0.35594087  0.48052687 -0.10462545  0.39050343
 -0.76479729  0.48052687 -0.62226019 -0.77229924  0.44676808  0.78435595
 -0.67477386 -0.90358342 -0.75729534 -0.46471918 -0.49847797  4.28401691
  0.29672902 -0.49472699 -0.53973871  0.93064403]"
Herpes zoster,0.04627921781143902,0.0303319418177305,"[-0.22841308  1.0822423  -0.45192013  0.72915139  0.86225109 -1.38261353
 -0.77989789 -0.4006893  -0.21384745  1.12945502  2.54181867  1.38611143
 -1.05815161 -0.78065129 -0.83615135 -0.75277569 -0.13398763  0.67842282
 -0.5664361  -0.25955339 -0.97151124 -0.8014952  -0.80601557  1.72589237
  1.24572891  0.62191823 -1.36051395 -0.21836782]"
Dyslipidaemia,0.046290391156462565,0.04076279378002933,"[-0.15236998 -0.39574473 -0.383576    0.2613671  -1.06259156  0.09587227
 -0.64398698 -0.71943316  0.00825736 -0.32029856 -0.85328927  1.14238371
  3.28894905 -0.86302426 -0.75593937 -0.7316019   1.01826259  1.47824087
 -0.60991452 -0.30812982 -0.85572302  0.03259483 -0.31786481  1.96985788
 -0.40547972  1.2080949  -0.37627475 -0.74863813]"
Postoperative wound infection,0.04629481005885499,0.0354837980507844,"[ 0.02525663  0.4210695  -0.22014735 -0.95635928  2.51096143 -0.95108177
 -0.75845285 -0.68720653 -0.46555132  1.82224704  2.51096143  1.72725196
 -0.17001105 -1.10676817 -0.28347741 -0.79803413 -0.07237721 -0.04862844
 -0.77692411  0.31024189 -0.46555132 -0.48666134 -0.49193885 -0.38638875
  0.67966724 -0.39430501 -1.11468442  0.62689219]"
Recalled product administered,0.0462954260651629,0.04823056481243207,"[-0.06869026 -0.87803362 -0.65523686 -0.16872146  0.72246562 -0.70070558
 -0.30967452 -0.49154943 -0.33240888  0.45420012  1.495434    1.22262163
 -0.11415899 -0.35969012 -0.53701816 -0.60522125  0.04498156  0.29505957
 -0.47336194 -0.68251809 -0.9325961  -0.52337754 -0.55065878  4.19627647
  0.32234081 -0.7143462   0.34962204 -0.00503404]"
Nasal polyps,0.0463023088023088,0.04382080902397248,"[-0.01358346 -0.64171546 -0.54374992 -0.80307047  2.36640294 -0.94137476
 -0.5206992  -0.73391832 -0.43425902  1.65183075 -0.12883704  2.32030151
 -0.01934614 -0.64747814  0.01522994 -0.29595472 -0.24409061 -0.55527528
 -0.3305308   0.03828065 -0.41697098 -0.11731168 -0.60713939  0.37251603
 -0.21527722  2.87351868 -0.58985135 -0.83764654]"
Rheumatoid arthritis,0.04630759566104393,0.04485102156188665,"[-0.34480115 -0.8505585  -0.10308602  0.59060727  3.13065465 -0.48983022
 -0.21375078 -0.2549103  -0.11589984  1.38875255  3.0335803   0.24696407
 -0.60379551 -0.59156414 -0.4793462  -0.58671042 -0.34616019  0.42014471
 -0.72280866 -0.66611724 -0.57816788 -0.41566542 -0.74804799  0.3391847
  0.46479891  0.19182585 -0.94355573 -0.75173682]"
Hypoaesthesia oral,0.04630894024276377,0.036372545700482796,"[-0.09281544  0.76859524 -0.97331866 -0.06810744  1.63562138 -0.52408232
  0.37775963 -0.6622225   0.18234182 -0.26464834 -1.16761338  0.55071562
  0.209296   -0.17480107 -0.22646325 -0.44883524  0.05992492 -0.73634649
  0.04195547 -0.69479213  1.09878395 -0.06136889 -0.49151269  3.87618762
  0.66639398 -0.72399249 -1.17547501 -0.9811803 ]"
Merycism,0.04630952380952381,0.07940172764960154,"[-0.20540515 -0.58323068 -0.58323068 -0.33134699 -0.45728884 -0.58323068
 -0.33134699 -0.33134699 -0.49926945 -0.20540515  0.92807145  0.36133315
  0.67618776 -0.16342454 -0.07946331 -0.33134699 -0.14243423  3.04809249
 -0.45728884 -0.45728884 -0.58323068 -0.58323068 -0.58323068  3.61483079
 -0.58323068  0.10944946 -0.07946331 -0.58323068]"
Amnestic disorder,0.04630952380952381,0.05123166947227173,"[ 0.40711425  0.26722682 -0.64041489 -0.56884457 -0.88440459 -0.76728953
 -0.08411836 -0.36714642 -0.23051218 -0.80958108  1.12281739 -0.05809279
 -0.06134598 -0.42570395  0.02323711 -0.25979094 -0.41269116  3.42933342
 -0.72825118 -0.37365281 -0.25979094 -0.51354024 -0.45823591  3.1105202
 -0.11990351 -0.47450189 -0.26629734  0.40386106]"
Multi-organ failure,0.04630952380952381,0.04251470704286684,"[ 0.19134368  0.2828153  -1.01085468 -0.39668812 -0.61883347 -0.89324832
 -0.38362075 -0.52736186  0.21747843 -0.38362075 -0.48815974  2.38666243
  1.1191272  -0.8540462   0.24361318 -0.54042923 -0.14840803  3.05309848
 -0.69723771 -0.37055338 -0.93245044 -0.57963135 -0.8540462   1.18446407
 -0.4097555  -0.56656398  0.32201742  1.65488951]"
Breast mass,0.046315346790890256,0.03929333577767292,"[ 0.10414646  0.42341917 -0.16556406 -0.02379314  3.19198615 -0.41337501
 -0.65657552 -0.5643668  -0.41913805  1.35126947  2.25260976  0.76459146
 -0.54823027 -0.82946688 -0.91591256 -0.81563557 -0.31886107 -0.35920238
 -0.23241539  0.12489343 -0.99428998 -0.73956337 -0.93550692  1.05274372
  0.91327803 -0.82600905 -0.95049083  0.52945921]"
Genital hypoaesthesia,0.046322278911564596,0.05527113993787081,"[-0.2780818  -0.57962555 -0.75193626 -0.21346528 -0.20628567 -0.67296051
  0.02346195 -0.19192644 -0.06269341 -0.45039251  0.31423628  2.06247205
 -0.38218619 -0.14884876 -0.42526387 -0.08423225 -0.16320799 -0.46475174
 -0.3319289  -0.57962555 -0.19910605 -0.48270077 -0.42885367  3.79275879
 -0.37141677 -0.57962555 -0.45039251  2.3065789 ]"
Gastrointestinal obstruction,0.04632227891156461,0.06936392891017362,"[ 0.01297423 -0.35316457 -0.31025768  0.01869514 -0.61632683 -0.45328065
 -0.44183881 -0.20442068 -0.287374   -0.42181559  4.79566225 -0.41037376
 -0.33886227 -0.33600181 -0.499048   -0.41037376 -0.14435104  0.88827478
 -0.12432782  0.87683295 -0.27879263 -0.45900157 -0.44755973 -0.29023446
 -0.49046662  0.6622985  -0.10144415  0.16457857]"
Polymyalgia rheumatica,0.04633290816326529,0.028050164264745818,"[ 0.1943948   2.39071502 -0.43160951  0.57636354  1.14931664 -1.18493674
 -0.25123539  0.06707189 -1.20615722  0.09890262 -0.2300149   2.52864817
 -0.21940466 -1.07883431  0.09890262 -0.29367636 -0.51649145  0.04585141
 -0.2300149  -0.81357824 -1.5244645  -0.12391248 -0.84540897  0.7673479
  1.15992688  1.52067513 -0.63320412 -1.01517285]"
Overdose,0.04635355061987996,0.03623402792802429,"[-0.31543409  2.48735315 -0.12480139 -0.13136034  2.54484975 -1.11731856
 -0.26978592  1.11383507 -0.17441667  0.34458665 -0.68924132 -0.31146698
 -1.27838309 -0.74642055 -0.60947603 -0.02800399  0.20066003 -0.78535109
  0.09487052 -0.54129469 -0.56816522 -0.62423366 -0.43883755  0.88987868
  1.63426655 -0.80296504 -1.17201174  1.41866753]"
Anion gap increased,0.04635642135642135,0.04096716660107999,"[-0.15762456 -0.6538337  -0.51514171  0.31392824  0.80089125 -0.76170526
  0.02113402 -0.1052298   0.40947161  0.01188789 -0.19769113 -0.06516322
 -0.36412153 -0.17611682 -0.15146047  0.088939   -0.28090633  0.24612326
 -0.61068508 -0.68465415  1.56832031 -0.3548754  -0.7925257   4.39763706
 -0.06824527  0.07661082 -1.0699097  -0.92505361]"
Furuncle,0.04636607142857143,0.031738259759826144,"[ 0.46895856 -0.70470377 -0.69157556 -0.83598591  1.77652868 -0.76509356
  0.38756363 -0.57079599  0.67638434  0.58448684  0.00947107  1.42731818
 -0.35286764 -0.71520635 -0.41588307 -0.61018063  0.39281492 -0.73358584
 -0.90950391 -1.45038633  0.72364591 -0.38437535 -0.85173977  3.10772958
 -0.24784193  0.69738948 -1.15631434  1.14374876]"
Lymphoma,0.04637258368694012,0.03379294237573067,"[-0.61536595  1.94585391 -1.13786456  0.06583552  0.62739946 -1.15739722
 -0.63245702 -0.88394    -0.37609088  0.21721363  1.06200111  1.82865796
 -0.38829879 -1.299009   -0.43713044 -0.63734019 -0.12704948  0.18303148
 -0.27110284  0.57856781 -0.86440734  0.02677021 -1.15251406  2.9151621
  0.89109035 -0.07821783 -0.71302924  0.42963129]"
Colitis ischaemic,0.04637378583274104,0.046127334655524925,"[-0.13889711  1.94272979 -0.58605142 -0.48044211  0.20849011 -0.84760298
  0.38600363 -0.40314508  0.29881978 -0.31236601 -0.93793265  0.01614635
 -0.16046837 -0.67278587 -0.59369124 -0.09934979 -0.82378471 -0.26428007
 -0.25124744 -0.02295157 -0.59009603 -0.14159351 -0.46381426  3.38485861
  0.99539182 -1.00489344 -0.73120804  2.29416162]"
Drug effect less than expected,0.04637896825396825,0.04226753090445161,"[-0.0868429  -0.42365252 -0.29456173  0.15960317  3.64974887 -0.85786702
 -0.68535477 -0.19363619 -0.56095819  1.3941806   1.92814707  0.30160304
 -0.92828018 -0.08449579 -0.43186739 -0.1290908   0.02816526  0.20419817
 -1.01277597 -0.44829713 -0.84026373 -0.38609884 -0.9799165   1.30381704
  0.03051237  0.6125945  -0.7616357  -0.50697476]"
Sperm concentration decreased,0.04638605442176869,0.07353504079924018,"[ 0.0491459  -0.43653121 -0.24226037 -0.3879635   0.87479698 -0.63080205
 -0.53366663 -0.63080205 -0.29082808  0.08152437  0.09771361  4.76021381
 -0.09655723 -0.53366663  0.14628132  0.14628132  0.34055216  0.63195842
 -0.33939579 -0.53366663 -0.63080205 -0.27463884 -0.63080205  0.19484903
 -0.63080205 -0.04798952 -0.63080205  0.17865979]"
Bronchiectasis,0.04638798701298701,0.05067810346133539,"[ 0.02909673 -0.88651597 -0.71940998 -0.13106876 -0.02482565 -0.51706758
 -0.73115545 -0.36437648 -0.19032999  0.02802896  0.95752267  0.13854315
 -0.35903763 -0.65427601 -0.24478625 -0.11291667 -0.29817475 -0.42577325
 -0.5127965   0.55657507  0.67563141 -0.06059594 -0.32326734 -0.86088949
  0.08889185  0.43431541 -0.15722912  4.66588758]"
Freezing phenomenon,0.046391369047619035,0.0367057857200153,"[ 0.10304212 -1.12197668 -0.3415593  -0.32736989 -1.09359787 -0.00574333
 -0.60169843 -0.5544004   0.11723153  0.63277998 -1.1503555   1.80104116
  1.42265697 -0.88075676 -0.82399914 -0.58277922 -0.92332498 -0.43615534
  0.32534283  0.03209509  0.72264623 -0.77197131 -0.43142554  1.6827961
 -0.36047851  1.79158156 -0.79089052  2.56726914]"
Spinal operation,0.04639205375401695,0.03784604486010329,"[ 0.12775285 -0.31803127 -0.07487629  0.10546364  0.888963   -0.85432307
  0.15409464 -0.56726511 -0.33086444  1.13414426  3.42520445  0.16017351
 -1.18190685 -1.10153062 -0.74828048 -0.98940916 -0.27142656  0.92273452
 -1.07856598  0.88693671 -0.78610459 -0.578072   -0.89417346  1.40499189
  0.66809723  0.69646531 -1.0501979   0.25000577]"
Cholangitis sclerosing,0.04639475108225107,0.044028766090527346,"[-0.1590054   1.99179232 -0.45151389 -0.43430751 -0.70960962 -0.76983196
 -0.02995754 -0.30525965 -0.30525965 -0.96770535  0.32707488 -0.79564153
  0.3141701  -1.05373725 -1.02792768 -0.95910215 -0.67519686  0.27975733
  0.50344029  1.59604554 -0.85586386  0.4045036  -0.64078409  1.96598274
  0.1248999   0.67550411 -0.83435589  2.79188907]"
Application site erythema,0.04640618950832365,0.03242864340792994,"[-0.56295241  0.94337759 -0.32948171  0.17036497  1.54194007 -1.12077503
 -0.74784867 -0.463192   -0.53683712  1.26877412  0.34690434  1.2938448
 -0.78963314 -0.99646625 -0.90088428 -0.82306071 -0.0244551   0.53075599
 -0.99907778 -0.25792581 -0.07616338 -0.57287622 -0.83925219  2.58916325
  1.39047138  1.70437718 -0.94214644 -0.79694542]"
Gastric ulcer,0.04641133130081299,0.025252863356167957,"[-0.62955712  1.30111825 -0.8458652   1.3735563   1.38764148 -0.77141498
 -0.56516774 -0.91930934 -0.01483974  0.60088372 -0.0108154   2.13516196
  0.05961048 -0.98671697 -0.83077394 -0.63559362 -0.30459196 -0.93540668
 -0.68791    -0.03797967  0.51838483  0.28698549 -0.03294925  2.72975766
  0.28396723 -0.09733864 -1.67789674 -0.69294042]"
Impaired work ability,0.046412740628166145,0.03540887905498531,"[-0.40318181  1.89895143 -0.83757019 -0.46452195  2.01412069 -0.34434534
  0.19644942 -0.20038377  0.34792202  0.45558024 -0.90892505 -0.29301991
 -1.25192913 -0.69986782 -1.09670101 -0.85008858 -0.82505179  0.20896782
 -0.48955875 -0.20413929  0.04122129  0.64836356 -1.22313682  2.26323679
  0.92627197 -0.14905834 -0.81879259  2.05918692]"
Ileus paralytic,0.04642195767195766,0.03592159786737848,"[-0.28961516 -0.07824949 -0.29477042 -0.25352833 -1.08610286 -1.24591593
  0.40634498  0.1769359  -0.04989555 -0.23548492 -0.24579544 -0.36952169
 -0.84380563 -0.1736218  -0.5499558  -1.14796599 -0.17104417  1.60236535
 -0.61697418 -0.46231637  1.52761408  0.07898595 -0.74070043  3.1979184
  0.08156358  2.26481629 -0.81287407  0.3315937 ]"
Anion gap decreased,0.04642857142857143,0.050407125790892564,"[ 0.02952153 -0.05313875 -0.58009797  0.25683727 -0.48710517 -0.30111956
 -0.69375584 -0.61109557 -0.35278223 -0.25978942 -0.34244969  4.43118094
  0.05018659 -0.17712915  0.41182528 -0.01180861  0.32916501 -0.69375584
 -0.11513395 -0.69375584 -0.76608358 -0.47677263 -0.70408838  0.46348795
 -0.35278223  1.84804748 -0.30111956  0.15351193]"
Oesophageal candidiasis,0.046443452380952384,0.04875610235296187,"[-0.32016749  3.45713746  0.18831587 -0.61927535 -0.1236109  -0.86710758
 -0.8500157   0.40196434 -0.04242448 -0.49108627  0.82071534 -0.57654566
 -0.72609959  0.11994836 -0.6961888  -0.74746443  0.58142905  2.42735183
 -0.56372675 -0.73464552 -0.62354832  0.65406953  0.04730788 -0.00396776
  1.27792306 -0.88419945 -0.78592116 -0.32016749]"
Delusion of grandeur,0.04644607843137254,0.054709456582584574,"[-0.2217597  -0.64287914 -0.58911922 -0.71455905 -0.79519894 -0.45471939
 -0.56223925  0.19935973 -0.34719954  1.06847858  3.63103517  0.2262397
 -0.04255994 -0.11423985 -0.34719954 -0.31135959 -0.20383973  2.71711638
 -0.2217597  -0.06047992 -0.06943991 -0.66975911 -0.66975911  1.15807846
 -0.41887944 -0.34719954 -0.49055935 -0.70559906]"
Cushingoid,0.046446078431372544,0.05178717910042442,"[-0.61289679  0.95839074 -0.49930974 -0.8400709  -0.6886215  -0.8400709
 -0.8400709  -0.55610327 -0.51824092 -0.85900207  0.22007491  2.5107471
  0.39045549 -0.78327737 -0.32892917 -0.04496154 -0.46144739  0.3052652
  0.3809899   2.57700621 -0.72648385 -0.0733583  -0.72648385  1.99960537
  1.51686041 -0.17747977 -0.72648385 -0.55610327]"
Breast enlargement,0.0464463397299218,0.04276047394465922,"[-0.11614091 -0.59317046 -0.80259807  0.08601491 -0.34447518 -0.8680442
 -0.82150473  0.3521625   0.00457084 -0.40555823  1.21750575  0.84664436
 -0.94221648 -0.12195834 -0.39683208 -0.48409358  0.68957365  0.82919206
 -0.1234127  -0.39683208 -0.29211827 -0.50009153 -0.52336126  4.3138348
 -0.01869889  0.60958394 -0.52772434 -0.67025146]"
Bursitis,0.04644747755659639,0.0484550560141753,"[ 0.09939486  4.62516505  0.26855618 -0.34571086  0.91242646 -0.91486823
 -0.22447858 -0.37460926  0.01410936 -0.13884067 -0.56033429  0.08882228
 -0.94588114 -0.53707461 -0.50007057 -0.16174793 -0.07258581 -0.22130681
 -0.3337286  -0.90041903 -0.51663428  0.27278522  0.11631099  0.28793925
  0.65057884 -0.05989871 -0.88244564  0.35454652]"
Breast tenderness,0.046452275600505674,0.03271545487294914,"[-0.18234654  0.59308916 -1.17192872  0.12872941  1.90727233 -1.26434984
 -0.11697551 -0.89015703  0.20086296  0.71030618  2.29048183  0.77116887
 -1.20123298 -0.85634443 -0.17783819 -0.74363575 -0.22743001  0.32033416
 -0.52723509 -0.26349679  0.24820061  0.32935086 -0.56781021  2.67819968
  0.36541763 -0.06287534 -0.91044459 -1.37931269]"
Drug dose titration not performed,0.04645270270270269,0.049571258370378624,"[-0.27147197  0.18514616  0.12608112 -0.10563554  1.31192521 -0.48955824
  0.4441236  -0.14879844 -0.25784158  0.19196135 -0.74626395  0.19877655
 -0.02612492  0.69401412  0.03066838 -0.54180808 -0.44639533 -0.32599354
 -0.52817768 -0.550895   -0.66902507 -0.64176428 -0.51227556  4.51052383
 -0.68719892 -0.90301346 -0.44639533  0.60541657]"
Intervertebral disc operation,0.04645562770562769,0.046772932000487905,"[-0.02950147 -0.29675005 -0.5559002  -0.53160487  1.34318446 -0.90818243
 -0.16717498 -0.59639241 -0.8838871   0.92611469  3.01551274 -0.06999368
 -0.0173538  -0.43442357 -0.60449085 -0.89603477  0.64266922 -0.42632513
 -0.7867058   0.35517453 -0.95677308 -0.66522917 -0.68142605  1.49300564
  0.28228855  2.48506479 -0.64093384 -0.39393136]"
Haemorrhagic diathesis,0.04645833333333333,0.030864029568546506,"[ 0.07875043 -0.63225344 -0.85725467 -0.51975283  0.04275023 -1.28925702
 -0.08325045 -0.16425089 -0.04725026  1.01475552  3.10276689  0.45675249
  1.15875631 -0.73125398 -0.5332529  -0.50625276 -1.05975577 -0.5332529
 -0.3307518   0.16875092  0.87975479 -0.66375361 -0.77625422  2.1127615
 -0.47925261  0.38475209 -1.3972576   1.20375655]"
Cholinergic syndrome,0.04648268398268398,0.05788732471544908,"[ 0.00841312  0.42719952 -0.65466534 -0.30567668 -0.66775242  3.83856372
 -0.37547441 -0.46272158 -0.5761429  -0.69828893  2.15033105 -0.62412884
  0.21780632 -0.47580865 -0.72446308 -0.75063723 -0.54996875 -0.16608121
 -0.63721591  0.83289884  0.22653104  1.21678637  0.66276687 -0.05702226
 -0.17916829 -0.20098008 -0.73318779 -0.74191251]"
Arthralgia,0.04648689411907803,0.028104256174078943,"[ 0.08557333  1.28908338 -0.70714796  0.9533663  -0.03903113 -1.48717552
 -0.37856541 -0.44354878 -0.02079338  1.35297611  3.46672282  0.20993543
 -1.38352024 -0.23891935 -0.83360043 -0.66608271 -0.52069569  0.45873537
 -0.54250829 -0.15522866 -0.4702995  -0.32380671 -0.70452741  1.12727632
  0.82745914  0.5793257  -1.17722457 -0.25777816]"
Hot flush,0.046487203752468724,0.03187297217653047,"[ 0.0053896  -0.39281652 -1.3419447  -0.63258358  1.42381061 -1.04133222
 -0.44251698 -0.54914705 -0.03406956  0.52739503  2.22504227 -0.29281317
 -0.39612988 -0.94644952 -0.69704357 -0.5702321  -0.38468371  0.27045872
 -1.07085128  0.68372557  1.4054365  -0.15726646 -0.50878426  2.31209337
  0.19726349 -0.32534438 -1.214832    1.94822576]"
Autoimmune thyroiditis,0.04649010448061079,0.03836548774007528,"[-0.04598837  0.63496677 -0.58305392 -0.04965434  0.42325662 -1.0385515
  0.21612895 -0.7736847   0.04382806 -0.80851148  0.75686049 -0.2430346
  0.27845055 -0.59038587 -0.30352321 -0.6948662  -0.18712846  1.38007649
 -0.69120023  0.24912274 -1.03671851  0.28394952 -0.76451976  3.81428488
  0.15564034 -0.88366399 -1.07154529  1.52946503]"
Sensitive skin,0.0464908637873754,0.043524638639257276,"[-0.74756222 -0.38690042 -0.77427791 -0.52493148  0.91771571 -0.72084653
 -0.67632038 -0.44923703 -0.06631216  0.08062413 -0.17762753  2.52956226
  0.51252777 -0.57836286 -0.07076477 -0.87223543  0.87318956  0.93552617
 -0.48040533  0.49026469 -0.66741515 -0.42252134 -0.8009936   3.42008522
  0.36113886 -0.05295431 -0.93457204 -0.71639391]"
Cyclic vomiting syndrome,0.04649170274170274,0.04981282191861377,"[-0.50749146  3.49233061 -0.38582386 -0.65957595  0.70918446 -0.62915905
 -0.65957595 -0.75589612 -0.29457317 -0.26922576 -0.8217994   1.90558244
  0.36445962 -0.56832525 -0.35540697 -0.56832525 -0.32499007 -0.84207733
  0.0704296   1.4696069  -0.65957595 -0.11207178 -0.29457317  0.90689429
  1.24148017  0.37459858 -0.93332803 -0.89277216]"
Sleep paralysis,0.04649470899470898,0.04591855851430501,"[ 0.59389328 -0.71007935 -0.16563717 -0.38408619  0.39224802 -0.89156007
 -0.21940924 -0.62942125 -0.30006734  1.13833545 -0.45466203  0.2914254
  2.11967567 -0.62942125 -0.26982055 -0.74368689 -0.1488334  -0.32695337
 -0.54540239 -0.44794052 -0.45802278 -0.70335784  0.19060277 -0.30678885
 -0.57228843  0.09650166  0.0124828   4.07227386]"
Electrocardiogram PR prolongation,0.04649577572964669,0.0482298435787647,"[-0.25618973  2.74801808 -0.7188043  -0.41782615 -0.48471018 -0.41782615
 -0.72995163 -0.74109897 -0.18373203 -0.54044687 -0.48471018  3.46702144
  1.29329037 -0.84142502  0.38478225 -0.39553147 -0.20045304 -0.46798917
  0.16183547 -0.66864127 -0.36208945  0.26216152 -0.65192026 -0.34536844
  1.11493294 -0.32307377 -0.31192643  0.11167245]"
Cutaneous vasculitis,0.04650573192239859,0.04304241894644405,"[-0.23910692  0.66917499 -0.06940162 -0.35622748 -0.60959033 -0.58807839
 -0.24866778 -0.48051869  0.09552326  0.67634563 -0.86056296 -0.27017972
  3.5183119   2.56222569 -0.15783959 -0.29169166 -0.2821308  -0.84861188
 -0.85339231 -1.04938998  1.1950224   0.03337765 -0.129157   -0.56656645
  0.79107598 -0.49246977 -0.79363692 -0.35383726]"
Hypomagnesaemia,0.04651166304085085,0.0384305245899993,"[-0.77439469  1.64608501  0.05554697 -0.73476882  0.30210788 -0.33520806
 -0.31869728  0.02472685 -0.63680489 -0.78430115 -0.39024397 -1.11121451
 -0.9912362  -0.55645245 -0.15358952 -0.82062486 -0.55865388  0.46391348
 -0.3076901   0.30761147  0.55747454  0.57948891 -0.44638061  0.79192756
 -0.01599973  0.56517957 -0.44858205  4.09078052]"
Blister infected,0.04651190476190477,0.046396965738130076,"[-0.01821753  0.46313579 -0.58578338 -0.45646458  4.39299048 -0.54986149
 -0.41335831 -0.13316758 -0.21219573  0.29071072  0.97322661 -0.01821753
  1.15283606 -0.48520209 -0.72228656 -0.03977066 -0.14035195  0.85109219
 -0.71510218 -0.13316758 -0.52830836 -0.57141462 -0.74383969 -0.37025204
 -0.23374887  0.54934832 -0.61452089 -0.98810854]"
Cerumen impaction,0.046517857142857146,0.05556574718734132,"[ 6.77554275e-01  7.37543270e-01 -5.97211870e-01 -3.42258641e-01
 -1.23191686e-02 -8.37167851e-01 -5.67217373e-01 -2.97266895e-01
 -2.52275149e-01  2.67808014e-03 -4.32242134e-01  1.92232592e+00
 -5.67217373e-01 -6.57200865e-01 -2.97266895e-01 -2.73164174e-02
 -6.57200865e-01  1.62238095e+00 -6.57200865e-01 -3.42258641e-01
 -7.47184358e-01 -7.92176104e-01 -3.87250388e-01  3.79698202e+00
  5.87570782e-01  3.32617553e-01 -7.92176104e-01 -4.17244885e-01]"
Myocardial infarction,0.04652037730414745,0.02775236650697862,"[-1.064417   -0.10708961 -1.00145617  0.63976297  0.84640362 -1.02526828
 -0.47436108 -0.513308   -0.4158398   0.13547099  0.84842159  1.01954588
 -0.03282813 -0.81842583 -1.02950603 -0.78472565 -0.54095426  0.37561003
  0.12073977 -0.04170722  0.12154696  0.14899142 -0.73064392  3.92966775
  0.52050064  0.33000379 -1.21374715  0.75761271]"
Retinal pigmentation,0.0465210355987055,0.04023214637144013,"[-0.31572428  3.1552318  -0.78227226  0.30566936 -0.0462526  -1.10805145
 -0.16087861 -1.1140844  -0.64150347  0.09049422  2.3890474   1.32322659
 -0.0925052  -1.0437     -0.4987237  -0.41024046 -0.75612948  0.33382312
 -0.4524711   0.51883353 -0.77020636  0.69781098 -1.00549133  0.72395376
  0.65356937  0.37605376 -0.87276648 -0.49671272]"
Abdominal injury,0.04652777777777776,0.035672391240332495,"[-0.07786912 -0.54508385 -1.0901677  -0.60348569 -0.49641565 -0.7494903
  0.30174285  0.25307465  0.37961197  0.37961197  2.55994738 -0.00973364
 -1.30430779 -0.30174285 -0.92469582 -0.60348569 -0.78842486 -0.30174285
 -0.56455113 -0.15573824  2.14140085 -0.44774745 -0.73975666  2.37500821
  0.02920092  1.76178888 -0.03893456 -0.43801381]"
Cardiac operation,0.04653051828466192,0.031757199788636815,"[-0.3097322  -0.18215277 -0.91573448 -0.72871464  2.95369157 -0.36482332
 -0.43731163 -0.5286469  -0.0864682   1.09219174  1.7590842   0.56737637
 -0.8374471  -1.03896461 -0.55619246 -1.11725199  0.29337055  0.08315445
 -0.83454757 -0.37207215  0.33541377 -0.49385251 -0.98967256  1.86201761
  0.74714738  1.37489615 -0.97372513 -0.3010336 ]"
Mood swings,0.04653455806783143,0.038133373107048084,"[ 0.68987258 -0.56157251 -0.73372482 -0.87993637  2.33671772 -0.90430496
  0.42732066 -0.47746156  0.56567137  0.69773342  0.16005224 -0.29587625
 -0.2361339  -0.78875067 -0.52226833 -0.45938164  0.40688249  0.15533573
 -0.3320361  -1.0843181   0.87067181 -0.19918797 -1.05051651  3.31381964
 -0.5717916  -0.77145683 -0.8304131   1.07505355]"
Oral discomfort,0.0465361144457783,0.03851709080923584,"[-0.52095124 -0.68276234 -0.59003913  0.40264473  1.45350785 -0.57549431
  0.17356384 -0.70276147 -0.36641254  0.53354809  1.16624769 -0.81548381
 -0.65185461 -0.39550218 -0.15914888 -0.78821228 -0.29732466  0.8535341
 -0.62094687 -0.89548031 -0.4882254  -0.43368233 -0.69185286  3.98976055
  0.73717555  0.55536532 -0.55004088  0.36082837]"
Platelet disorder,0.04654017857142858,0.07320325460415494,"[-0.25156229 -0.59307716 -0.63576652  0.0686079  -0.01677082 -0.63576652
 -0.37963037 -0.25156229 -0.63576652 -0.33694101  1.00777379 -0.35828569
  2.70823325  0.26071001 -0.57884738 -0.37963037 -0.25156229  0.80855678
 -0.59307716 -0.42231973 -0.37963037 -0.28002187 -0.63576652  3.76123743
 -0.59307716  0.46704191 -0.28002187 -0.59307716]"
