pt,mean_mae_rf,std_mae_rf,z_mae_rf
Plasma cells decreased,0.6314407042802996,1.122229077357485,"[-0.42655281  0.33709197 -0.5626665  -0.38118158  0.07439478 -0.5626665
 -0.5626665  -0.04742364  0.31554621  0.56394813  1.75685416 -0.5626665
  4.24741024 -0.5626665  -0.29043912 -0.41039348 -0.11417523  1.41988874
  0.01410692 -0.38118158 -0.46115115 -0.41039348 -0.5626665  -0.17968411
 -0.5626665  -0.5626665  -0.5626665  -0.5626665 ]"
Laryngeal discomfort,0.6314407042802996,1.122229077357485,"[-0.42655281  0.33709197 -0.5626665  -0.38118158  0.07439478 -0.5626665
 -0.5626665  -0.04742364  0.31554621  0.56394813  1.75685416 -0.5626665
  4.24741024 -0.5626665  -0.29043912 -0.41039348 -0.11417523  1.41988874
  0.01410692 -0.38118158 -0.46115115 -0.41039348 -0.5626665  -0.17968411
 -0.5626665  -0.5626665  -0.5626665  -0.5626665 ]"
Prinzmetal angina,0.6315954899050362,0.8470490031842397,"[-0.10790911 -0.36218081 -0.70425927 -0.411215   -0.59443006 -0.59443006
 -0.06033282 -0.51879642 -0.51939768 -0.14003363 -0.26748454 -0.71460501
  0.89787778  0.5517227  -0.46387263 -0.49293208  0.26399628  3.267615
 -0.45354527 -0.07311228 -0.63183913 -0.23863382 -0.67322207  3.21572753
  0.14660275  0.88165513 -0.74564221 -0.45732328]"
Erection increased,0.6317066422168885,0.4448151640828553,"[-1.66505838e-01 -9.91591911e-01 -6.87214560e-01  1.48559013e-01
  8.47081667e-01 -1.36582859e+00 -2.59702562e-01  8.73021924e-02
 -9.85695070e-02  1.72875504e+00 -1.06800544e+00  1.68266251e+00
 -6.68333799e-01 -8.03351304e-01 -8.65647093e-01 -1.80250052e-01
 -1.19785708e-01  1.90986194e-03  3.25260908e-01 -2.85178036e-01
  1.08499560e-02 -9.06816210e-01 -7.72674336e-01  1.58225613e+00
  5.03708443e-01  3.11859578e+00  1.35385640e-01 -9.32872187e-01]"
Hypoglycaemia neonatal,0.6318899547791477,0.49812048871214115,"[-0.03298277  2.12887378 -0.93213599 -0.07333389 -0.1498602  -0.40416988
 -0.05191594 -0.28799991 -0.09244577 -0.11691399 -0.39535851  1.33631584
 -0.36982807 -0.86002796 -0.29350883  0.4674942   0.00660907 -0.91559843
 -0.45108444 -0.64991984  1.68549453 -0.96298787 -0.08291354  0.25395736
  0.16857369 -1.10372323 -1.17419327  3.35358384]"
Breast discharge,0.631982719612326,0.46718880196391727,"[-0.07676632 -1.26050141 -0.18333516 -0.30119757  1.36515256 -0.28020292
  0.41596743 -0.03504185 -0.5180993  -0.25671046 -0.66745142  0.44655049
 -1.03850365  3.81160898 -0.78247747  0.17441285  0.28004064  0.27591723
 -0.27550798 -0.11887429  1.40537208 -0.78048392 -0.75162516  1.09963264
  0.15075012  0.03461754 -0.93721055 -1.19603312]"
Breast reconstruction,0.6320154103713367,0.5714988853906913,"[-0.17287372 -0.39798936 -0.57372665 -0.05101658  0.33664972 -0.27682853
 -0.17837781  0.49708329 -0.53855493  0.04496356 -1.01997617 -0.80807668
  0.01793503 -0.01795259  0.06296506 -0.18219822 -0.65705845 -0.57816659
 -0.4026234  -0.40867528  1.5671439  -0.35748334 -0.76978882  0.35526875
 -0.15113046  1.71725185 -1.10589089  4.04912731]"
Pharyngeal disorder,0.6320482865736493,0.9800317670362321,"[-1.36437038e-01  4.24773565e+00 -6.44926326e-01 -2.63450486e-01
 -5.72927384e-01 -6.44926326e-01  9.35972864e-02 -6.44926326e-01
 -6.44926326e-01 -5.00928443e-01 -1.04637627e-01  1.32135936e+00
 -8.01183994e-04 -3.05981856e-01 -4.64928973e-01 -1.55452074e-01
  2.48385927e-02 -2.91834874e-01 -4.28929502e-01 -8.54284275e-02
 -5.00928443e-01 -4.46929237e-01 -5.00928443e-01  2.00831569e+00
  4.37737040e-01 -1.54612923e-01 -5.36927914e-01 -1.01813487e-01]"
Hepatic cyst,0.6320568124867034,0.5306626810387824,"[ 0.13818713 -0.95993421 -0.92319456 -0.89393179 -0.21361793 -0.87186284
 -0.67914763 -1.11226374  0.31894386  0.77668469  1.39658161  2.02217306
 -0.731061    0.30461052 -0.75989855 -1.15804127  0.52962322  1.74371374
 -0.38582762  2.95585906 -0.35894842  0.03816148  0.05326077 -0.65717143
 -0.01512213 -0.7205052  -0.31165903  0.4743882 ]"
Thyrotoxic crisis,0.6321726381966913,0.9731464946221446,"[-0.15175398 -0.30020574 -0.51201332  0.23107821 -0.3658153  -0.31853235
  0.04892253 -0.10919456 -0.30091244  0.29258879  0.472961    0.24461099
  1.07397929 -0.30534552 -0.47106473 -0.63726212 -0.26823135 -0.47363861
  0.01424723 -0.39996549 -0.64961714 -0.41526995 -0.43997997  0.07072222
 -0.0308197  -0.59902646 -0.50871208  4.80825055]"
Oral mucosal exfoliation,0.63218559082419,0.8559843677615502,"[-0.34455357 -0.1332016  -0.46198779  0.02397045  0.20211335 -0.54431862
 -0.66744714 -0.31013726 -0.03702222  0.59326083 -0.60470028  1.28451574
  4.62790922 -0.36410287  0.41518991 -0.50516693 -0.19384648 -0.69597112
 -0.47526625 -0.5360555  -0.49811885 -0.47339854 -0.73854806  0.33447098
 -0.34332384  0.30146011  0.21386102 -0.06958469]"
Urinary tract infection staphylococcal,0.6322466727546929,1.257519863439403,"[-5.02772712e-01 -3.72674496e-01 -2.22215515e-01 -5.02772712e-01
 -2.78326955e-01  1.40176686e-03 -4.16040568e-01 -4.37723604e-01
  2.46702085e-01  3.32111957e-01 -5.02772712e-01  4.70940336e+00
 -3.07625388e-01 -5.02772712e-01  4.32417944e-01  1.97377567e-01
 -5.02772712e-01 -5.02772712e-01 -3.07625388e-01 -4.37723604e-01
 -2.22215515e-01  2.90632178e-01 -3.64001281e-01 -1.67346789e-01
 -9.89042201e-02 -5.02772712e-01 -5.02772712e-01  1.44455816e+00]"
Tongue ulceration,0.6322793285331338,0.42357385714114465,"[-0.39753196  1.13026131 -1.13139511 -0.29163374 -1.08245119 -0.60816223
 -0.37100779 -0.40853582  0.02604931 -0.71521808 -0.45412684  0.77889493
 -0.14905854 -0.67404681 -0.59462569 -0.71765338  0.79955908 -0.81545197
  0.07718668  3.12787261 -0.65394919 -0.4724846  -0.05628326  2.23664607
  1.04735172 -0.16066868 -0.88998983  1.42045298]"
Lung cyst,0.6322922958887045,1.0638301390497564,"[-0.59435456  0.08019102 -0.56817263 -0.59435456 -0.26449774 -0.4977915
 -0.52408596 -0.39743165 -0.28207334  0.07181042  4.81640896 -0.07071599
  0.62781797 -0.59435456 -0.52453609 -0.47569189 -0.5419907   0.89360541
 -0.07218598  0.1725396  -0.06345867  0.47761768  0.11690012 -0.27668891
 -0.1743268  -0.15363806 -0.26272522 -0.32381639]"
Haemophagocytic lymphohistiocytosis,0.6324849121637337,0.4327573829813538,"[-0.55942418 -0.48743672 -0.88973446  0.16795103 -0.73378202  0.08974471
 -0.05126544  1.3206906   0.11456081  0.37427671 -0.65677354  1.24214674
 -0.6963765  -0.85565073 -0.65664395  0.0151918  -0.48586703  2.12428117
 -0.12521704 -0.58222785  2.7528861   0.14911072 -0.74550774 -0.34502937
 -0.64842964 -0.78856176 -1.20687126  2.16395881]"
Coloboma,0.6326848205894177,0.9027750656550265,"[-0.3185362  -0.04327639 -0.54944174 -0.70082221 -0.64575638 -0.39647639
 -0.13498342 -0.15198333 -0.27190486 -0.4141077  -0.18506308 -0.3185362
 -0.12817604  0.35046433 -0.70082221 -0.13567518  0.35046433  0.17467519
 -0.54021354 -0.0356168   0.95014151 -0.1380354  -0.44084692  4.84764613
  0.32409669  0.01216895 -0.34527541 -0.4141077 ]"
Diaphragmatic paralysis,0.6327518879765758,0.9903008680962848,"[-0.25770992  1.64040732 -0.57759487 -0.10817398 -0.52234706 -0.27413513
 -0.41704337 -0.14440293  0.19199231  0.27330165 -0.44084798 -0.18005075
 -0.42612616 -0.63894914 -0.51236568  0.08068389 -0.27629821 -0.11890208
 -0.40309186  0.30234756 -0.63894914 -0.07988912 -0.25128531 -0.05913836
 -0.03951093 -0.18722491 -0.61609776  4.68140191]"
Sexually inappropriate behaviour,0.6328216969744699,0.6939283584929353,"[ 0.29495093 -0.30961045 -0.33390798 -0.1655879   4.63105931 -0.85141491
 -0.40006272 -0.45394338 -0.12384453  0.47519649 -0.02857451  0.72164249
 -0.37090081  0.08434084 -0.03003485 -0.3710933  -0.15139396 -0.1164272
 -0.36854819  0.09856808 -0.73174038 -0.57603353 -0.88387421  0.50150618
 -0.30601213  1.03620603 -0.49731028 -0.77315513]"
Peripheral embolism,0.6330256994380673,0.7591817618603071,"[-0.13475073  4.00531692 -0.58322405  0.08943087 -0.63804992 -0.52032707
 -0.6471639  -0.11596626  0.3537594   0.36640842 -0.31397342  0.71523732
 -0.77390173 -0.20904856  0.05190153 -0.70542946 -0.2542489  -0.1670999
 -0.43871654  2.20938337 -0.70128726 -0.71657666 -0.13386506 -0.7987147
  0.63857459  0.67147561 -0.65711981 -0.59202412]"
Lymphocyte count abnormal,0.6330306761490453,0.4911852584714078,"[-0.39765654 -0.70215016 -0.63994326 -0.68435918  0.35214283 -0.55858016
 -0.51579208 -0.26140995  0.13459691  0.21285901 -0.70668785 -0.36302304
 -0.06904359 -0.41679837 -0.84303984 -0.98631672  0.49378154  1.1299512
 -0.33843257  3.90441819  0.87481689  0.98658641 -0.1841578  -0.60637738
 -0.45561538  0.36041209 -1.22892563  1.50874443]"
Alcohol rehabilitation,0.6330388840215262,0.7302203337609626,"[-0.54198719 -0.19185106 -0.8669149  -0.37798566  0.05719196 -0.8669149
 -0.70445104 -0.29986299 -0.58905454  0.04102222  3.53742368 -0.8669149
 -0.11384483 -0.34458679 -0.65988845 -0.8669149  -0.3031815   0.4932377
 -0.23085418  0.45367451 -0.23085418  0.2404089  -0.10183396  1.33602423
  0.24633029  2.68050311 -0.8669149  -0.06100576]"
Stiff person syndrome,0.6330568361730498,0.7561191648436505,"[-0.12362383 -0.67856971 -0.22137015 -0.12677286 -0.82327223 -0.45224264
 -0.60776238 -0.6582465   0.35489022 -0.1412694   0.07279043  2.56491426
 -0.52044309 -0.25958134 -0.0377728  -0.69256396 -0.28088449 -0.57385406
 -0.36204999  3.87208756 -0.33066869  0.95461127  0.52508498  0.56677228
 -0.41534874 -0.64161134 -0.36564114 -0.59760164]"
Paraplegia,0.6330779832834598,0.5795095699405972,"[ 0.58231781 -0.14053672 -0.63539694 -0.42576513  1.14907607 -0.85751964
 -0.14179396  0.14632307 -0.64092228  3.90855705 -0.35192202  1.48176827
  1.14484922 -0.72859582 -0.16438917  0.0776843   0.42566332  0.53678075
 -0.77155427 -0.83082349 -0.44836577 -0.59905447 -0.48217563  0.47420385
 -0.5242225  -0.18681042 -0.98089403 -1.01648147]"
Renal atrophy,0.633405083436865,0.6137766779808151,"[-0.08361729 -0.5531793  -0.40891425 -0.4245576   1.97658369  0.12561011
 -0.42263545 -0.50022161 -0.7164696   0.31393483  1.55226845  3.27911087
 -0.19854162 -0.8463691   0.01703951 -0.1192518  -0.64020086 -0.15526749
 -0.79281616 -0.71309498 -0.35239863  0.48405547 -0.31446658 -0.35011365
 -0.83206854 -0.63617911 -0.81642519  2.12818587]"
Pseudoporphyria,0.6334173014130255,0.8522044565491642,"[-0.45469207 -0.0178521  -0.57153495 -0.12711316  0.16100778 -0.65414856
 -0.74326917 -0.45704547 -0.29140864  0.2462873   0.19522466 -0.40490265
  4.60174143 -0.21908325 -0.74326917 -0.65414856 -0.03368362  0.18141198
 -0.31085177 -0.14886276 -0.24383606 -0.18590766 -0.31085177  1.2111828
 -0.17924131  1.1492204  -0.38478538 -0.60958826]"
Thirst decreased,0.6334998244386908,0.9253949849538632,"[-0.32857244 -0.29479599 -0.32940911 -0.51693909  4.43552663 -0.68457236
  0.07073596 -0.49394767 -0.68457236 -0.02554671 -0.28049794  2.17479786
 -0.01322643  0.0083634   0.03444952 -0.51133842 -0.12841572 -0.36131282
 -0.41340517 -0.29652277 -0.49327834 -0.16130206 -0.47198678  0.51069051
 -0.34972417  0.00627575 -0.46106134  0.05958805]"
Vasectomy,0.6334998244386908,0.9253949849538632,"[-0.32857244 -0.29479599 -0.32940911 -0.51693909  4.43552663 -0.68457236
  0.07073596 -0.49394767 -0.68457236 -0.02554671 -0.28049794  2.17479786
 -0.01322643  0.0083634   0.03444952 -0.51133842 -0.12841572 -0.36131282
 -0.41340517 -0.29652277 -0.49327834 -0.16130206 -0.47198678  0.51069051
 -0.34972417  0.00627575 -0.46106134  0.05958805]"
Limb crushing injury,0.6336700039520818,0.672992864962796,"[-0.08550633  1.26588873 -0.45363558 -0.36098069  0.51678433 -0.29986796
 -0.33972472 -0.822468   -0.47348136  0.33926251  0.39014652  0.89512874
  0.21067251 -0.58588353 -0.46056774  0.20987434 -0.05628926  1.36101423
 -0.45617713 -0.52401449 -0.81051148 -0.43758058 -0.51769163 -0.65233335
 -0.89242316 -0.29039242 -0.85065161  4.1814091 ]"
Device issue,0.6337002370842532,0.5003485649921475,"[ 0.34516984 -0.50097235  0.46132389 -0.26525314 -0.97558177 -0.9070706
 -1.23753759 -0.0880947   0.04872333  0.14619692  0.01247658 -0.1545829
 -0.7840539  -0.46562708  0.5909754   0.67075524 -0.18084891 -0.86926564
  4.27344894 -0.78726641 -0.62056023  0.94097065  0.28191215 -0.13009581
  0.59565825 -0.25747968  0.59377859 -0.73709909]"
Cataract congenital,0.6337560969766508,0.8733868950195188,"[-0.35993253  1.91389788 -0.60395149 -0.48782157 -0.70318865 -0.54311202
 -0.39359518 -0.31122173 -0.60395149 -0.72563042  0.06011899 -0.54665115
  0.26771206 -0.14456875 -0.40799998 -0.0539766   0.50080576 -0.37115341
 -0.55258211  0.01208096  1.61818113 -0.50167698 -0.59962759  4.06269624
  0.35013401  0.0822007  -0.69196776 -0.26521834]"
Delusion of replacement,0.6338394823045576,0.5888668135978008,"[-0.52568696  3.18381377 -0.97651698  0.02904733 -0.83879584 -0.89115582
  0.06827968 -0.81261585 -0.11900224 -0.36065781 -0.32846409  0.92071982
 -0.25994176 -0.48551077 -0.26683429  0.04881187  0.32218472 -0.32883001
 -0.62109813 -0.21804918 -0.79110071 -0.81975497 -0.82941724  2.11370259
  0.44942074  0.8026752  -0.62370826  2.15848518]"
Drug titration error,0.6341217663558422,1.3653036703903614,"[ 0.10230305  0.03470211 -0.37982824 -0.41769783  5.09311221 -0.12742105
  0.02547679 -0.34441387  0.08574762  0.09347093 -0.10180709 -0.38140159
 -0.32915356  0.32033962 -0.1167884  -0.04408635 -0.35740845 -0.10903107
 -0.39181389 -0.23050089 -0.36833981 -0.30689277 -0.09315237 -0.20085688
 -0.4357841  -0.18763142 -0.4066602  -0.4244825 ]"
Frontal lobe epilepsy,0.6341696627224943,0.8604927175936088,"[ 7.30663490e-01 -2.33884384e-01 -7.36984346e-01 -4.77723119e-01
  1.98831932e+00 -4.77723119e-01 -2.70915075e-03 -6.07353733e-01
 -1.95665209e-01  3.81622559e-01  1.88010900e-01 -4.02967579e-01
 -6.24183255e-01 -3.19328661e-01  3.30104018e-01 -4.99594749e-01
 -2.58175966e-01 -4.46177784e-01 -6.07353733e-01 -3.28425261e-01
 -7.36984346e-01 -5.64143528e-01 -5.64143528e-01  9.85317228e-01
 -1.05660802e-01  1.52326012e-01 -7.36984346e-01  4.16980307e+00]"
Skin abrasion,0.6342634200441164,0.6378982515138304,"[ 0.23758626 -0.86002055  0.17444897 -0.40295005 -0.20795434 -0.50343978
 -0.03466311 -0.1709341   0.33552213  4.10054814 -0.58231393 -0.08347569
  0.00829105 -0.81114839 -0.01163795 -0.39860543  0.25273236 -0.58414539
 -0.35309425 -0.254153    2.46501341 -0.07311036 -0.70157755  0.1200593
  0.16245212 -0.96902186 -0.22622059 -0.62818742]"
Quality of life decreased,0.6342931820833126,0.404596553769057,"[ 0.18335211  3.06502834 -0.49538752 -0.41595948 -0.73859172 -1.13748342
 -0.37146548 -0.04910112 -0.04691864 -0.34720862 -0.90728261  0.25545725
 -1.27883064 -0.26861835 -0.49278355 -0.52121111  0.16459762  1.05313357
  0.31669017  2.40564932  1.06973767 -0.15175908 -0.5449333   1.27198464
  0.33297682 -0.19008705 -0.66054916 -1.50043667]"
Splenic infarction,0.6343110272446013,0.6207563178383485,"[-0.7315155   2.99139312 -0.3929341  -0.27677745 -0.23507767  0.04195859
 -0.84472057 -0.35078946 -1.0218358  -0.24427073  0.54827442 -1.0218358
  0.39316878 -0.80620297 -0.42629412 -0.23129321 -0.2175458   0.25006628
 -0.42760621  0.69811574 -0.32364249 -0.18604784 -0.72792486 -0.64026356
  0.60237048  2.15468026 -1.0218358   2.44838627]"
Gender dysphoria,0.6343534779846184,0.9946199401299297,"[-3.52792359e-01  4.04056987e-02 -5.36437760e-01 -1.69561040e-01
 -5.36437760e-01 -6.37784798e-01 -2.79956431e-01 -6.37784798e-01
 -2.10741387e-01 -3.83082745e-01  2.97711606e-01  4.47914901e-01
  4.19387354e+00 -3.52792359e-01 -1.66862246e-01 -5.00966297e-01
 -4.24288789e-01  9.15562946e-01 -4.85764241e-01 -3.74509949e-01
 -2.84910915e-01 -5.61774520e-01 -6.37784798e-01  2.32796846e+00
 -2.29727730e-01  2.34233278e-03  2.26112256e-02 -4.84429784e-01]"
Complications of transplanted lung,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Hand-foot-genital syndrome,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Meningoencephalitis herpetic,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Mean arterial pressure decreased,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Ovulation disorder,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Application site pallor,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Decidual cast,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Injection site joint inflammation,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Oxygen supplementation,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Peripheral circulatory failure,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Xeroderma,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Liver ablation,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Duodenal polyp,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Anal ulcer haemorrhage,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Bladder calculus removal,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Entropion,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Whipple's disease,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Papillary cystadenoma lymphomatosum,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Costovertebral angle tenderness,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Rectal cancer metastatic,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
American trypanosomiasis,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Bronchitis haemophilus,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
Hypertrophy of tongue papillae,0.6343712945716178,1.1802596300878152,"[-0.25472813  4.42019068 -0.53748453 -0.14153517 -0.20569291 -0.53748453
 -0.00466187 -0.53748453 -0.53748453 -0.20569291 -0.13542245 -0.33645349
  0.25679902 -0.18568021 -0.53748453 -0.14153517 -0.03490693 -0.33645349
 -0.53748453  0.14375672 -0.53748453 -0.53748453 -0.53748453  2.21401481
  0.33591355  0.02168955 -0.53748453 -0.03475626]"
