index_pt,pt
3386,Splenic infarction
2758,Pancreatic cyst
3248,Sarcoma
3266,Scrotal pain
1109,Diabetic ulcer
2524,Myeloproliferative neoplasm
2642,Oedema genital
1551,Gastroenteritis rotavirus
3200,Respiratory tract infection bacterial
540,Bone erosion
464,Blood disorder
476,Blood immunoglobulin A increased
2248,Ligament operation
1317,Epstein-Barr virus infection
3167,Renal atrophy
421,Blastomycosis
454,Blood corticotrophin decreased
759,Cervical polyp
1906,Immunoglobulins decreased
2191,Labyrinthitis
695,Carotid artery dissection
3023,Product label issue
1072,Device information output issue
2044,Injection site papule
329,Autoinflammatory disease
1625,Glomerulosclerosis
1955,Incorrect product dosage form administered
2548,Nasal oedema
39,Accidental exposure to product packaging
2709,Osteogenesis imperfecta
3535,Tissue injury
2401,Melanoma recurrent
254,Application site paraesthesia
997,Dandy-Walker syndrome
1688,Haemoperitoneum
392,Biopsy bone marrow
2194,Lack of injection site rotation
2003,Infusion site oedema
2360,Malignant neoplasm of eye
197,Anti-interferon antibody positive
2106,Intestinal metastasis
1616,Glioblastoma multiforme
3571,Transplant failure
1656,Growing pains
1942,Incision site impaired healing
921,Corneal degeneration
3335,Skin operation
2533,NSAID exacerbated respiratory disease
37,Accessory spleen
3710,Viral test positive
396,Biopsy liver abnormal
514,Blood viscosity abnormal
1243,Electrocardiogram ST-T change
1898,Immune-mediated lung disease
2276,Listeriosis
2431,Metamorphopsia
3426,Stress urinary incontinence
1991,Infusion
3127,Radiotherapy
3233,Rosacea
958,Croup infectious
1440,Feeding tube user
3641,Urine analysis abnormal
2778,Paraplegia
3173,Renal colic
17,Abdominal wound dehiscence
943,Corrective lens user
1474,Foetal hypokinesia
1973,Infection parasitic
626,C-reactive protein abnormal
1827,Hyperchlorhydria
3141,Rebound eczema
1494,Fracture of penis
2398,Medical procedure
2049,Injection site scar
765,Change of bowel habit
3280,Sensitive skin
1900,Immune-mediated myositis
2812,Peptic ulcer
1641,Graft versus host disease in gastrointestinal tract
3472,Tendon injury
2019,Injection site discharge
3146,Rectal abscess
3026,Product lot number issue
42,Acetonaemia
2570,Neoplasm skin
3084,Pulmonary alveolar haemorrhage
2104,Intestinal ischaemia
3431,Subcutaneous abscess
2478,Mouth haemorrhage
2795,Pelvic fracture
369,Benign breast neoplasm
3588,Trigger finger
3069,Proteinuria
709,Catarrh
2672,Opportunistic infection
372,Benign intracranial hypertension
1236,Eczema
2419,Menometrorrhagia
85,Adenoma benign
2615,Non-Hodgkin's lymphoma
1569,Gastrointestinal polyp haemorrhage
419,Blast crisis in myelogenous leukaemia
2655,Oesophageal rupture
2681,Oral disorder
2780,Parathyroid disorder
1275,Endotracheal intubation
2986,Product administered at inappropriate site
1999,Infusion site infection
3309,Skeletal injury
3748,Weight abnormal
287,Aspartate aminotransferase increased
674,Cardiac pacemaker replacement
1705,Haemorrhoidal haemorrhage
860,Colon neoplasm
887,Complications of transplanted kidney
2170,Keratoacanthoma
1092,Device use issue
3234,Rotator cuff repair
1653,Groin abscess
481,Blood iron increased
3665,Vaginal discharge
283,Arthroscopy
3228,Rhinitis
3455,Symptom recurrence
2673,Optic atrophy
3238,SARS-CoV-2 antibody test negative
740,Central venous catheter removal
2209,Large intestine infection
991,Cytopenia
2136,Iritis
1797,Hip surgery
3133,Rash macular
3149,Rectal discharge
588,Breast cancer stage III
1144,Documented hypersensitivity to administered product
543,Bone graft
1765,Hepatitis B DNA increased
1009,Deep vein thrombosis
2556,Neck mass
1209,Dysphagia
3274,Seizure
3506,Therapy interrupted
1491,Fournier's gangrene
3363,Somnambulism
2064,Instillation site pain
433,Blister infected
1779,Hereditary angioedema
3676,Vascular graft
574,Brain stem infarction
998,Dark circles under eyes
1248,Embolism
3423,Stress
1271,Endophthalmitis
3189,Renal tubular necrosis
1947,Incorrect dosage administered
3445,Suspected COVID-19
3726,Vitritis
1155,Drug delivery system malfunction
555,Bone neoplasm
1790,Hidradenitis
2417,Meniscus injury
3102,Pulmonary sarcoidosis
996,Dandruff
1377,Eye discharge
158,Anaphylactic reaction
1208,Dyspepsia
2699,Oropharyngeal discomfort
1305,Epididymitis
1225,Ear pruritus
2016,Injection site cellulitis
489,Blood phosphorus abnormal
2683,Oral herpes
1772,Hepatitis toxic
862,Colonic abscess
1272,Endoscopy
906,Conjunctival hyperaemia
1528,Gastric cancer stage II
2613,Nodular regenerative hyperplasia
2454,Methaemoglobinaemia
1081,Device misuse
1514,Gallbladder cancer
2239,Leukaemia recurrent
2166,Kaposi's sarcoma
2387,Mechanical ventilation
2184,Knee deformity
305,Atrial thrombosis
387,Biliary tract infection
402,Bladder cancer
2517,Mycosis fungoides
1140,Diverticulum intestinal haemorrhagic
186,Anorectal discomfort
490,Blood phosphorus increased
3337,Skin plaque
2062,Instillation site irritation
1345,Exostosis of jaw
3061,Prostatic operation
536,Bone density abnormal
3647,Urticaria
3273,Secretion discharge
2212,Laryngeal cancer
1037,Dermatitis
3250,Scab
49,Acne cystic
2502,Muscle rupture
566,Brain contusion
2988,Product administered to patient of inappropriate age
3443,Supraventricular extrasystoles
1249,Emergency care
3329,Skin irritation
1574,Gastrointestinal surgery
2375,Mastectomy
635,COVID-19 immunisation
2005,Infusion site rash
3767,Wound haemorrhage
2514,Myasthenia gravis crisis
1385,Eye oedema
1136,Disseminated tuberculosis
2802,Pemphigus
3246,Salmonellosis
2762,Pancreatic neoplasm
3128,Radius fracture
3421,Strabismus
487,Blood parathyroid hormone abnormal
3449,Suture rupture
285,Artificial menopause
1120,Diastolic hypertension
2779,Paraproteinaemia
719,Catheter site related reaction
1757,Hepatic infarction
1943,Incision site swelling
2593,Neurosyphilis
3014,Product dosage form issue
2978,Procedural headache
1445,Female genital operation
3368,Spider vein
838,Coagulation factor deficiency
426,Blepharoplasty
1456,Fishbane reaction
2617,Non-Hodgkin's lymphoma stage III
3700,Vertebroplasty
1453,Finger amputation
2864,Philadelphia chromosome positive
70,Acute macular neuroretinopathy
1807,Hormone receptor positive breast cancer
2790,Paternal exposure timing unspecified
1234,Ectopic pregnancy with contraceptive device
3684,Vascular stent thrombosis
306,Atrioventricular dissociation
1306,Epidural injection
2550,Nasal pruritus
2994,Product coating issue
3545,Tonsillar hypertrophy
2495,Multiple-drug resistance
3773,Wrong drug administered
2085,Intercepted product prescribing error
2342,Lymphoproliferative disorder
188,Anosmia
3605,Type 1 diabetes mellitus
2238,Leukaemia
2111,Intestinal resection
2440,Metastases to lung
3660,Uveitis
386,Biliary tract disorder
1023,Dental caries
2293,Loss of therapeutic response
3531,Tibia fracture
1022,Dengue fever
2053,Injection site warmth
403,Bladder cancer recurrent
1648,Granuloma
2198,Lacunar infarction
584,Breast cancer male
2544,Nasal disorder
3085,Pulmonary arterial hypertension
79,Adenocarcinoma metastatic
2530,Myositis
3388,Splenomegaly
133,Amblyopia
956,Critical illness
1163,Drug effect delayed
3171,Renal cancer stage II
279,Arthritis reactive
1901,Immune-mediated necrotising myopathy
2818,Pericardial effusion
2494,Multiple use of single-use product
1766,Hepatitis B core antibody positive
3544,Tonsillar disorder
347,Bacterial diarrhoea
418,Blast cells present
3566,Transfusion reaction
957,Cross sensitivity reaction
453,Blood chromogranin A increased
2483,Mucosal discolouration
3003,Product contamination microbial
3608,Type III immune complex mediated reaction
571,Brain neoplasm benign
2833,Peripheral circulatory failure
946,Costovertebral angle tenderness
2770,Papillary cystadenoma lymphomatosum
135,American trypanosomiasis
2416,Meningoencephalitis herpetic
1196,Duodenal polyp
2739,Oxygen supplementation
889,Complications of transplanted lung
3148,Rectal cancer metastatic
3758,Whipple's disease
2578,Nerve block
2383,Mean cell volume increased
455,Blood corticotrophin increased
675,Cardiac perforation
1763,Hepatic vascular thrombosis
3334,Skin oedema
317,Auricular swelling
2505,Muscular dystrophy
1783,Herpes simplex encephalitis
1784,Herpes virus infection
2735,Overdose
1549,Gastritis viral
2268,Lip ulceration
3610,Ulcerative keratitis
2266,Lip pruritus
3030,Product packaging confusion
2295,Low density lipoprotein abnormal
3296,Sickle cell anaemia
3216,Retinal vascular thrombosis
2412,Meningitis tuberculous
3354,Small intestinal stenosis
3430,Subclavian vein thrombosis
1497,Frostbite
3116,Pyelocaliectasis
2984,Proctocolectomy
3267,Scrotal swelling
763,Cervix disorder
820,Chronic myeloid leukaemia recurrent
3253,Sciatic nerve neuropathy
3263,Scrotal abscess
182,Anhidrosis
3206,Retinal degeneration
1084,Device physical property issue
1703,Haemorrhagic ovarian cyst
3696,Ventricular hypokinesia
870,Colorectal cancer stage III
364,Basosquamous carcinoma
982,Cytokine storm
1635,Gouty arthritis
961,Cryptosporidiosis infection
2393,Medical device site discomfort
1183,Drug specific antibody
724,Cavernous sinus thrombosis
736,Central nervous system necrosis
923,Corneal epithelium defect
2539,Nail pigmentation
3540,Tongue eruption
1884,Ileectomy
307,Atrophic glossitis
1346,Expanded disability status scale
3682,Vascular stent occlusion
2798,Pelvic neoplasm
2255,Limb traumatic amputation
3663,Vaccination site pain
2607,Nipple exudate bloody
2226,Left atrial enlargement
2723,Ovarian adenoma
3302,Sinonasal obstruction
1256,Encephalitis brain stem
2408,Meningitis fungal
824,Chronic pigmented purpura
2353,Malabsorption from application site
551,Bone marrow myelogram abnormal
1620,Glomerulonephritis acute
3541,Tongue pruritus
289,Aspiration bone marrow abnormal
2534,Nail bed bleeding
3656,Uterine pain
2940,Post procedural pulmonary embolism
3706,Viral load
780,Chest wall tumour
2712,Osteomyelitis chronic
610,Bronchiolitis obliterans syndrome
3519,Thrombosis mesenteric vessel
2462,Mineral supplementation
1808,Horner's syndrome
2061,Instillation site foreign body sensation
35,Acanthosis
3486,Testicular germ cell tumour mixed
2245,Lichenification
911,Contracted bladder
2466,Monoclonal B-cell lymphocytosis
1412,Factor V Leiden mutation
120,Allergic eosinophilia
3123,Rabies
1241,Electrocardiogram QRS complex abnormal
1351,Exposure to allergen
2730,Ovarian cystectomy
2831,Peripheral artery bypass
377,Benign salivary gland neoplasm
1905,Immunoglobulin therapy
3769,Wound infection bacterial
1488,Foreign body in mouth
2788,Partial seizures with secondary generalisation
2087,Intercepted product storage error
115,Albumin globulin ratio increased
2753,Pancreatectomy
1036,Dermal absorption impaired
1553,Gastrointestinal anastomotic leak
1788,Herpes zoster oticus
874,Colour blindness
7,Abdominal lymphadenopathy
3022,Product label confusion
2324,Lupus-like syndrome
3559,Toxic optic neuropathy
688,Cardiomyopathy acute
2320,Lung operation
156,Anal ulcer
148,Anal cancer
3454,Symptom masked
1760,Hepatic mass
3064,Protein total abnormal
3387,Splenic rupture
3518,Thrombophlebitis superficial
240,Application site discomfort
3714,Visual acuity reduced
2604,Nicotine dependence
3357,Smear cervix abnormal
1754,Hepatic enzyme decreased
2875,Pityriasis rosea
702,Castleman's disease
676,Cardiac procedure complication
2203,Laparoscopy
431,Blindness unilateral
934,Coronary artery dissection
3114,Pustular psoriasis
803,Choroidal neovascularisation
3658,Uterine polyp
3351,Small cell lung cancer metastatic
3185,Renal stone removal
1232,Economic problem
3529,Thyroid neoplasm
3440,Superficial vein thrombosis
769,Chemical burn
1660,Guttate psoriasis
2482,Mucormycosis
959,Cryoglobulinaemia
1469,Foetal exposure during delivery
2902,Pneumonia cryptococcal
3295,Shunt occlusion
1647,Granulocytosis
1274,Endothelial dysfunction
1633,Goodpasture's syndrome
2698,Oroantral fistula
876,Colposcopy
2651,Oesophageal infection
713,Catheter site erosion
2598,Neutrophil count
2215,Laryngeal neoplasm
2904,Pneumonia escherichia
1314,Epstein-Barr virus antibody positive
1545,Gastric volvulus
46,Acinetobacter test positive
3429,Subcapsular renal haematoma
172,Angiocardiogram
659,Carcinoid heart disease
2694,Orchidectomy
322,Autoimmune enteropathy
1587,Genital blister
3646,Urogenital haemorrhage
992,Cytotoxic oedema
1745,Hepatectomy
1976,Infective aneurysm
2678,Oral cavity fistula
2918,Polyarteritis nodosa
2974,Primary amyloidosis
717,Catheter site irritation
1662,HER2 positive breast cancer
1264,Endometrial cancer metastatic
2980,Procedural intestinal perforation
2444,Metastases to pelvis
2010,Inguinal hernia repair
1282,Enterobacter bacteraemia
2124,Intraocular lens implant
1026,Dental fistula
356,Balanitis candida
597,Breast injury
918,Coombs direct test positive
3053,Prolapse
2007,Infusion site thrombosis
3075,Pseudocellulitis
2846,Peritoneal tuberculosis
2948,Postoperative ileus
3416,Still's disease
3349,Small cell carcinoma
3683,Vascular stent stenosis
747,Cerebral fungal infection
658,Carcinogenicity
3562,Tracheo-oesophageal fistula
2637,Ocular neoplasm
987,Cytomegalovirus hepatitis
3197,Respiratory syncytial virus bronchiolitis
3704,Viraemia
467,Blood fibrinogen decreased
1774,Hepatobiliary disease
184,Ankle deformity
3181,Renal infarct
81,Adenocarcinoma of the cervix
439,Blood alkaline phosphatase decreased
1914,Impetigo
2639,Ocular vascular disorder
375,Benign ovarian tumour
3555,Total lung capacity decreased
2442,Metastases to meninges
2538,Nail injury
827,Chylothorax
893,Concomitant disease progression
3593,Tuberculous pleurisy
144,Anaemia megaloblastic
2345,Macular fibrosis
537,Bone density decreased
1507,Fungal infection
2318,Lung neoplasm malignant
1988,Influenza
2552,Nasopharyngitis
3080,Psoriatic arthropathy
1013,Dehydration
1138,Diverticulitis
1170,Drug eruption
2189,Laboratory test abnormal
3419,Stoma creation
3011,Product dispensing error
432,Blister
2302,Lower respiratory tract infection
2515,Mycobacterium tuberculosis complex test positive
2835,Peripheral motor neuropathy
1124,Diffuse large B-cell lymphoma refractory
643,Cancer in remission
3259,Scleroderma renal crisis
3557,Toxic erythema of chemotherapy
2171,Keratopathy
2000,Infusion site inflammation
1290,Enterocolitis infectious
605,Bronchial carcinoma
1972,Infection in an immunocompromised host
2841,Periprosthetic fracture
2250,Light chain analysis increased
2304,Lower respiratory tract infection fungal
3071,Prothrombin time prolonged
1756,Hepatic function abnormal
2449,Metastatic gastric cancer
2736,Oxygen consumption increased
2671,Ophthalmic herpes zoster
2001,Infusion site irritation
3311,Skin atrophy
871,Colorectal cancer stage IV
1341,Excoriation
103,Adrenal haemorrhage
383,Biliary cirrhosis
1875,IIIrd nerve paralysis
3089,Pulmonary function test abnormal
3245,Salivary gland neoplasm
1746,Hepatic adenoma
1010,Deep vein thrombosis postoperative
3057,Prostate cancer stage II
1725,Heart injury
166,Anastomotic haemorrhage
3211,Retinal pigment epithelial tear
468,Blood fibrinogen increased
3184,Renal phospholipidosis
407,Bladder diverticulum
1737,Helminthic infection
2584,Neuroendocrine carcinoma of the skin
333,Azotaemia
1397,Eyelid margin crusting
220,Aortic disorder
1860,Hypoalbuminaemia
13,Abdominal wall haematoma
74,Acute pulmonary histoplasmosis
950,Cranial nerve disorder
3322,Skin graft
857,Colon cancer stage IV
1206,Dysmorphism
2962,Pregnancy test positive
758,Cervical dilatation
3437,Suicide threat
2448,Metastatic bronchial carcinoma
3124,Radiation pneumonitis
968,Cyanopsia
1557,Gastrointestinal erosion
1437,Febrile convulsion
2102,Intestinal haemorrhage
512,Blood urine
1258,Encephalocele
145,Anaemia vitamin B12 deficiency
190,Anterior chamber inflammation
2329,Lymphangitis
1400,Eyelid skin dryness
902,Congenital umbilical hernia
1449,Fibroma
2008,Ingrown hair
3680,Vascular pseudoaneurysm
900,Congenital renal disorder
1818,Hydrothorax
1223,Ear operation
2898,Pneumocystis jirovecii infection
1649,Granuloma annulare
2777,Paraparesis
829,Circumstance or information capable of leading to device use error
2792,Pathological fracture
381,Bile duct stone
2917,Pneumothorax spontaneous
3436,Suffocation feeling
506,Blood thyroid stimulating hormone normal
1096,Diabetic complication
423,Bleeding varicose vein
2800,Pelvic venous thrombosis
479,Blood insulin increased
2350,Magnetic resonance imaging abnormal
330,Aversion
3186,Renal surgery
3396,Squamous cell carcinoma of lung
441,Blood bilirubin decreased
1517,Gallbladder enlargement
2363,Malignant peritoneal neoplasm
854,Colon cancer stage I
3361,Soft tissue necrosis
141,Amylase abnormal
979,Cytogenetic abnormality
2397,Medical induction of coma
400,Biopsy skin
2734,Ovarian neoplasm
1319,Erosive duodenitis
2272,Liposarcoma
1239,Educational problem
1283,Enterobacter infection
3188,Renal transplant failure
1899,Immune-mediated myocarditis
2084,Intercepted product preparation error
985,Cytomegalovirus enterocolitis
3671,Varicella zoster virus infection
908,Conjunctivitis bacterial
1285,Enterobiasis
382,Biliary anastomosis complication
1030,Dental plaque
1371,Extravasation blood
54,Acquired tracheo-oesophageal fistula
2129,Intraventricular haemorrhage neonatal
3152,Rectal tenesmus
834,Clonal evolution
2640,Oculomucocutaneous syndrome
1516,Gallbladder cancer stage IV
2693,Orbital oedema
1199,Duodenitis haemorrhagic
2100,Intestinal anastomosis
924,Corneal infection
1918,Implant site haematoma
3201,Respiratory tract infection fungal
124,Allergic transfusion reaction
813,Chronic hepatitis B
606,Bronchial fistula
2650,Oesophageal fistula
1178,Drug level fluctuating
2704,Orthopaedic procedure
235,Appendix cancer
2663,Oestrogen receptor positive breast cancer
161,Anaphylactoid shock
3106,Pulmonary veno-occlusive disease
1751,Hepatic cancer stage IV
2882,Plasma cell myeloma refractory
1099,Diabetic gangrene
2807,Penile haemorrhage
953,Creatinine renal clearance abnormal
739,Central serous chorioretinopathy
2231,Legionella infection
3153,Rectal ulcer
1101,Diabetic hyperglycaemic coma
3362,Soft tissue sarcoma
59,Acute cardiac event
68,Acute lymphocytic leukaemia
1424,Fall
3323,Skin haemorrhage
1687,Haemolytic uraemic syndrome
3747,Walking disability
720,Catheter site thrombosis
623,Bursitis infective
1102,Diabetic hyperosmolar coma
1242,Electrocardiogram ST segment abnormal
1889,Immune thrombocytopenic purpura
1176,Drug level changed
3039,Product reconstitution quality issue
807,Chronic cutaneous lupus erythematosus
989,Cytomegalovirus infection reactivation
1853,Hyperuricaemia
3512,Throat clearing
2592,Neurosurgery
1095,Diabetic coma
3207,Retinal haemorrhage
1521,Gallbladder polyp
1835,Hyperkeratosis
2749,Palmar erythema
815,Chronic inflammatory demyelinating polyradiculoneuropathy
3373,Spinal cord infection
1739,Hemianaesthesia
2141,Ischaemic cerebral infarction
1104,Diabetic ketoacidotic hyperglycaemic coma
1425,False negative investigation result
2262,Lip haemorrhage
1820,Hyperaldosteronism
3407,Starvation
1293,Enterostomy
2796,Pelvic haematoma
3765,Wound
2583,Neuroendocrine carcinoma metastatic
2987,Product administered by wrong person
215,Antiphospholipid antibodies positive
3227,Rhinalgia
3136,Rash pruritic
1761,Hepatic neoplasm
2572,Nephrogenic systemic fibrosis
3606,Type 2 diabetes mellitus
268,Arterial haemorrhage
1098,Diabetic foot infection
944,Corynebacterium infection
2458,Middle ear effusion
195,Anti-erythropoietin antibody positive
327,Autoimmune neutropenia
3125,Radiation skin injury
2048,Injection site scab
2746,Painful respiration
754,Cerebral ventricular rupture
1110,Diabetic vascular disorder
3651,Uterine cyst
545,Bone hypertrophy
3735,Vulvitis
2625,Normal tension glaucoma
2707,Osteochondroma
170,Angina bullosa haemorrhagica
2097,Intervertebral disc injury
2804,Penile cancer
1580,Gastrointestinal viral infection
2006,Infusion site reaction
945,Costochondritis
1108,Diabetic retinopathy
2407,Meningitis cryptococcal
3074,Pruritus genital
328,Autoimmune pancreatitis
1764,Hepatitis A
3624,Ureteric obstruction
337,B-cell small lymphocytic lymphoma
461,Blood creatine phosphokinase abnormal
2187,Labile blood pressure
3611,Ulna fracture
2941,Post procedural sepsis
3492,Thalamic infarction
2159,Joint noise
2429,Metabolic alkalosis
1147,Dropped head syndrome
277,Arthritis enteropathic
2721,Otorrhoea
698,Carotid artery thrombosis
760,Cervicitis
2869,Physical product label issue
2724,Ovarian cancer
2887,Platelet count increased
883,Complication of device removal
1668,Haematochezia
2356,Malignant melanoma
673,Cardiac pacemaker insertion
1379,Eye haemorrhage
2009,Inguinal hernia
2971,Prescribed underdose
1584,General physical health deterioration
2281,Liver function test increased
3285,Septic shock
3420,Stomatitis
940,Coronavirus infection
1971,Infection
2509,Musculoskeletal pain
1322,Erysipelas
2439,Metastases to liver
2759,Pancreatic disorder
71,Acute myeloid leukaemia
817,Chronic lymphocytic leukaemia
270,Arterial rupture
3318,Skin disorder
636,CSF pressure increased
1413,Factor VIII inhibition
2872,Piloerection
349,Bacterial food poisoning
828,Circumcision
2559,Necrosis ischaemic
36,Accelerated idioventricular rhythm
365,Bed rest
374,Benign neoplasm of adrenal gland
3101,Pulmonary resection
2474,Mononucleosis syndrome
3252,Schwannoma
3144,Recall phenomenon
2496,Muscle abscess
3694,Venous injury
3225,Rheumatoid lung
3277,Seminoma
2565,Neoplasm malignant
646,Candida infection
1989,Influenza like illness
159,Anaphylactic shock
1142,Dizziness
1251,Emotional disorder
3503,Therapeutic response shortened
1365,Extra dose administered
447,Blood calcium increased
2966,Premature delivery
1349,Expired product administered
3750,Weight decreased
1937,Inappropriate schedule of product administration
2137,Iron overload
3091,Pulmonary granuloma
2310,Lung carcinoma cell type unspecified stage I
3442,Superior vena cava syndrome
2143,Ischaemic hepatitis
767,Charles Bonnet syndrome
2782,Parathyroid tumour
109,Adverse drug reaction
472,Blood glucose increased
1116,Diarrhoea
2868,Physical deconditioning
1006,Decreased gait velocity
1270,Endometritis
1749,Hepatic cancer recurrent
1267,Endometrial hypertrophy
761,Cervix carcinoma stage I
1594,Genital infection
2465,Mixed connective tissue disease
678,Cardiac stress test
414,Bladder sphincter atony
1518,Gallbladder neoplasm
1477,Follicular lymphoma
2632,Occupational exposure to product
261,Application site ulcer
45,Acidosis hyperchloraemic
1601,Gilbert's syndrome
3584,Trichoglossia
2907,Pneumonia klebsiella
2488,Multi-organ failure
3711,Viral upper respiratory tract infection
1729,Heart transplant
1858,Hypoaesthesia
2057,Insomnia
2060,Instillation site erythema
2202,Laparoscopic surgery
624,Butterfly rash
2506,Muscular weakness
2634,Ocular hyperaemia
808,Chronic disease
2351,Magnetic resonance imaging head abnormal
208,Anticoagulation drug level above therapeutic
2995,Product colour issue
1367,Extranodal marginal zone B-cell lymphoma (MALT type)
52,Acquired immunodeficiency syndrome
391,Biopsy
1555,Gastrointestinal bacterial infection
1630,Glycosylated haemoglobin decreased
1162,Drug effect decreased
2028,Injection site haemorrhage
1482,Foot deformity
3451,Swelling face
1713,Hair injury
3764,Wolff-Parkinson-White syndrome
236,Application site acne
2913,Pneumonia staphylococcal
2745,Pain of skin
3168,Renal cancer
1709,Hair colour changes
2916,Pneumothorax
480,Blood iron decreased
2108,Intestinal perforation
1887,Ill-defined disorder
3194,Respiratory arrest
47,Acne
894,Condition aggravated
1682,Haemoglobin decreased
3088,Pulmonary fibrosis
2563,Needle issue
2073,Insurance issue
2077,Intentional dose omission
2863,Pharyngitis streptococcal
3316,Skin discolouration
3103,Pulmonary thrombosis
3515,Throat tightness
1441,Feeling cold
2091,Internal haemorrhage
1951,Incorrect drug administration duration
3045,Product use complaint
1823,Hypercalcaemia
3330,Skin lesion
1007,Decreased immune responsiveness
255,Application site pruritus
3753,Weight increased
3034,Product physical issue
1158,Drug dispensing error
2764,Pancreatitis
1389,Eye swelling
2237,Lethargy
3533,Tinea infection
303,Atrial flutter
2267,Lip swelling
134,Amenorrhoea
1151,Drug administration error
1908,Immunosuppressant drug level increased
1194,Duodenal obstruction
1977,Infective exacerbation of bronchiectasis
2208,Large intestinal ulcer haemorrhage
3717,Vital functions abnormal
1826,Hyperchloraemia
550,Bone marrow infiltration
1405,Facial discomfort
2551,Nasopharyngeal cancer
3288,Serous retinal detachment
726,Cellulite
3567,Transient acantholytic dermatosis
778,Chest tube insertion
1530,Gastric cancer stage IV
1123,Diffuse large B-cell lymphoma recurrent
2608,Nipple pain
1964,Induration
1704,Haemorrhagic transformation stroke
2263,Lip injury
1892,Immune-mediated dermatitis
2931,Portal hypertension
2567,Neoplasm progression
3321,Skin fissures
218,Aortic aneurysm
2577,Nephrotic syndrome
1912,Impaired self-care
3774,Wrong patient received medication
3599,Tumour marker increased
2958,Pregnancy of partner
727,Cellulitis
1727,Heart rate increased
3422,Streptococcal infection
2901,Pneumonia
2118,Intracardiac thrombus
3060,Prostatic disorder
696,Carotid artery occlusion
3580,Treatment failure
61,Acute febrile neutrophilic dermatosis
3303,Sinus arrest
2107,Intestinal obstruction
457,Blood creatine abnormal
2333,Lymphocyte count increased
2752,Palpitations
3505,Therapy cessation
416,Blast cell count increased
3432,Subdural haematoma
564,Brain abscess
1602,Gingival abscess
2630,Obstruction gastric
2180,Klebsiella bacteraemia
3417,Stillbirth
3707,Viral load increased
437,Blood albumin decreased
752,Cerebral toxoplasmosis
2959,Pregnancy on contraceptive
1402,Eyelids pruritus
1689,Haemophagocytic lymphohistiocytosis
1056,Device colour issue
1119,Diastolic dysfunction
2247,Ligament injury
1115,Diaphragmalgia
3568,Transient ischaemic attack
708,Cataract subcapsular
1328,Erythropenia
3626,Ureterolithiasis
1246,Embedded device
1935,Inappropriate prescribing
3738,Vulvovaginal discomfort
2244,Leukoplakia oral
1930,Implantation complication
2527,Myocardial necrosis marker increased
1216,Ear congestion
2086,Intercepted product selection error
64,Acute graft versus host disease in intestine
1434,Fear of death
3359,Soft tissue haemorrhage
3447,Suspected product tampering
2692,Orbital myositis
399,Biopsy lymph gland
1473,Foetal heart rate decreased
1969,Infected dermal cyst
2389,Medical device complication
1222,Ear neoplasm
3202,Respiratory tract irritation
435,Blood HIV RNA increased
3352,Small intestinal perforation
2832,Peripheral artery occlusion
1448,Fibroadenoma of breast
2070,Insulin-like growth factor decreased
2434,Metastases to abdominal cavity
108,Adulterated product
3498,Therapeutic product effective for unapproved indication
250,Application site laceration
1895,Immune-mediated hepatic disorder
3056,Prostate cancer stage I
1276,Endotracheal intubation complication
1715,Hairy cell leukaemia
3175,Renal cyst haemorrhage
712,Catheter site cellulitis
1331,Escherichia pyelonephritis
559,Bone swelling
593,Breast disorder female
1057,Device connection issue
1391,Eye ulcer
3151,Rectal prolapse
3278,Senile dementia
516,Blood viscosity increased
1280,Enteral nutrition
2311,Lung carcinoma cell type unspecified stage II
3110,Punctate keratitis
75,Acute right ventricular failure
2706,Orthostatic intolerance
1048,Desmoid tumour
2701,Oropharyngeal squamous cell carcinoma
542,Bone fistula
816,Chronic leukaemia
799,Chondrosarcoma
3491,Tetany
2075,Intentional device misuse
3674,Vascular dementia
743,Cerebral amyloid angiopathy
795,Chondrocalcinosis
198,Anti-neutrophil cytoplasmic antibody positive vasculitis
1118,Diarrhoea infectious
169,Anastomotic ulcer
1366,Extradural abscess
2523,Myelopathy
1640,Graft versus host disease
2674,Optic nerve disorder
1871,Hyporeflexia
2919,Polyarthritis
43,Acid base balance abnormal
2068,Insulin resistance
856,Colon cancer stage III
938,Coronary artery thrombosis
3242,SJS-TEN overlap
847,Colectomy total
1938,Incarcerated hernia
1187,Drug withdrawal convulsions
3754,Weight loss poor
336,B-cell lymphoma recurrent
3239,SARS-CoV-2 antibody test positive
1040,Dermatitis diaper
1522,Gallbladder rupture
3465,T-cell lymphoma
2705,Orthopnoea
578,Breakthrough haemolysis
1903,Immune-mediated pancreatitis
2993,Product closure issue
3199,Respiratory tract haemorrhage
2114,Intestinal villi atrophy
2784,Parenteral nutrition associated liver disease
552,Bone marrow necrosis
1352,Exposure to chemical pollution
1872,Hypothalamic pituitary adrenal axis suppression
193,Anti-JC virus antibody index
291,Asplenia
1674,Haematoma evacuation
2026,Injection site granuloma
1411,Factor IX inhibition
3745,Vulvovaginal swelling
2924,Polyserositis
2947,Postoperative delirium
2058,Instillation site discomfort
126,Allogenic stem cell transplantation
1720,Head banging
2843,Peritoneal cloudy effluent
1525,Gastric antral vascular ectasia
1974,Infection reactivation
2340,Lymphoma transformation
2279,Liver abscess
2925,Poor peripheral circulation
2568,Neoplasm prostate
2960,Pregnancy on oral contraceptive
809,Chronic graft versus host disease
1882,Ileal perforation
1562,Gastrointestinal injury
