index_pt,pt
1122,Dementia Alzheimer's type
1123,Demodicidosis
1124,Demyelinating polyneuropathy
1125,Demyelination
1126,Dengue fever
1127,Dental caries
1128,Dental cleaning
1129,Dental cyst
1130,Dental fistula
1131,Dental implantation
1132,Dental necrosis
1133,Dental operation
1134,Dental plaque
1135,Dental prosthesis placement
1136,Dental restoration failure
1137,Denture wearer
1138,Dependence
1139,Dependence on oxygen therapy
1140,Dependence on respirator
1141,Deposit eye
1142,Dermal absorption impaired
1143,Dermal cyst
1144,Dermatitis
1145,Dermatitis acneiform
1146,Dermatitis allergic
1147,Dermatitis atopic
1148,Dermatitis diaper
1149,Dermatitis herpetiformis
1150,Dermatitis infected
1151,Dermatitis psoriasiform
1152,Dermatofibrosarcoma protuberans
1153,Dermatophytosis of nail
1154,Dermatosis
1155,Dermoid cyst
1156,Desmoid tumour
1157,Detachment of retinal pigment epithelium
1158,Detoxification
1159,Developmental delay
1160,Developmental glaucoma
1161,Device adhesion issue
1162,Device alarm issue
1163,Device allergy
1164,Device breakage
1165,Device colour issue
1166,Device connection issue
1167,Device damage
1168,Device defective
1169,Device delivery system issue
1170,Device dependence
1171,Device deployment issue
1172,Device deposit issue
1173,Device difficult to use
1174,Device dislocation
1175,Device dispensing error
1176,Device effect incomplete
1177,Device electrical finding
1178,Device expulsion
1179,Device extrusion
1180,Device failure
1181,Device ineffective
1182,Device information output issue
1183,Device infusion issue
1184,Device inversion
1185,Device issue
1186,Device kink
1187,Device leakage
1188,Device loosening
1189,Device malfunction
1190,Device material issue
1191,Device mechanical issue
1192,Device misuse
1193,Device occlusion
1194,Device operational issue
1195,Device physical property issue
1196,Device placement issue
1197,Device power source issue
1198,Device programming error
1199,Device related infection
1200,Device related thrombosis
1201,Device safety feature issue
1202,Device use error
1203,Device use issue
1204,Diabetes mellitus
1205,Diabetes mellitus inadequate control
1206,Diabetic coma
1207,Diabetic complication
1208,Diabetic foot
1209,Diabetic foot infection
1210,Diabetic gangrene
1211,Diabetic gastroparesis
1212,Diabetic hyperglycaemic coma
1213,Diabetic hyperosmolar coma
1214,Diabetic ketoacidosis
1215,Diabetic ketoacidotic hyperglycaemic coma
1216,Diabetic metabolic decompensation
1217,Diabetic nephropathy
1218,Diabetic neuropathy
1219,Diabetic retinal oedema
1220,Diabetic retinopathy
1221,Diabetic ulcer
1222,Diabetic vascular disorder
1223,Diagnostic procedure
1224,Dialysis
1225,Dialysis device insertion
1226,Diaphragm muscle weakness
1227,Diaphragmalgia
1228,Diaphragmatic hernia
1229,Diarrhoea
1230,Diarrhoea haemorrhagic
1231,Diarrhoea infectious
1232,Diastolic dysfunction
1233,Diastolic hypertension
1234,Differentiation syndrome
1235,Diffuse large B-cell lymphoma
1236,Diffuse large B-cell lymphoma recurrent
1237,Diffuse large B-cell lymphoma refractory
1238,Diffuse large B-cell lymphoma stage III
1239,Diffuse large B-cell lymphoma stage IV
1240,Diplegia
1241,Diplopia
1242,Discharge
1243,Discomfort
1244,Discontinued product administered
1245,Discouragement
1246,Disease complication
1247,Disease progression
1248,Disease recurrence
1249,Disease risk factor
1250,Disease susceptibility
1251,Dislocation of vertebra
1252,Disseminated cryptococcosis
1253,Disseminated tuberculosis
1254,Disuse syndrome
1255,Diverticular perforation
1256,Diverticulitis
1257,Diverticulum
1258,Diverticulum intestinal haemorrhagic
1259,Diverticulum oesophageal
1260,Dizziness
1261,Dizziness postural
1262,Documented hypersensitivity to administered product
1263,Double stranded DNA antibody positive
1264,Drainage
1265,Dropped head syndrome
1266,Drug administered at inappropriate site
1267,Drug administered in wrong device
1268,Drug administered to patient of inappropriate age
1269,Drug administration error
1270,Drug clearance decreased
1271,Drug delivery device implantation
1272,Drug delivery system issue
1273,Drug delivery system malfunction
1274,Drug delivery system removal
1275,Drug dependence
1276,Drug detoxification
1277,Drug dispensing error
1278,Drug diversion
1279,Drug dose omission
1280,Drug dose omission by device
1281,Drug effect decreased
1282,Drug effect delayed
1283,Drug effect faster than expected
1284,Drug effect incomplete
1285,Drug effect increased
1286,Drug effect prolonged
1287,Drug effect variable
1288,Drug effective for unapproved indication
1289,Drug eruption
1290,Drug exposure before pregnancy
1291,Drug ineffective
1292,Drug intolerance
1293,Drug level abnormal
1294,Drug level above therapeutic
1295,Drug level below therapeutic
1296,Drug level changed
1297,Drug level decreased
1298,Drug level fluctuating
1299,Drug monitoring procedure incorrectly performed
1300,Drug monitoring procedure not performed
1301,Drug prescribing error
1302,Drug rehabilitation
1303,Drug screen negative
1304,Drug specific antibody
1305,Drug specific antibody present
1306,Drug therapeutic incompatibility
1307,Drug tolerance decreased
1308,Drug withdrawal convulsions
1309,Dry eye
1310,Dry gangrene
1311,Dry skin
1312,Dry throat
1313,Ductus arteriosus premature closure
1314,Duodenal atresia
1315,Duodenal neoplasm
1316,Duodenal obstruction
1317,Duodenal perforation
1318,Duodenal polyp
1319,Duodenal ulcer
1320,Duodenal ulcer haemorrhage
1321,Duodenitis haemorrhagic
1322,Duplicate therapy error
1323,Dupuytren's contracture
1324,Dysentery
1325,Dysfunctional uterine bleeding
1326,Dysgeusia
1327,Dysgraphia
1328,Dyshidrotic eczema
1329,Dyslexia
1330,Dysmenorrhoea
1331,Dysmorphism
1332,Dyspareunia
1333,Dyspepsia
1334,Dysphagia
1335,Dysphonia
1336,Dysplasia
1337,Dyspnoea
1338,Dyspnoea at rest
1339,Dyspraxia
1340,Dysstasia
1341,EGFR gene mutation
1342,Ear congestion
1343,Ear discomfort
1344,Ear disorder
1345,Ear haemorrhage
1346,Ear infection
1347,Ear infection bacterial
1348,Ear infection staphylococcal
1349,Ear neoplasm
1350,Ear neoplasm malignant
1351,Ear operation
1352,Ear pain
1353,Ear pruritus
1354,Ear swelling
1355,Ear tube insertion
1356,Early satiety
1357,Eastern Cooperative Oncology Group performance status worsened
1358,Ecchymosis
1359,Echocardiogram abnormal
1360,Economic problem
1361,Ectopic pregnancy
1362,Ectopic pregnancy with contraceptive device
1363,Ectropion
1364,Eczema
1365,Eczema asteatotic
1366,Eczema eyelids
1367,Eczema herpeticum
1368,Eczema nummular
1369,Educational problem
1370,Ejection fraction abnormal
1371,Ejection fraction decreased
1372,Elbow operation
1373,Electrocardiogram QRS complex abnormal
1374,Electrocardiogram ST segment abnormal
1375,Electrocardiogram ST-T change
1376,Electrocardiogram ST-T segment abnormal
1377,Electrocardiogram change
1378,Electrolyte imbalance
1379,Embedded device
1380,Embolia cutis medicamentosa
1381,Embolism
1382,Emergency care
1383,Emergency care examination
1384,Emotional disorder
1385,Emotional distress
1386,Emphysema
1387,Empyema
1388,Encephalitis
1389,Encephalitis brain stem
1390,Encephalitis viral
1391,Encephalocele
1392,End stage renal disease
1393,Endarterectomy
1394,Endocarditis enterococcal
1395,Endocarditis noninfective
1396,Endometrial adenocarcinoma
1397,Endometrial cancer
1398,Endometrial cancer metastatic
1399,Endometrial cancer stage I
1400,Endometrial disorder
1401,Endometrial hypertrophy
1402,Endometrial stromal sarcoma
1403,Endometrial thickening
1404,Endometritis
1405,Endophthalmitis
1406,Endoscopy
1407,Endoscopy upper gastrointestinal tract
1408,Endothelial dysfunction
1409,Endotracheal intubation
1410,Endotracheal intubation complication
1411,Energy increased
1412,Enlarged clitoris
1413,Enlarged uvula
1414,Enteral nutrition
1415,Enteritis infectious
1416,Enterobacter bacteraemia
1417,Enterobacter infection
1418,Enterobacter sepsis
1419,Enterobiasis
1420,Enterococcal bacteraemia
1421,Enterococcal infection
1422,Enterococcal sepsis
1423,Enterocolitis haemorrhagic
1424,Enterocolitis infectious
1425,Enterocolitis viral
1426,Enterocutaneous fistula
1427,Enterostomy
1428,Enterovesical fistula
1429,Enterovirus infection
1430,Enthesopathy
1431,Enzyme level decreased
1432,Enzyme level increased
1433,Eosinophil count abnormal
1434,Eosinophil count decreased
1435,Eosinophil percentage increased
1436,Eosinophilic colitis
1437,Eosinophilic fasciitis
1438,Eosinophilic granulomatosis with polyangiitis
1439,Eosinophilic oesophagitis
1440,Ependymoma
1441,Ephelides
1442,Epicondylitis
1443,Epididymitis
1444,Epidural injection
1445,Epigastric discomfort
1446,Epiglottitis
1447,Epiphysiolysis
1448,Epiploic appendagitis
1449,Episcleritis
1450,Epistaxis
1451,Epstein-Barr viraemia
1452,Epstein-Barr virus antibody positive
1453,Epstein-Barr virus associated lymphoma
1454,Epstein-Barr virus associated lymphoproliferative disorder
1455,Epstein-Barr virus infection
1456,Epstein-Barr virus test positive
1457,Erection increased
1458,Erosive duodenitis
1459,Erosive oesophagitis
1460,Eructation
1461,Erysipelas
1462,Erythema
1463,Erythema migrans
1464,Erythema multiforme
1465,Erythema nodosum
1466,Erythema of eyelid
1467,Erythroleukaemia
1468,Erythropenia
1469,Eschar
1470,Escherichia bacteraemia
1471,Escherichia infection
1472,Escherichia pyelonephritis
1473,Escherichia sepsis
1474,Escherichia test positive
1475,Essential thrombocythaemia
1476,Euglycaemic diabetic ketoacidosis
1477,Eustachian tube disorder
1478,Eustachian tube obstruction
1479,Euthanasia
1480,Evans syndrome
1481,Ewing's sarcoma
1482,Excessive eye blinking
1483,Excessive skin
1484,Excoriation
1485,Exercise tolerance decreased
1486,Exophthalmos
1487,Exostosis
1488,Exostosis of jaw
1489,Expanded disability status scale
1490,Expanded disability status scale score increased
1491,Expired device used
1492,Expired product administered
1493,Exposure during pregnancy
1494,Exposure to SARS-CoV-2
1495,Exposure to allergen
1496,Exposure to chemical pollution
1497,Exposure to communicable disease
1498,Exposure to extreme temperature
1499,Exposure to toxic agent
1500,Exposure to unspecified agent
1501,Exposure via body fluid
1502,Exposure via direct contact
1503,Exposure via eye contact
1504,Exposure via father
1505,Exposure via ingestion
1506,Exposure via inhalation
1507,Exposure via partner
1508,Exposure via skin contact
1509,Expulsion of medication
1510,Extra dose administered
1511,Extradural abscess
1512,Extranodal marginal zone B-cell lymphoma (MALT type)
1513,Extraocular muscle paresis
1514,Extrasystoles
1515,Extravasation
1516,Extravasation blood
1517,Extravascular haemolysis
1518,Eye abscess
1519,Eye allergy
1520,Eye burns
1521,Eye colour change
1522,Eye complication associated with device
1523,Eye discharge
1524,Eye disorder
1525,Eye haemorrhage
1526,Eye infection
1527,Eye inflammation
1528,Eye injury
1529,Eye irritation
1530,Eye movement disorder
1531,Eye oedema
1532,Eye opacity
1533,Eye pain
1534,Eye pruritus
1535,Eye swelling
1536,Eye symptom
1537,Eye ulcer
1538,Eyelash discolouration
1539,Eyelid bleeding
1540,Eyelid disorder
1541,Eyelid exfoliation
1542,Eyelid infection
1543,Eyelid irritation
1544,Eyelid margin crusting
1545,Eyelid pain
1546,Eyelid ptosis
1547,Eyelid rash
1548,Eyelid skin dryness
1549,Eyelid thickening
1550,Eyelids pruritus
1551,Face injury
1552,Facial asymmetry
1553,Facial discomfort
1554,Facial nerve disorder
1555,Facial neuralgia
1556,Facial pain
1557,Facial paresis
1558,Factor IX inhibition
1559,Factor V Leiden mutation
1560,Factor VIII inhibition
1561,Faecal calprotectin increased
1562,Faecal volume decreased
1563,Faecal volume increased
1564,Faeces discoloured
1565,Faeces hard
1566,Faeces pale
1567,Faeces soft
1568,Failure of child resistant mechanism for pharmaceutical product
1569,Failure to anastomose
1570,Failure to suspend medication
1571,Failure to thrive
1572,Fall
1573,Fallopian tube cancer
1574,False negative investigation result
1575,Familial mediterranean fever
1576,Family stress
1577,Fanconi syndrome
1578,Fanconi syndrome acquired
1579,Fasciitis
1580,Fat embolism
1581,Fat necrosis
1582,Fat redistribution
1583,Fat tissue increased
1584,Fatigue
1585,Fatty acid deficiency
1586,Fear of disease
1587,Fear of injection
1588,Febrile bone marrow aplasia
1589,Febrile convulsion
1590,Febrile infection
1591,Febrile neutropenia
1592,Feeding tube user
1593,Feeling cold
1594,Feeling jittery
1595,Feeling of body temperature change
1596,Felty's syndrome
1597,Female genital operation
1598,Female genital tract fistula
1599,Female reproductive tract disorder
1600,Femoral hernia
1601,Fibroadenoma of breast
1602,Fibroma
1603,Fibrosis
1604,Fibula fracture
1605,Fine motor skill dysfunction
1606,Finger amputation
1607,Finger deformity
1608,Fingerprint loss
1609,Fishbane reaction
1610,Fistula
1611,Fistula of small intestine
1612,Fistula repair
1613,Flank pain
1614,Flatulence
1615,Fluid overload
1616,Fluid retention
1617,Flushing
1618,Focal nodular hyperplasia
1619,Focal segmental glomerulosclerosis
1620,Foetal cardiac disorder
1621,Foetal distress syndrome
1622,Foetal exposure during delivery
1623,Foetal exposure timing unspecified
1624,Foetal growth abnormality
1625,Foetal growth restriction
1626,Foetal heart rate deceleration abnormality
1627,Foetal heart rate decreased
1628,Foetal hypokinesia
1629,Foetal malformation
1630,Foetal malposition
1631,Follicular lymphoma
1632,Follicular thyroid cancer
1633,Folliculitis
1634,Food poisoning
1635,Foot amputation
1636,Foot deformity
1637,Foot fracture
1638,Forced expiratory volume decreased
1639,Forearm fracture
1640,Foreign body
1641,Foreign body aspiration
1642,Foreign body in eye
1643,Foreign body in gastrointestinal tract
1644,Foreign body in mouth
1645,Foreign body in reproductive tract
1646,Foreign body sensation in eyes
1647,Fournier's gangrene
1648,Fracture
1649,Fracture delayed union
1650,Fracture of penis
1651,Fracture pain
1652,Fractured sacrum
1653,Frequent bowel movements
1654,Frostbite
1655,Frustration
1656,Frustration tolerance decreased
1657,Full blood count decreased
1658,Full blood count increased
1659,Fulminant type 1 diabetes mellitus
1660,Fundoscopy abnormal
1661,Fungaemia
1662,Fungal foot infection
1663,Fungal infection
1664,Fungal oesophagitis
1665,Fungal peritonitis
1666,Fungal test positive
1667,Furuncle
1668,Gait disturbance
1669,Gait inability
1670,Gallbladder cancer
1671,Gallbladder cancer metastatic
1672,Gallbladder cancer stage IV
1673,Gallbladder enlargement
1674,Gallbladder neoplasm
1675,Gallbladder operation
1676,Gallbladder pain
1677,Gallbladder polyp
1678,Gallbladder rupture
1679,Gangrene
1680,Gas gangrene
1681,Gastric antral vascular ectasia
1682,Gastric cancer
1683,Gastric cancer stage 0
1684,Gastric cancer stage II
1685,Gastric cancer stage III
1686,Gastric cancer stage IV
1687,Gastric dilatation
1688,Gastric disorder
1689,Gastric dysplasia
1690,Gastric fistula
1691,Gastric haemorrhage
1692,Gastric infection
1693,Gastric mucosal lesion
1694,Gastric neoplasm
1695,Gastric operation
1696,Gastric perforation
1697,Gastric polyps
1698,Gastric ulcer
1699,Gastric ulcer haemorrhage
1700,Gastric ulcer perforation
1701,Gastric varices
1702,Gastric volvulus
1703,Gastritis bacterial
1704,Gastritis erosive
1705,Gastritis haemorrhagic
1706,Gastritis viral
1707,Gastroduodenal ulcer
1708,Gastroenteritis rotavirus
1709,Gastroenteritis salmonella
1710,Gastrointestinal anastomotic leak
1711,Gastrointestinal angiectasia
1712,Gastrointestinal angiodysplasia
1713,Gastrointestinal arteriovenous malformation
1714,Gastrointestinal bacterial infection
1715,Gastrointestinal disorder
1716,Gastrointestinal erosion
1717,Gastrointestinal fistula
1718,Gastrointestinal fungal infection
1719,Gastrointestinal haemorrhage
1720,Gastrointestinal inflammation
1721,Gastrointestinal injury
1722,Gastrointestinal lymphoma
1723,Gastrointestinal neoplasm
1724,Gastrointestinal obstruction
1725,Gastrointestinal oedema
1726,Gastrointestinal pain
1727,Gastrointestinal perforation
1728,Gastrointestinal polyp
1729,Gastrointestinal polyp haemorrhage
1730,Gastrointestinal scarring
1731,Gastrointestinal sounds abnormal
1732,Gastrointestinal stenosis
1733,Gastrointestinal stoma complication
1734,Gastrointestinal stoma output increased
1735,Gastrointestinal stromal tumour
1736,Gastrointestinal surgery
1737,Gastrointestinal toxicity
1738,Gastrointestinal tract adenoma
1739,Gastrointestinal tract irritation
1740,Gastrointestinal tube insertion
1741,Gastrointestinal ulcer
1742,Gastrointestinal ulcer haemorrhage
1743,Gastrointestinal viral infection
1744,Gastrostomy
1745,General physical condition abnormal
1746,General physical condition decreased
1747,General physical health deterioration
1748,General symptom
1749,Genital abscess
1750,Genital blister
1751,Genital burning sensation
1752,Genital discomfort
1753,Genital erythema
1754,Genital haemorrhage
1755,Genital herpes
1756,Genital herpes simplex
1757,Genital herpes zoster
1758,Genital infection
1759,Genital infection female
1760,Genital lesion
1761,Genital rash
1762,Genital swelling
1763,Genitourinary symptom
1764,Giant papillary conjunctivitis
1765,Gilbert's syndrome
1766,Gingival abscess
1767,Gingival bleeding
1768,Gingival blister
1769,Gingival discomfort
1770,Gingival disorder
1771,Gingival erosion
1772,Gingival erythema
1773,Gingival graft
1774,Gingival hyperplasia
1775,Gingival operation
1776,Gingival pain
1777,Gingival pruritus
1778,Gingival recession
1779,Gingival swelling
1780,Gingival ulceration
1781,Glassy eyes
1782,Glaucoma
1783,Glaucoma surgery
1784,Glioblastoma
1785,Glioblastoma multiforme
1786,Glioma
1787,Glomerular filtration rate abnormal
1788,Glomerular filtration rate increased
1789,Glomerulonephritis acute
1790,Glomerulonephritis membranoproliferative
1791,Glomerulonephritis minimal lesion
1792,Glomerulonephritis rapidly progressive
1793,Glomerulonephropathy
1794,Glomerulosclerosis
1795,Glossodynia
1796,Glottis carcinoma
1797,Glucose urine present
1798,Gluten sensitivity
1799,Glycosylated haemoglobin
1800,Glycosylated haemoglobin abnormal
1801,Glycosylated haemoglobin decreased
1802,Glycosylated haemoglobin increased
1803,Gonorrhoea
1804,Goodpasture's syndrome
1805,Gout
1806,Gouty arthritis
1807,Gouty tophus
1808,Graft complication
1809,Graft infection
1810,Graft loss
1811,Graft versus host disease
1812,Graft versus host disease in gastrointestinal tract
1813,Graft versus host disease in liver
1814,Graft versus host disease in lung
1815,Graft versus host disease in skin
1816,Granulocyte count decreased
1817,Granulocytopenia
1818,Granulocytosis
1819,Granuloma
1820,Granuloma annulare
1821,Graves' disease
1822,Gravitational oedema
1823,Grip strength decreased
1824,Groin abscess
1825,Groin infection
1826,Groin pain
1827,Growing pains
1828,Growth of eyelashes
1829,Growth retardation
1830,Guillain-Barre syndrome
1831,Guttate psoriasis
1832,Gynaecomastia
1833,HER2 positive breast cancer
1834,HIV infection
1835,HIV test positive
1836,Haemangioma
1837,Haemangioma of skin
1838,Haemarthrosis
1839,Haematemesis
1840,Haematochezia
1841,Haematocrit abnormal
1842,Haematocrit decreased
1843,Haematocrit increased
1844,Haematological infection
1845,Haematological malignancy
1846,Haematoma evacuation
1847,Haematoma muscle
1848,Haematotoxicity
1849,Haematotympanum
1850,Haematuria
1851,Haemochromatosis
1852,Haemodialysis
1853,Haemodynamic instability
1854,Haemoglobin abnormal
1855,Haemoglobin decreased
1856,Haemoglobin increased
1857,Haemoglobinaemia
1858,Haemoglobinuria
1859,Haemolysis
1860,Haemolytic uraemic syndrome
1861,Haemoperitoneum
1862,Haemophagocytic lymphohistiocytosis
1863,Haemophilia
1864,Haemophilic arthropathy
1865,Haemophilus infection
1866,Haemoptysis
1867,Haemorrhage
1868,Haemorrhage in pregnancy
1869,Haemorrhage subcutaneous
1870,Haemorrhage urinary tract
1871,Haemorrhagic anaemia
1872,Haemorrhagic arteriovenous malformation
1873,Haemorrhagic ascites
1874,Haemorrhagic cerebral infarction
1875,Haemorrhagic disorder
1876,Haemorrhagic erosive gastritis
1877,Haemorrhagic infarction
1878,Haemorrhagic ovarian cyst
1879,Haemorrhagic transformation stroke
1880,Haemorrhoidal haemorrhage
1881,Haemorrhoids
1882,Haemosiderin stain
1883,Haemothorax
1884,Hair colour changes
1885,Hair disorder
1886,Hair growth abnormal
1887,Hair growth rate abnormal
1888,Hair injury
1889,Hair texture abnormal
1890,Hairy cell leukaemia
1891,Hallucination
1892,Halo vision
1893,Hand fracture
1894,Hand-foot-and-mouth disease
1895,Head banging
1896,Head discomfort
1897,Head injury
1898,Headache
1899,Hearing impaired
1900,Heart injury
1901,Heart rate abnormal
1902,Heart rate increased
1903,Heart rate irregular
1904,Heart transplant
1905,Heart transplant rejection
1906,Heart valve incompetence
1907,Heart valve operation
1908,Heart valve replacement
1909,Heat illness
1910,Heavy exposure to ultraviolet light
1911,Heavy menstrual bleeding
1912,Helicobacter gastritis
1913,Helicobacter infection
1914,Helminthic infection
1915,Helplessness
1916,Hemianaesthesia
1917,Hemianopia homonymous
1918,Hemihypoaesthesia
1919,Hemiparesis
1920,Hemiplegia
1921,Henoch-Schonlein purpura
1922,Heparin-induced thrombocytopenia
1923,Hepatectomy
1924,Hepatic adenoma
1925,Hepatic cancer
1926,Hepatic cancer metastatic
1927,Hepatic cancer recurrent
1928,Hepatic cancer stage III
1929,Hepatic cancer stage IV
1930,Hepatic cyst
1931,Hepatic encephalopathy
1932,Hepatic enzyme increased
1933,Hepatic function abnormal
1934,Hepatic haemorrhage
1935,Hepatic infarction
1936,Hepatic infection
1937,Hepatic lesion
1938,Hepatic mass
1939,Hepatic neoplasm
1940,Hepatic pain
1941,Hepatic vascular thrombosis
1942,Hepatitis A
1943,Hepatitis B DNA assay positive
1944,Hepatitis B DNA increased
1945,Hepatitis B core antibody positive
1946,Hepatitis B reactivation
1947,Hepatitis C
1948,Hepatitis C RNA positive
1949,Hepatitis C virus test positive
1950,Hepatitis E
1951,Hepatitis toxic
1952,Hepatitis viral
1953,Hepatobiliary disease
1954,Hepatocellular carcinoma
1955,Hepatomegaly
1956,Hepatosplenic T-cell lymphoma
1957,Hepatotoxicity
1958,Hereditary angioedema
1959,Hereditary haemorrhagic telangiectasia
1960,Hernia
1961,Hernia pain
1962,Hernia repair
1963,Herpes ophthalmic
1964,Herpes simplex encephalitis
1965,Herpes virus infection
1966,Herpes zoster
1967,Herpes zoster cutaneous disseminated
1968,Herpes zoster disseminated
1969,Herpes zoster meningitis
1970,Herpes zoster meningomyelitis
1971,Herpes zoster oticus
1972,Herpes zoster reactivation
1973,Hidradenitis
1974,High density lipoprotein decreased
1975,High density lipoprotein increased
1976,High risk pregnancy
1977,High-grade B-cell lymphoma
1978,Hilar lymphadenopathy
1979,Hip fracture
1980,Hip surgery
1981,Hirsutism
1982,Histiocytic necrotising lymphadenitis
1983,Histiocytosis
1984,Histiocytosis haematophagic
1985,Histology abnormal
1986,Histoplasmosis
1987,Hodgkin's disease
1988,Hodgkin's disease nodular sclerosis
1989,Hordeolum
1990,Hormone receptor positive breast cancer
1991,Hormone-refractory prostate cancer
1992,Horner's syndrome
1993,Hospice care
1994,Hospitalisation
1995,Hot flush
1996,Human chorionic gonadotropin increased
1997,Human metapneumovirus test positive
1998,Human papilloma virus test positive
1999,Human rhinovirus test positive
2000,Hydrocele
2001,Hydrocephalus
2002,Hydronephrosis
2003,Hydrothorax
2004,Hyperaesthesia teeth
2005,Hyperaldosteronism
2006,Hyperammonaemia
2007,Hyperamylasaemia
2008,Hyperbilirubinaemia
2009,Hypercalcaemia
2010,Hypercalcaemia of malignancy
2011,Hypercalciuria
2012,Hyperchloraemia
2013,Hyperchlorhydria
2014,Hypercoagulation
2015,Hypercreatininaemia
2016,Hypereosinophilic syndrome
2017,Hypergammaglobulinaemia
2018,Hypergammaglobulinaemia benign monoclonal
2019,Hyperglycaemia
2020,Hyperinsulinaemic hypoglycaemia
2021,Hyperkalaemia
2022,Hyperkeratosis
2023,Hypermetabolism
2024,Hypermetropia
2025,Hyperparathyroidism
2026,Hyperparathyroidism primary
2027,Hyperproteinaemia
2028,Hyperpyrexia
2029,Hypersensitivity
2030,Hypersomnia
2031,Hypertensive cardiomyopathy
2032,Hypertensive encephalopathy
2033,Hypertensive nephropathy
2034,Hyperthermia malignant
2035,Hyperthyroidism
2036,Hypertransaminasaemia
2037,Hypertrichosis
2038,Hypertriglyceridaemia
2039,Hypertrophic cardiomyopathy
2040,Hypertrophy
2041,Hyperuricaemia
2042,Hyperventilation
2043,Hyperviscosity syndrome
2044,Hypervitaminosis D
2045,Hypervolaemia
2046,Hypoacusis
2047,Hypoaesthesia
2048,Hypoaesthesia oral
2049,Hypoalbuminaemia
2050,Hypoglycaemia
2051,Hypoglycaemic encephalopathy
2052,Hypoglycaemic seizure
2053,Hypoglycaemic unconsciousness
2054,Hypogonadism
2055,Hypogonadism male
2056,Hypokinesia
2057,Hypomenorrhoea
2058,Hypoparathyroidism
2059,Hypopharyngeal cancer
2060,Hypophosphataemia
2061,Hypophosphataemic osteomalacia
2062,Hypoproteinaemia
2063,Hypopyon
2064,Hyporeflexia
2065,Hypothalamic pituitary adrenal axis suppression
2066,Hypothalamo-pituitary disorder
2067,Hypotony of eye
2068,Hypovolaemia
2069,Hypoxia
2070,Hysterosalpingo-oophorectomy
2071,IIIrd nerve paralysis
2072,IVth nerve paralysis
2073,Idiopathic generalised epilepsy
2074,Idiopathic interstitial pneumonia
2075,Idiopathic orbital inflammation
2076,Idiopathic pneumonia syndrome
2077,Idiopathic pulmonary fibrosis
2078,IgA nephropathy
2079,Ileal perforation
2080,Ileal stenosis
2081,Ileal ulcer
2082,Ileectomy
2083,Ileostomy
2084,Iliotibial band syndrome
2085,Ill-defined disorder
2086,Immobilisation syndrome
2087,Immune effector cell-associated neurotoxicity syndrome
2088,Immune reconstitution inflammatory syndrome associated Kaposi's sarcoma
2089,Immune thrombocytopenic purpura
2090,Immune-mediated adrenal insufficiency
2091,Immune-mediated adverse reaction
2092,Immune-mediated dermatitis
2093,Immune-mediated encephalitis
2094,Immune-mediated enterocolitis
2095,Immune-mediated gastritis
2096,Immune-mediated hepatic disorder
2097,Immune-mediated hepatitis
2098,Immune-mediated hypothyroidism
2099,Immune-mediated lung disease
2100,Immune-mediated myocarditis
2101,Immune-mediated myositis
2102,Immune-mediated necrotising myopathy
2103,Immune-mediated nephritis
2104,Immune-mediated pancreatitis
2105,Immunisation reaction
2106,Immunoglobulin therapy
2107,Immunoglobulins abnormal
2108,Immunoglobulins decreased
2109,Immunosuppressant drug level decreased
2110,Immunosuppressant drug level increased
2111,Immunosuppression
2112,Impaired driving ability
2113,Impaired healing
2114,Impaired self-care
2115,Impaired work ability
2116,Impatience
2117,Impetigo
2118,Implant site abscess
2119,Implant site bruising
2120,Implant site discharge
2121,Implant site erosion
2122,Implant site erythema
2123,Implant site haematoma
2124,Implant site haemorrhage
2125,Implant site hypersensitivity
2126,Implant site hypoaesthesia
2127,Implant site infection
2128,Implant site irritation
2129,Implant site mass
2130,Implant site pain
2131,Implant site pruritus
2132,Implant site reaction
2133,Implant site swelling
2134,Implant site urticaria
2135,Implantable defibrillator insertion
2136,Implantation complication
2137,Imprisonment
2138,In vitro fertilisation
2139,Inadequate analgesia
2140,Inadequate diet
2141,Inappropriate prescribing
2142,Inappropriate schedule of drug administration
2143,Inappropriate schedule of product administration
2144,Incarcerated hernia
2145,Incarcerated inguinal hernia
2146,Incision site discharge
2147,Incision site erythema
2148,Incision site haemorrhage
2149,Incision site impaired healing
2150,Incision site swelling
2151,Incisional hernia
2152,Incontinence
2153,Incorrect disposal of product
2154,Incorrect dosage administered
2155,Incorrect dose administered
2156,Incorrect dose administered by device
2157,Incorrect dose administered by product
2158,Incorrect drug administration duration
2159,Incorrect drug administration rate
2160,Incorrect drug dosage form administered
2161,Incorrect product administration duration
2162,Incorrect product dosage form administered
2163,Incorrect product formulation administered
2164,Incorrect product storage
2165,Incorrect route of drug administration
2166,Increased insulin requirement
2167,Increased tendency to bruise
2168,Increased upper airway secretion
2169,Increased viscosity of bronchial secretion
2170,Increased viscosity of upper respiratory secretion
2171,Induration
2172,Infantile spasms
2173,Infantile spitting up
2174,Infarction
2175,Infected cyst
2176,Infected dermal cyst
2177,Infected fistula
2178,Infection
2179,Infection in an immunocompromised host
2180,Infection reactivation
2181,Infection susceptibility increased
2182,Infective aneurysm
2183,Infective exacerbation of bronchiectasis
2184,Infective exacerbation of chronic obstructive airways disease
2185,Infective pulmonary exacerbation of cystic fibrosis
2186,Infective tenosynovitis
2187,Infertility
2188,Infertility female
2189,Infertility male
2190,Inflammation
