index_pt,pt
679,Fear of falling
1549,Spigelian hernia
606,Endotracheal intubation complication
766,Glaucomatous optic disc atrophy
1377,Pregnancy with contraceptive device
885,Hypoaesthesia eye
1587,Substance use disorder
816,Heart disease congenital
1242,Optic disc haemorrhage
1696,Vanishing bile duct syndrome
1066,Limb reduction defect
12,Abscess bacterial
114,Aortic rupture
424,Confusion postoperative
701,Foetal heart rate deceleration abnormality
1649,Tonsillar haemorrhage
1694,Vaginal flatulence
1681,Ureteral stent insertion
1581,Stoma site ulcer
1561,Splenic vein thrombosis
1500,Self-consciousness
1476,Rheumatoid arthritis-associated interstitial lung disease
1327,Pharyngeal dystonia
1304,Patient restraint
1231,Oesophagitis ulcerative
1114,Measles
1035,Knuckle pads
938,Infantile spasms
851,Hodgkin's disease nodular sclerosis
835,Hepatitis D
795,Haemoglobinaemia
787,HLA-B*5701 assay positive
611,Enteric neuropathy
609,Enlarged clitoris
458,Creatine urine abnormal
356,Cerebrovascular insufficiency
285,Breast dysplasia
273,Brain stem thrombosis
130,Application site hypoaesthesia
190,Biopsy kidney abnormal
461,Crystal arthropathy
620,Eosinophilic pneumonia chronic
1048,Large intestinal haemorrhage
1216,Obstructive pancreatitis
714,Fracture pain
1575,Sternal fracture
1672,Tumour lysis syndrome
1318,Peripheral motor neuropathy
898,Immune effector cell-associated neurotoxicity syndrome
1235,On and off phenomenon
1039,Laceration
1379,Premature labour
640,Extradural haematoma
1516,Skin atrophy
1378,Premature ejaculation
1166,Myocardial injury
1366,Post procedural fistula
376,Cholelithotomy
449,Corpora cavernosa surgery
1112,Maternal exposure timing unspecified
1593,Superior vena cava syndrome
1708,Vibratory sense increased
1018,Ischaemic hepatitis
1089,Lung carcinoma cell type unspecified stage I
1218,Ocular hypertension
1353,Pneumonia streptococcal
44,Acute stress disorder
325,Carcinoid tumour pulmonary
1580,Stoma site infection
186,Biliary cirrhosis primary
1058,Leukoplakia oral
1618,Tethered cord syndrome
292,Breast pain
1329,Pharyngeal operation
1053,Laziness
225,Blood immunoglobulin E abnormal
1684,Urinary tract candidiasis
1434,Radiation associated pain
1429,Pupillary disorder
1418,Protrusion tongue
1121,Meningitis enteroviral
1073,Lipoprotein (a) increased
719,Fungal foot infection
674,Fallopian tube operation
654,Eye symptom
172,Basophil count abnormal
199,Blepharochalasis
1253,Organic erectile dysfunction
1409,Product tampering
1263,Osteosclerosis
1387,Product closure removal difficult
870,Hyperpyrexia
748,Gastrointestinal ulcer haemorrhage
334,Carotid artery aneurysm
537,Dizziness
317,Cancer fatigue
1083,Logorrhoea
18,Acetonaemia
1365,Post procedural diarrhoea
1233,Oligomenorrhoea
1331,Pharyngeal ulceration
509,Device colour issue
1126,Mesenteric vein thrombosis
1588,Substance-induced psychotic disorder
1527,Skin papilloma
1689,Uterine dilation and curettage
220,Blood gases abnormal
699,Focal segmental glomerulosclerosis
1654,Total lung capacity abnormal
21,Acinetobacter bacteraemia
474,Cytoreductive surgery
1219,Ocular vascular disorder
1008,Intestinal ulcer
1154,Muscle haemorrhage
626,Erythema nodosum
800,Haemorrhagic arteriovenous malformation
282,Breast cyst
385,Chronic disease
562,Duodenal stenosis
705,Food refusal
635,Exposure via body fluid
1547,Sperm concentration decreased
448,Coronavirus test positive
495,Delivery
494,Delirium tremens
879,Hypertransaminasaemia
1320,Peritonitis bacterial
1579,Stoma site hypergranulation
574,Dyspnoea at rest
1157,Muscle twitching
552,Drug level abnormal
1645,Tongue coated
1392,Product contamination physical
1423,Pulmonary function test decreased
1577,Stoma creation
1279,Pancreatic mass
1502,Senile dementia
731,Gastritis erosive
733,Gastroduodenal ulcer
1251,Organ failure
1021,Jejunostomy
1034,Klebsiella infection
1467,Retinal artery occlusion
452,Cotard's syndrome
1041,Lack of spontaneous speech
910,Implant site erythema
1145,Mucosal inflammation
1062,Light chain analysis increased
1092,Lung neoplasm
312,CNS ventriculitis
1745,Wound secretion
943,Infection susceptibility increased
58,Adrenal neoplasm
209,Blood chloride increased
90,Anal skin tags
843,Herpes dermatitis
1088,Lower respiratory tract infection fungal
1610,Telangiectasia
358,Cervical cyst
772,Glomerulonephropathy
1131,Microembolism
1542,Somatic symptom disorder
1669,Trismus
887,Hypoglycaemia neonatal
1614,Tendonitis
369,Chemical burn of skin
1043,Lactose intolerance
558,Drug withdrawal headache
289,Breast inflammation
436,Conversion disorder
372,Chillblains
544,Drug administered in wrong device
445,Coronary artery stenosis
1071,Lipase increased
1478,Rhinovirus infection
1591,Superficial injury of eye
472,Cytokine release syndrome
877,Hypertensive urgency
178,Benign breast neoplasm
192,Bladder dysfunction
1584,Stroke in evolution
238,Blood testosterone abnormal
320,Carbohydrate antigen 125 increased
1611,Tenderness
399,Cluster headache
1260,Osteomyelitis
1357,Polyp
582,Ear swelling
1164,Myeloid leukaemia
1247,Oral mucosal blistering
56,Adnexa uteri pain
1351,Pneumonia pseudomonal
657,Eyelid disorder
68,Alcoholic hangover
717,Full blood count increased
1033,Klebsiella bacteraemia
1718,Vomiting projectile
741,Gastrointestinal pain
239,Blood testosterone increased
1025,Joint hyperextension
1108,Mass
804,Haemorrhoids
295,Breast tenderness
1134,Miliaria
1448,Red blood cell count decreased
762,Gingival pain
1514,Sinus headache
619,Eosinophilic oesophagitis
713,Foreign body in reproductive tract
972,Injection site hypersensitivity
1214,Obstruction gastric
1422,Psychological trauma
1724,Vulvovaginal dryness
344,Cellulitis orbital
279,Breast cancer stage I
1617,Testicular pain
512,Device dislocation
1337,Physical product label issue
304,Bruxism
355,Cerebral vasoconstriction
145,Articular calcification
245,Blood uric acid increased
1267,Oxygen saturation abnormal
700,Foetal exposure during pregnancy
1148,Multiple sclerosis pseudo relapse
1110,Maternal drugs affecting foetus
1352,Pneumonia staphylococcal
985,Instillation site erythema
1046,Laparoscopic surgery
1055,Leiomyosarcoma
1682,Urethral disorder
1250,Oral pruritus
340,Cataract subcapsular
1416,Protein total decreased
941,Infected skin ulcer
280,Breast cancer stage II
1026,Joint range of motion decreased
1368,Post procedural inflammation
1688,Uterine cancer
386,Chronic fatigue syndrome
1095,Lung transplant
1677,Unintentional medical device removal
110,Antisynthetase syndrome
184,Bile duct cancer
498,Dental cyst
257,Bone loss
1596,Suspected counterfeit product
643,Extraocular muscle paresis
380,Chorioretinal atrophy
647,Eye burns
841,Herbal interaction
1254,Orgasm abnormal
473,Cytomegalovirus test positive
1375,Pregnancy
496,Dementia
467,Cystic fibrosis related diabetes
1079,Liver transplant
416,Compulsive cheek biting
989,Insulin-like growth factor increased
908,Implant site bruising
663,Eyelids pruritus
1093,Lung opacity
749,Gastrostomy
10,Abnormal uterine bleeding
1637,Thyroid hormones decreased
425,Congenital anomaly in offspring
1196,Nipple pain
1619,Therapeutic drug monitoring analysis not performed
415,Complication of pregnancy
1670,Trisomy 21
541,Dreamy state
1116,Medical device implantation
38,Acute myocardial infarction
1381,Presyncope
1666,Trichotillomania
1283,Panic disorder
847,High density lipoprotein decreased
1102,Macular hole
1374,Pre-eclampsia
330,Cardiac ventricular thrombosis
1000,International normalised ratio increased
1013,Intraventricular haemorrhage
563,Duodenal ulcer
799,Haemorrhage urinary tract
1382,Procedural haemorrhage
964,Injection related reaction
992,Intentional underdose
1317,Peripheral artery thrombosis
1711,Viral load increased
807,Hair injury
124,Application site acne
1076,Listless
797,Haemophagocytic lymphohistiocytosis
113,Aortic dilatation
1302,Patent ductus arteriosus
1632,Thrombocytosis
1586,Subdural haematoma
587,Electric shock sensation
732,Gastritis haemorrhagic
99,Anisocytosis
793,Haemodialysis
112,Aorta hypoplasia
430,Congenital pulmonary hypertension
1243,Optic ischaemic neuropathy
24,Acquired cardiac septal defect
456,Craniosynostosis
631,Exomphalos
710,Forearm fracture
867,Hypermetabolism
1635,Thrombotic thrombocytopenic purpura
1271,Palatal oedema
572,Dysphoria
54,Administration site rash
346,Central nervous system stimulation
391,Chronic obstructive pulmonary disease
1118,Memory impairment
94,Anencephaly
79,Amenorrhoea
1626,Thinking abnormal
675,Fallot's tetralogy
990,Intensive care
1232,Off label use
757,Gingival bleeding
1638,Thyroid mass
333,Carnitine deficiency
1623,Therapeutic response delayed
67,Alcohol use disorder
293,Breast prosthesis implantation
1167,Myoclonic dystonia
868,Hyperparathyroidism
1097,Lymph node tuberculosis
64,Alcohol abuse
488,Deep vein thrombosis
1457,Renal stone removal
30,Activated partial thromboplastin time prolonged
536,Diverticulitis
681,Feeling cold
169,Basal cell carcinoma
1472,Retinal vein occlusion
1507,Septic shock
446,Coronavirus infection
942,Infection
527,Diarrhoea
1270,Pain in extremity
708,Foot fracture
1742,Wound
1458,Renal surgery
893,Hypopnoea
1449,Reflexes abnormal
160,Aversion
1568,Squamous cell carcinoma of lung
326,Cardiac disorder
914,Implant site pruritus
1497,Seborrhoea
117,Aortic valve stenosis
1712,Vision blurred
314,COVID-19 treatment
1540,Soft tissue disorder
902,Immune-mediated hypothyroidism
590,Electrocardiogram QT shortened
998,Intermittent claudication
534,Disruptive mood dysregulation disorder
1209,Nuclear magnetic resonance imaging abnormal
1410,Product use in unapproved indication
1624,Therapy cessation
999,International normalised ratio fluctuation
1620,Therapeutic product effect decreased
1080,Lobular breast carcinoma in situ
487,Decreased vibratory sense
1727,Waist circumference increased
14,Accelerated hypertension
247,Blood viscosity decreased
905,Immunosuppressant drug level increased
49,Adjustment disorder with mixed anxiety and depressed mood
1163,Myelodysplastic syndrome transformation
1594,Surgical failure
300,Bronchopneumopathy
1466,Retinal artery embolism
296,Breath alcohol test positive
1563,Spondylitis
584,Ecchymosis
1538,Sneezing
2,Abdominal distension
1576,Stevens-Johnson syndrome
1665,Treatment noncompliance
9,Abnormal faeces
297,Bronchial secretion retention
728,Gastric operation
832,Hepatic lesion
1222,Oedema peripheral
306,Burning sensation
1469,Retinal toxicity
137,Arrhythmia supraventricular
1462,Respiratory acidosis
1723,Vulvovaginal discomfort
1530,Skin toxicity
76,Alopecia universalis
1161,Mycobacterium avium complex immune restoration disease
236,Blood sodium decreased
348,Central venous catheter removal
695,Fluid intake reduced
1336,Physical assault
103,Anti factor X activity increased
1630,Throat clearing
157,Autoimmune pancreatitis
1241,Optic atrophy
726,Gastric haemorrhage
1261,Osteonecrosis of jaw
397,Clostridium difficile colitis
1162,Myelodysplastic syndrome
141,Arteriovenous malformation
1288,Paralysis
1534,Slow speech
453,Cough
625,Erythema
533,Disease progression
1342,Plasmacytoma
121,Aplasia pure red cell
1133,Migraine
1647,Tongue ulceration
122,Apnoea
1274,Palpitations
1183,Neoplasm malignant
261,Bone pain
862,Hypercapnia
34,Acute hepatic failure
1249,Oral neoplasm
1583,Stress at work
22,Acne
672,Fall
1189,Neurosurgery
758,Gingival blister
255,Bone graft
983,Injection site vesicles
1084,Loss of personal independence in daily activities
1057,Leukocytosis
1168,Myopericarditis
746,Gastrointestinal surgery
791,Haematuria
864,Hyperglycaemia
1570,Squamous cell carcinoma of the oral cavity
345,Central nervous system infection
1660,Transfusion
43,Acute respiratory distress syndrome
370,Chest X-ray abnormal
384,Choroidal neovascularisation
962,Infusion site urticaria
1691,Uterine polyp
1028,Joint swelling
865,Hyperkalaemia
1257,Oropharyngeal pain
1442,Rectal haemorrhage
1303,Pathological fracture
1552,Spinal cord infection
26,Acquired oesophageal web
1106,Malnutrition
1460,Renal vascular thrombosis
105,Anti-interferon antibody positive
959,Infusion site oedema
52,Administration site discomfort
200,Blindness congenital
899,Immune thrombocytopenic purpura
309,Bursitis infective
1729,Walking disability
93,Androgen deficiency
1289,Paranasal sinus discomfort
1322,Peroneal nerve palsy
1024,Joint effusion
1613,Tendon disorder
228,Blood osmolarity decreased
101,Anorectal disorder
521,Diabetic coma
523,Diabetic hyperosmolar coma
1300,Parosmia
100,Anogenital warts
752,Genital discomfort
596,Emphysematous cystitis
1700,Vascular device infection
1705,Vein rupture
1605,Systemic lupus erythematosus rash
128,Application site haemorrhage
1749,Wrong technique in device usage process
866,Hyperkeratosis
421,Concomitant disease aggravated
1562,Splenomegaly
575,Dysstasia
270,Brain neoplasm
1459,Renal tubular necrosis
400,Coagulation test abnormal
571,Dysphonia
735,Gastrointestinal disorder
371,Chest pain
570,Dysphagia
1499,Seizure
580,Ear injury
1414,Prostatectomy
1297,Parathyroidectomy
1625,Thermal burn
1743,Wound complication
1607,Systemic viral infection
1748,Wrong schedule
535,Distractibility
1556,Spinal nerve stimulator implantation
1709,Violence-related symptom
1296,Parathyroid tumour benign
1395,Product design issue
656,Eyelid cyst
70,Aldolase increased
1641,Tinea infection
1211,Obsessive thoughts
1225,Oesophageal pain
670,Faeces pale
884,Hypoaesthesia
310,Butterfly rash
1643,Tinnitus
1524,Skin lesion
547,Drug dispensing error
1603,Swollen tongue
550,Drug effective for unapproved indication
935,Increased tendency to bruise
917,Impulse-control disorder
1477,Rhinalgia
457,Craniotomy
1716,Vitamin D abnormal
1059,Libido disorder
1171,Nail disorder
1290,Paranasal sinus hypersecretion
1023,Joint crepitation
1634,Thrombosis in device
1152,Muscle discomfort
1663,Treatment delayed
798,Haemorrhage in pregnancy
256,Bone lesion
600,Endometrial ablation
1471,Retinal vasculitis
665,Facial nerve disorder
1038,Labyrinthitis
1227,Oesophageal rupture
1655,Toxic leukoencephalopathy
455,Craniofacial fracture
357,Cervical cord compression
546,Drug delivery system removal
175,Behcet's syndrome
1295,Parapsoriasis
542,Drowning
1747,Wrong patient
409,Colon cancer stage IV
683,Feeling jittery
35,Acute hepatitis C
837,Hepatitis acute
578,Ear infection bacterial
740,Gastrointestinal oedema
1201,Nodule
1615,Tenoplasty
214,Blood corticotrophin decreased
856,Huerthle cell carcinoma
954,Infusion related hypersensitivity reaction
1309,Penile size reduced
836,Hepatitis E
1127,Metabolic function test abnormal
158,Autoinflammatory disease
360,Cervical polyp
768,Glioblastoma multiforme
796,Haemoperitoneum
224,Blood immunoglobulin A increased
1061,Ligament operation
613,Enterococcal bacteraemia
476,Dandy-Walker syndrome
1627,Thirst decreased
1592,Superficial vein thrombosis
1169,NSAID exacerbated respiratory disease
1526,Skin operation
1306,Pemphigoid
1653,Tooth socket haemorrhage
118,Aortitis
412,Colour blindness acquired
780,Granulocyte count increased
775,Glucose tolerance impaired
55,Administration site reaction
1056,Lentigo maligna
1597,Suspected product quality issue
133,Application site papules
1589,Suicidal ideation
773,Glomerulosclerosis
1455,Renal failure chronic
241,Blood triglycerides abnormal
33,Acute febrile neutrophilic dermatosis
1237,Onychoclasis
40,Acute phosphate nephropathy
1371,Postmortem blood drug level abnormal
1659,Transformation to acute myeloid leukaemia
1441,Rectal discharge
1030,Keratosis follicular
518,Device related bacteraemia
1465,Respiratory rate increased
