index_pt,cluster,pt
1059,8,Incisional hernia
1060,8,Incoherent
1061,8,Incorrect dosage administered
1062,8,Incorrect dose administered
1063,8,Incorrect dose administered by device
1064,8,Incorrect drug administration duration
1065,8,Incorrect product administration duration
1066,8,Incorrect product storage
1067,8,Incorrect route of drug administration
1068,8,Increased appetite
1069,8,Infected skin ulcer
1070,8,Infection
1071,8,Infectious mononucleosis
1072,8,Infective exacerbation of chronic obstructive airways disease
1073,8,Infective pulmonary exacerbation of cystic fibrosis
1074,8,Inflammation
1075,8,Inflammatory bowel disease
1076,8,Influenza
1077,8,Influenza like illness
1078,8,Infusion related reaction
1079,8,Infusion site bruising
1080,8,Infusion site erythema
1081,8,Infusion site extravasation
1082,8,Infusion site haemorrhage
1083,8,Infusion site infection
1084,8,Infusion site mass
1085,8,Infusion site pain
1086,8,Infusion site rash
1087,8,Infusion site swelling
1088,5,Ingrowing nail
1089,8,Inguinal hernia
1090,8,Inhibitory drug interaction
1091,8,Initial insomnia
1092,8,Injection site abscess
1093,8,Injection site bruising
1094,8,Injection site cellulitis
1095,7,Injection site discharge
1096,8,Injection site discolouration
1097,8,Injection site discomfort
1098,8,Injection site erythema
1099,8,Injection site extravasation
1100,8,Injection site haemorrhage
1101,8,Injection site induration
1102,8,Injection site infection
1103,8,Injection site irritation
1104,8,Injection site mass
1105,8,Injection site necrosis
1106,8,Injection site nodule
1107,8,Injection site pain
1108,8,Injection site pruritus
1109,8,Injection site rash
1110,8,Injection site reaction
1111,8,Injection site swelling
1112,8,Injection site urticaria
1113,8,Injury
1114,8,Insomnia
1115,7,Instillation site pain
1116,8,Insurance issue
1117,8,Intentional dose omission
1118,8,Intentional overdose
1119,8,Intentional product misuse
1120,8,Intentional product use issue
1121,8,Intentional self-injury
1122,8,Intentional underdose
1123,7,Intercepted drug dispensing error
1124,8,Intercepted product administration error
1125,8,Intercepted product dispensing error
1126,8,Intermenstrual bleeding
1127,8,Internal haemorrhage
1128,8,International normalised ratio decreased
1129,8,International normalised ratio increased
1130,8,Interstitial lung disease
1131,8,Intervertebral disc degeneration
1132,7,Intervertebral disc disorder
1133,8,Intervertebral disc operation
1134,8,Intervertebral disc protrusion
1135,8,Intestinal obstruction
1136,8,Intestinal operation
1137,8,Intestinal perforation
1138,8,Intestinal resection
1139,8,Intra-abdominal fluid collection
1140,8,Intracranial aneurysm
1141,8,Intracranial pressure increased
1142,8,Intraductal proliferative breast lesion
1143,8,Invasive ductal breast carcinoma
1144,8,Iron deficiency
1145,8,Iron deficiency anaemia
1146,8,Irritability
1147,8,Irritable bowel syndrome
1148,8,Ischaemia
1149,8,Ischaemic stroke
1150,8,Jaundice
1151,8,Jaundice cholestatic
1152,8,Jaw disorder
1153,8,Joint dislocation
1154,8,Joint injury
1155,8,Joint range of motion decreased
1156,8,Joint stiffness
1157,8,Joint swelling
1158,8,Ketoacidosis
1159,8,Kidney infection
1160,8,Knee arthroplasty
1161,8,Knee operation
1162,8,Labelled drug-drug interaction medication error
1163,8,Laboratory test abnormal
1164,8,Laceration
1165,8,Lacrimation increased
1166,8,Lactic acidosis
1167,8,Large intestinal haemorrhage
1168,8,Large intestinal obstruction
1169,8,Large intestine perforation
1170,8,Large intestine polyp
1171,8,Laryngeal oedema
1172,8,Laryngitis
1173,8,Laryngospasm
1174,8,Leg amputation
1175,8,Lethargy
1176,8,Leukaemia
1177,8,Leukocytosis
1178,8,Leukopenia
1179,8,Libido increased
1180,8,Ligament rupture
1181,8,Ligament sprain
1182,8,Light chain analysis increased
1183,8,Limb discomfort
1184,8,Limb injury
1185,8,Limb mass
1186,8,Limb operation
1187,8,Lip blister
1188,8,Lip dry
1189,8,Lip swelling
1190,8,Lipase increased
1191,8,Lipodystrophy acquired
1192,8,Live birth
1193,8,Liver disorder
1194,8,Liver function test abnormal
1195,8,Liver function test increased
1196,8,Liver injury
1197,8,Living in residential institution
1198,8,Local swelling
1199,8,Localised infection
1200,8,Localised oedema
1201,8,Long QT syndrome
1202,8,Loss of consciousness
1203,8,Loss of therapeutic response
1204,8,Lower gastrointestinal haemorrhage
1205,8,Lower limb fracture
1206,8,Lower respiratory tract infection
1207,8,Lumbar spinal stenosis
1208,8,Lumbar vertebral fracture
1209,8,Lung adenocarcinoma
1210,8,Lung cancer metastatic
1211,8,Lung disorder
1212,8,Lung infection
1213,8,Lung neoplasm malignant
1214,8,Lyme disease
1215,8,Lymphadenopathy
1216,8,Lymphocyte count decreased
1217,8,Lymphoma
1218,8,Lymphopenia
1219,8,Macular degeneration
1220,8,Maculopathy
1221,8,Major depression
1222,8,Malabsorption
1223,8,Malaise
1224,8,Malignant catatonia
1225,8,Malignant melanoma
1226,8,Malignant neoplasm progression
1227,8,Malnutrition
1228,8,Mammoplasty
1229,8,Mania
1230,8,Mastectomy
1231,8,Mastitis
1232,8,Maternal exposure during pregnancy
1233,8,Medical procedure
1234,8,Medication error
1235,8,Melaena
1236,8,Memory impairment
1237,8,Meningitis
1238,8,Meningitis aseptic
1239,8,Meningitis viral
1240,8,Menopausal symptoms
1241,8,Menorrhagia
1242,8,Menstrual disorder
1243,8,Mental disorder
1244,8,Mental impairment
1245,7,Mental status changes
1246,8,Metabolic acidosis
1247,8,Metabolic disorder
1248,8,Metastases to bone
1249,8,Metastases to central nervous system
1250,8,Metastases to liver
1251,8,Metastases to lung
1252,8,Metastatic neoplasm
1253,8,Metrorrhagia
1254,8,Microcytic anaemia
1255,8,Micturition disorder
1256,8,Micturition urgency
1257,8,Middle insomnia
1258,8,Migraine
1259,8,Miliaria
1260,8,Mitral valve prolapse
1261,8,Mixed liver injury
1262,5,Mood altered
1263,8,Mood swings
1264,8,Mouth haemorrhage
1265,8,Mouth swelling
1266,8,Mouth ulceration
1267,8,Movement disorder
1268,8,Mucosal inflammation
1269,8,Mucous stools
1270,8,Multi-organ failure
1271,8,Multiple allergies
1272,8,Multiple fractures
1273,8,Multiple organ dysfunction syndrome
1274,8,Multiple sclerosis
1275,8,Multiple sclerosis pseudo relapse
1276,8,Multiple sclerosis relapse
1277,8,Multiple-drug resistance
1278,8,Muscle atrophy
1279,8,Muscle contractions involuntary
1280,8,Muscle disorder
1281,8,Muscle fatigue
1282,8,Muscle injury
1283,8,Muscle rigidity
1284,8,Muscle spasms
1285,8,Muscle spasticity
1286,8,Muscle twitching
1287,8,Muscular weakness
1288,8,Musculoskeletal chest pain
1289,8,Musculoskeletal discomfort
1290,8,Musculoskeletal disorder
1291,8,Musculoskeletal pain
1292,8,Musculoskeletal stiffness
1293,8,Myalgia
1294,8,Myasthenia gravis
1295,8,Mycobacterium tuberculosis complex test positive
1296,8,Mydriasis
1297,8,Myelodysplastic syndrome
1298,8,Myocardial infarction
1299,8,Myocarditis
1300,8,Myoclonus
1301,8,Myopathy
1302,8,Myopia
1303,8,Nail discolouration
1304,8,Narcolepsy
1305,8,Nasal congestion
1306,8,Nasal discomfort
1307,8,Nasal dryness
1308,8,Nasal polyps
1309,7,Nasal ulcer
1310,8,Nasopharyngitis
1311,8,Nausea
1312,8,Neck pain
1313,8,Necrotising fasciitis
1314,8,Needle issue
1315,8,Negative thoughts
1316,8,Neonatal respiratory distress syndrome
1317,8,Neoplasm
1318,8,Neoplasm malignant
1319,8,Neoplasm progression
1320,8,Nephritis
1321,8,Nephrogenic anaemia
1322,8,Nephrolithiasis
1323,8,Nephropathy
1324,8,Nephropathy toxic
1325,8,Nerve compression
1326,8,Nerve injury
1327,8,Nervous system disorder
1328,8,Nervousness
1329,8,Neuralgia
1330,7,Neurodegenerative disorder
1331,8,Neurodermatitis
1332,8,Neuroendocrine tumour
1333,8,Neurogenic bladder
1334,8,Neuroleptic malignant syndrome
1335,8,Neurological symptom
1336,8,Neuropathy peripheral
1337,8,Neutropenia
1338,8,Neutropenic colitis
1339,8,Neutrophil count decreased
1340,8,Neutrophil count increased
1341,8,Nightmare
1342,8,No adverse event
1343,7,No therapeutic response
1344,8,Nocturia
1345,8,Non-Hodgkin's lymphoma
1346,8,Non-alcoholic steatohepatitis
1347,8,Non-cardiac chest pain
1348,8,Nonspecific reaction
1349,8,Nystagmus
1350,8,Obesity
1351,8,Obsessive-compulsive disorder
1352,8,Obstructive airways disorder
1353,8,Obstructive sleep apnoea syndrome
1354,2,Occult blood positive
1355,8,Ocular discomfort
1356,7,Ocular hyperaemia
1357,8,Oedema
1358,8,Oedema peripheral
1359,8,Oesophageal candidiasis
1360,8,Oesophageal carcinoma
1361,8,Off label use
1362,8,Onychomadesis
1363,3,Oophorectomy
1364,8,Optic neuritis
1365,8,Oral candidiasis
1366,8,Oral discomfort
1367,8,Oral herpes
1368,8,Oral mucosal blistering
1369,8,Oral mucosal eruption
1370,8,Oral pain
1371,8,Oral surgery
1372,8,Orchitis
1373,8,Oropharyngeal discomfort
1374,8,Oropharyngeal pain
1375,8,Osteoarthritis
1376,8,Osteomyelitis
1377,8,Osteonecrosis
1378,8,Osteonecrosis of jaw
1379,8,Osteopenia
1380,8,Osteoporosis
1381,8,Overdose
1382,8,Oxygen saturation decreased
1383,8,Pain
1384,8,Pain in extremity
1385,8,Pain in jaw
1386,8,Pain of skin
1387,8,Pallor
1388,8,Palpitations
1389,8,Pancreatic carcinoma
1390,8,Pancreatic carcinoma metastatic
1391,8,Pancreatic neoplasm
1392,8,Pancreatitis
1393,8,Pancreatitis acute
1394,2,Pancreatitis chronic
1395,8,Pancytopenia
1396,8,Panic attack
1397,8,Panic disorder
1398,8,Panic reaction
1399,7,Papillary thyroid cancer
1400,7,Papilloma viral infection
1401,8,Paraesthesia
1402,8,Paraesthesia oral
1403,8,Paraplegia
1404,8,Parasomnia
1405,8,Paresis
1406,8,Parkinson's disease
1407,8,Parkinsonism
1408,8,Partial seizures
1409,8,Pathological gambling
1410,8,Pelvic fracture
1411,7,Pelvic prolapse
1412,8,Pemphigoid
1413,5,Penis disorder
1414,8,Periarthritis
1415,8,Pericardial effusion
1416,8,Periodic limb movement disorder
1417,7,Periodontal disease
1418,8,Periorbital cellulitis
1419,8,Periorbital oedema
1420,8,Periorbital pain
1421,8,Peripheral coldness
1422,8,Peripheral ischaemia
1423,8,Peripheral swelling
1424,7,Peripheral vascular disorder
1425,8,Peritonitis
1426,8,Peritonitis bacterial
1427,8,Personality change
1428,7,Personality disorder
1429,8,Pharyngeal oedema
1430,8,Pharyngeal swelling
1431,8,Pharyngitis
1432,8,Pharyngitis streptococcal
1433,10,Phlebitis
1434,8,Photophobia
1435,8,Photopsia
1436,8,Photosensitivity reaction
1437,8,Physical assault
1438,8,Plantar fasciitis
1439,8,Plasma cell myeloma
1440,8,Platelet count decreased
1441,8,Platelet count increased
1442,8,Pleural effusion
1443,8,Pleurothotonus
1444,8,Pneumocystis jirovecii pneumonia
1445,8,Pneumonia
1446,8,Pneumonia aspiration
1447,8,Pneumonia bacterial
1448,8,Pneumonia haemophilus
1449,8,Pneumonia pseudomonal
1450,8,Pneumonia streptococcal
1451,8,Pneumonia viral
1452,8,Pneumonitis
1453,8,Pneumothorax
1454,8,Poisoning
1455,8,Poisoning deliberate
1456,8,Pollakiuria
1457,8,Polymenorrhoea
1458,8,Polymyalgia rheumatica
1459,8,Polyp
1460,8,Poor feeding infant
1461,8,Poor peripheral circulation
1462,8,Poor quality device used
1463,7,Poor quality sleep
1464,8,Post procedural complication
1465,8,Post procedural haemorrhage
1466,8,Post procedural infection
1467,8,Post-traumatic stress disorder
1468,8,Postoperative wound complication
1469,8,Postoperative wound infection
1470,8,Potentiating drug interaction
1471,8,Pre-eclampsia
1472,8,Pre-existing condition improved
1473,3,Precancerous condition
1474,8,Precancerous skin lesion
1475,8,Pregnancy
1476,8,Prescribed overdose
1477,8,Prescribed underdose
1478,8,Prescription drug used without a prescription
1479,8,Procedural haemorrhage
1480,8,Procedural pain
1481,8,Proctalgia
1482,8,Product adhesion issue
1483,8,Product administered at inappropriate site
1484,8,Product administration error
1485,8,Product administration interrupted
1486,8,Product availability issue
1487,8,Product complaint
1488,8,Product container issue
1489,8,Product dispensing error
1490,8,Product dispensing issue
1491,5,Product distribution issue
1492,8,Product dose omission
1493,8,Product dose omission in error
1494,8,Product dose omission issue
1495,8,Product formulation issue
1496,7,Product lot number issue
1497,8,Product packaging quantity issue
1498,8,Product physical issue
1499,8,Product preparation error
1500,8,Product prescribing error
1501,8,Product prescribing issue
1502,8,Product quality issue
1503,8,Product solubility abnormal
1504,8,Product storage error
1505,8,Product substitution issue
1506,8,Product taste abnormal
1507,8,Product use complaint
1508,8,Product use in unapproved indication
1509,8,Product use issue
1510,8,Productive cough
1511,8,Progressive multifocal leukoencephalopathy
1512,8,Prostate cancer
1513,8,Prostatic specific antigen increased
1514,8,Prostatomegaly
1515,8,Pruritus
1516,8,Pruritus generalised
1517,8,Pseudomonas infection
1518,8,Psoriasis
1519,8,Psoriatic arthropathy
1520,8,Psychiatric symptom
1521,8,Psychomotor hyperactivity
1522,8,Psychotic disorder
1523,8,Psychotic symptom
1524,8,Pulmonary arterial hypertension
1525,8,Pulmonary congestion
1526,8,Pulmonary embolism
1527,8,Pulmonary function test decreased
1528,8,Pulmonary haemorrhage
1529,8,Pulmonary hypertension
1530,8,Pulmonary mass
1531,8,Pulmonary oedema
1532,8,Pulmonary thrombosis
1533,8,Pulpitis dental
1534,8,Purpura
1535,8,Pyelonephritis
1536,8,Pyelonephritis acute
1537,8,Pyoderma gangrenosum
1538,8,Pyrexia
1539,8,Quality of life decreased
1540,8,Rapid eye movement sleep behaviour disorder
1541,8,Rash
1542,8,Rash erythematous
1543,8,Rash generalised
1544,8,Rash macular
1545,8,Rash maculo-papular
1546,8,Rash papular
1547,8,Rash pruritic
1548,7,Raynaud's phenomenon
1549,8,Rebound acid hypersecretion
1550,8,Rebound effect
1551,8,Recalled product
1552,8,Recalled product administered
1553,8,Rectal cancer
1554,8,Rectal haemorrhage
1555,8,Rectal prolapse
1556,8,Red blood cell count decreased
1557,8,Reduced facial expression
1558,8,Refusal of treatment by patient
1559,8,Rehabilitation therapy
1560,8,Renal cancer
1561,8,Renal cell carcinoma
1562,8,Renal cyst
1563,8,Renal disorder
1564,8,Renal failure
1565,8,Renal impairment
1566,8,Renal injury
1567,8,Renal pain
1568,8,Respiration abnormal
1569,8,Respiratory arrest
1570,8,Respiratory disorder
1571,8,Respiratory distress
1572,8,Respiratory failure
1573,8,Respiratory symptom
1574,8,Respiratory syncytial virus infection
1575,8,Respiratory tract congestion
1576,8,Respiratory tract infection
1577,8,Restless legs syndrome
1578,8,Restlessness
1579,7,Restrictive pulmonary disease
1580,8,Retching
1581,8,Retinal artery occlusion
1582,8,Retinal pigmentation
1583,8,Retinal vein occlusion
1584,2,Retinopathy
1585,8,Reversible cerebral vasoconstriction syndrome
1586,8,Rhabdomyolysis
1587,7,Rheumatoid arthritis
1588,5,Rhinorrhoea
1589,8,Rhinovirus infection
1590,8,Rib fracture
1591,8,Right ventricular failure
1592,8,Road traffic accident
1593,8,Rosacea
1594,8,Rotator cuff syndrome
1595,3,Rubber sensitivity
1596,8,SARS-CoV-2 test negative
1597,8,SARS-CoV-2 test positive
1598,8,Salivary hypersecretion
1599,8,Scar
1600,8,Schizophrenia
1601,8,Sciatica
1602,8,Scratch
1603,8,Screaming
1604,8,Seasonal allergy
1605,7,Seborrhoeic dermatitis
1606,8,Secretion discharge
1607,8,Seizure
1608,8,Seizure like phenomena
1609,8,Self-injurious ideation
1610,7,Self-medication
1611,8,Sensitive skin
1612,8,Sensory disturbance
1613,8,Sepsis
1614,8,Sepsis neonatal
1615,8,Septic shock
1616,8,Serotonin syndrome
1617,8,Sexual dysfunction
1618,8,Shock
1619,8,Shock haemorrhagic
1620,8,Shoulder arthroplasty
1621,8,Shoulder operation
1622,8,Sickle cell anaemia with crisis
1623,8,Sinus congestion
1624,8,Sinus disorder
1625,5,Sinus headache
1626,8,Sinus operation
1627,8,Sinus tachycardia
1628,8,Sinusitis
1629,8,Sjogren's syndrome
1630,8,Skin abrasion
1631,8,Skin burning sensation
1632,8,Skin cancer
1633,8,Skin discolouration
1634,8,Skin disorder
1635,8,Skin exfoliation
1636,8,Skin fissures
1637,8,Skin haemorrhage
1638,8,Skin hyperpigmentation
1639,8,Skin infection
1640,8,Skin irritation
1641,8,Skin laceration
1642,8,Skin lesion
1643,6,Skin plaque
1644,8,Skin reaction
1645,7,Skin swelling
1646,8,Skin ulcer
1647,8,Sleep apnoea syndrome
1648,8,Sleep disorder
1649,8,Sleep disorder due to a general medical condition
1650,8,Sleep paralysis
1651,8,Sleep terror
1652,8,Sleep-related eating disorder
1653,8,Sluggishness
1654,8,Small intestinal obstruction
1655,5,Sneezing
1656,8,Snoring
1657,8,Somatic symptom disorder
1658,8,Somnambulism
1659,8,Somnolence
1660,8,Speech disorder
1661,8,Spinal column stenosis
1662,8,Spinal compression fracture
1663,8,Spinal cord disorder
1664,5,Spinal disorder
1665,8,Spinal fracture
1666,8,Spinal fusion surgery
1667,8,Spinal operation
1668,8,Spinal osteoarthritis
1669,8,Spinal stenosis
1670,8,Spinocerebellar disorder
1671,8,Splenomegaly
1672,8,Spondylolisthesis
1673,8,Sprue-like enteropathy
1674,8,Sputum discoloured
1675,8,Squamous cell carcinoma of skin
1676,8,Staphylococcal bacteraemia
1677,8,Staphylococcal infection
1678,8,Staphylococcal sepsis
1679,8,Staphylococcal skin infection
1680,8,Status epilepticus
1681,7,Stem cell transplant
1682,8,Stent placement
1683,8,Stevens-Johnson syndrome
1684,8,Stillbirth
1685,8,Stoma site haemorrhage
1686,8,Stoma site infection
1687,8,Stomatitis
1688,8,Strabismus
1689,8,Stress
1690,8,Stress fracture
1691,8,Subarachnoid haemorrhage
1692,8,Subdural haematoma
1693,8,Subdural haemorrhage
1694,8,Substance use
1695,8,Substance-induced psychotic disorder
1696,8,Sudden death
1697,8,Sudden hearing loss
1698,8,Suicidal behaviour
1699,8,Suicidal ideation
1700,8,Suicide attempt
1701,8,Supraventricular tachycardia
1702,8,Surgery
1703,8,Suspected COVID-19
1704,7,Suspected suicide
1705,8,Suspected suicide attempt
1706,8,Swelling
1707,8,Swelling face
1708,8,Syncope
1709,8,Systemic lupus erythematosus
1710,8,Tachycardia
1711,8,Tardive dyskinesia
1712,8,Taste disorder
1713,8,Temporomandibular joint syndrome
1714,8,Tenderness
1715,8,Tendon pain
1716,8,Tendon rupture
1717,8,Tendonitis
1718,8,Tension headache
1719,8,Terminal state
1720,8,Therapeutic product effect decreased
1721,8,Therapeutic product effect delayed
1722,8,Therapeutic product effect incomplete
1723,8,Therapeutic product effect variable
1724,8,Therapeutic reaction time decreased
1725,8,Therapeutic response changed
1726,8,Therapeutic response decreased
1727,8,Therapeutic response shortened
1728,8,Therapeutic response unexpected
1729,8,Therapy cessation
1730,8,Therapy change
1731,8,Therapy interrupted
1732,8,Therapy non-responder
1733,8,Therapy partial responder
1734,8,Thinking abnormal
1735,8,Thirst
1736,8,Throat cancer
1737,8,Throat irritation
1738,8,Throat tightness
1739,8,Thrombocytopenia
1740,8,Thrombocytosis
1741,8,Thrombophlebitis
1742,8,Thrombosis
1743,8,Thyroid disorder
1744,8,Thyroid hormones decreased
1745,7,Thyroid hormones increased
1746,8,Thyroid operation
1747,8,Tibia fracture
1748,8,Tinnitus
1749,8,Toe amputation
1750,8,Toe operation
1751,8,Tongue discolouration
1752,8,Tongue disorder
1753,8,Tongue movement disturbance
1754,8,Tonsillectomy
1755,8,Tooth abscess
1756,8,Tooth disorder
1757,8,Tooth extraction
1758,8,Tooth fracture
1759,8,Tooth infection
1760,8,Tooth injury
1761,8,Tooth loss
1762,8,Torsade de pointes
1763,8,Toxic encephalopathy
1764,8,Toxic skin eruption
1765,8,Toxicity to various agents
1766,8,Transaminases increased
1767,8,Transient ischaemic attack
1768,8,Treatment failure
1769,8,Treatment noncompliance
1770,8,Tremor
1771,8,Trichorrhexis
1772,8,Trigeminal neuralgia
1773,8,Troponin increased
1774,8,Tuberculin test positive
1775,8,Tuberculosis
1776,8,Tubulointerstitial nephritis
1777,8,Tumour marker increased
1778,8,Uhthoff's phenomenon
1779,8,Ulcer
1780,8,Ulcer haemorrhage
1781,8,Umbilical hernia
1782,8,Unevaluable event
1783,8,Unresponsive to stimuli
1784,8,Upper gastrointestinal haemorrhage
1785,8,Upper limb fracture
1786,8,Upper respiratory tract congestion
1787,8,Upper respiratory tract infection
1788,8,Upper-airway cough syndrome
1789,8,Urinary incontinence
1790,8,Urinary retention
1791,8,Urinary tract disorder
1792,8,Urinary tract infection
1793,8,Urine abnormality
1794,8,Urine analysis abnormal
1795,8,Urine odour abnormal
1796,8,Urine output decreased
1797,8,Urine output increased
1798,8,Urosepsis
1799,8,Urticaria
1800,8,Uterine cancer
1801,8,Uterine disorder
1802,8,Uveitis
1803,8,Vaginal discharge
1804,8,Vaginal haemorrhage
1805,7,Vascular access site complication
1806,8,Vascular graft
1807,8,Vasculitis
1808,8,Vein disorder
1809,7,Ventricular extrasystoles
1810,8,Ventricular tachycardia
1811,8,Vertigo
1812,8,Vertigo positional
1813,8,Viral infection
1814,8,Vision blurred
1815,8,Visual acuity reduced
1816,8,Visual field defect
1817,8,Visual impairment
1818,8,Vitamin B12 decreased
1819,8,Vitamin D decreased
1820,8,Vitamin D deficiency
1821,8,Vitreous floaters
1822,8,Vitreous haemorrhage
1823,8,Vomiting
1824,8,Vulvovaginal burning sensation
1825,8,Vulvovaginal dryness
1826,7,Vulvovaginal mycotic infection
1827,8,Walking aid user
1828,8,Weight abnormal
1829,8,Weight decreased
1830,8,Weight fluctuation
1831,8,Weight increased
1832,8,White blood cell count abnormal
1833,8,White blood cell count decreased
1834,8,White blood cell count increased
1835,8,White blood cell disorder
1836,8,Withdrawal syndrome
1837,8,Wound dehiscence
1838,8,Wound infection
1839,8,Wrist fracture
1840,8,Wrist surgery
1841,8,Wrong patient received product
1842,8,Wrong product administered
1843,8,Wrong technique in device usage process
1844,8,Wrong technique in product usage process
