index_pt,pt
1170,Nail discolouration
1171,Nail disorder
1172,Nail infection
1173,Nail pitting
1174,Narrow anterior chamber angle
1175,Nasal injury
1176,Nasal obstruction
1177,Nasal operation
1178,Nasopharyngitis
1179,Nausea
1180,Neck surgery
1181,Necrotising fasciitis
1182,Neonatal respiratory distress syndrome
1183,Neoplasm malignant
1184,Nephropathy toxic
1185,Nephrostomy
1186,Nerve compression
1187,Neurodegenerative disorder
1188,Neuropathy peripheral
1189,Neurosurgery
1190,Neurosyphilis
1191,Neutropenia
1192,Neutropenic colitis
1193,Neutrophil count decreased
1194,Neutrophilic dermatosis
1195,Nicotine dependence
1196,Nipple pain
1197,No reaction on previous exposure to drug
1198,No therapeutic response
1199,Nodal rhythm
1200,Nodular melanoma
1201,Nodule
1202,Non-Hodgkin's lymphoma
1203,Non-alcoholic steatohepatitis
1204,Non-cardiac chest pain
1205,Non-consummation
1206,Non-infectious endophthalmitis
1207,Nonspecific reaction
1208,Norovirus test positive
1209,Nuclear magnetic resonance imaging abnormal
1210,Obesity surgery
1211,Obsessive thoughts
1212,Obsessive-compulsive personality disorder
1213,Obstruction
1214,Obstruction gastric
1215,Obstructive airways disorder
1216,Obstructive pancreatitis
1217,Ocular discomfort
1218,Ocular hypertension
1219,Ocular vascular disorder
1220,Oedema due to cardiac disease
1221,Oedema genital
1222,Oedema peripheral
1223,Oesophageal motility disorder
1224,Oesophageal obstruction
1225,Oesophageal pain
1226,Oesophageal perforation
1227,Oesophageal rupture
1228,Oesophageal squamous cell carcinoma
1229,Oesophageal ulcer
1230,Oesophageal varices haemorrhage
1231,Oesophagitis ulcerative
1232,Off label use
1233,Oligomenorrhoea
1234,Omphalitis
1235,On and off phenomenon
1236,Oncologic complication
1237,Onychoclasis
1238,Oophorectomy bilateral
1239,Open angle glaucoma
1240,Opiates positive
1241,Optic atrophy
1242,Optic disc haemorrhage
1243,Optic ischaemic neuropathy
1244,Oral administration complication
1245,Oral discomfort
1246,Oral infection
1247,Oral mucosal blistering
1248,Oral mucosal exfoliation
1249,Oral neoplasm
1250,Oral pruritus
1251,Organ failure
1252,Organic brain syndrome
1253,Organic erectile dysfunction
1254,Orgasm abnormal
1255,Oropharyngeal candidiasis
1256,Oropharyngeal discomfort
1257,Oropharyngeal pain
1258,Osteochondrosis
1259,Osteomalacia
1260,Osteomyelitis
1261,Osteonecrosis of jaw
1262,Osteoporotic fracture
1263,Osteosclerosis
1264,Ovarian abscess
1265,Ovarian cancer recurrent
1266,Ovarian failure
1267,Oxygen saturation abnormal
1268,Oxygen saturation decreased
1269,POEMS syndrome
1270,Pain in extremity
1271,Palatal oedema
1272,Palliative care
1273,Palmoplantar pustulosis
1274,Palpitations
1275,Pancreatic carcinoma
1276,Pancreatic carcinoma metastatic
1277,Pancreatic carcinoma stage IV
1278,Pancreatic disorder
1279,Pancreatic mass
1280,Pancreatitis
1281,Pancreatitis chronic
1282,Pancreatitis relapsing
1283,Panic disorder
1284,Papule
1285,Paraesthesia
1286,Paraesthesia oral
1287,Parainfluenzae virus infection
1288,Paralysis
1289,Paranasal sinus discomfort
1290,Paranasal sinus hypersecretion
1291,Paraneoplastic neurological syndrome
1292,Paranoia
1293,Paraplegia
1294,Paraproteinaemia
1295,Parapsoriasis
1296,Parathyroid tumour benign
1297,Parathyroidectomy
1298,Paresis
1299,Paronychia
1300,Parosmia
1301,Parotitis
1302,Patent ductus arteriosus
1303,Pathological fracture
1304,Patient restraint
1305,Pelvic pain
1306,Pemphigoid
1307,Penile cancer
1308,Penile prosthesis insertion
1309,Penile size reduced
1310,Perforation
1311,Performance status decreased
1312,Periarthritis
1313,Pericardial effusion
1314,Periodic limb movement disorder
1315,Periodontal disease
1316,Periorbital pain
1317,Peripheral artery thrombosis
1318,Peripheral motor neuropathy
1319,Peripheral vascular disorder
1320,Peritonitis bacterial
1321,Perivascular dermatitis
1322,Peroneal nerve palsy
1323,Persistent genital arousal disorder
1324,Personality disorder
1325,Petit mal epilepsy
1326,Pharyngeal disorder
1327,Pharyngeal dystonia
1328,Pharyngeal haemorrhage
1329,Pharyngeal operation
1330,Pharyngeal swelling
1331,Pharyngeal ulceration
1332,Philadelphia chromosome positive
1333,Phospholipidosis
1334,Photophobia
1335,Photosensitivity reaction
1336,Physical assault
1337,Physical product label issue
1338,Physiotherapy
1339,Pigmentation disorder
1340,Piloerection
1341,Pilonidal cyst
1342,Plasmacytoma
1343,Platelet count decreased
1344,Pleural effusion
1345,Pneumococcal sepsis
1346,Pneumocystis jirovecii pneumonia
1347,Pneumonia
1348,Pneumonia fungal
1349,Pneumonia klebsiella
1350,Pneumonia pneumococcal
1351,Pneumonia pseudomonal
1352,Pneumonia staphylococcal
1353,Pneumonia streptococcal
1354,Pneumonitis
1355,Polycystic ovaries
1356,Polyhydramnios
1357,Polyp
1358,Poor quality device used
1359,Poor quality product administered
1360,Poor quality sleep
1361,Poor school attendance
1362,Portal hypertension
1363,Positive airway pressure therapy
1364,Post inflammatory pigmentation change
1365,Post procedural diarrhoea
1366,Post procedural fistula
1367,Post procedural haemorrhage
1368,Post procedural inflammation
1369,Posterior reversible encephalopathy syndrome
1370,Postmenopausal haemorrhage
1371,Postmortem blood drug level abnormal
1372,Postoperative wound complication
1373,Postoperative wound infection
1374,Pre-eclampsia
1375,Pregnancy
1376,Pregnancy test false positive
1377,Pregnancy with contraceptive device
1378,Premature ejaculation
1379,Premature labour
1380,Premenstrual syndrome
1381,Presyncope
1382,Procedural haemorrhage
1383,Procedural pain
1384,Proctitis bacterial
1385,Product administered at inappropriate site
1386,Product administration error
1387,Product closure removal difficult
1388,Product commingling
1389,Product complaint
1390,Product container issue
1391,Product contamination microbial
1392,Product contamination physical
1393,Product counterfeit
1394,Product delivery mechanism issue
1395,Product design issue
1396,Product dispensing issue
1397,Product distribution issue
1398,Product dosage form issue
1399,Product dose omission in error
1400,Product leakage
1401,Product package associated injury
1402,Product packaging quantity issue
1403,Product preparation issue
1404,Product prescribing error
1405,Product quality issue
1406,Product size issue
1407,Product substitution
1408,Product substitution issue
1409,Product tampering
1410,Product use in unapproved indication
1411,Product use issue
1412,Progressive multifocal leukoencephalopathy
1413,Progressive multiple sclerosis
1414,Prostatectomy
1415,Protein total abnormal
1416,Protein total decreased
1417,Proteus infection
1418,Protrusion tongue
1419,Pseudodementia
1420,Pseudoporphyria
1421,Psychogenic seizure
1422,Psychological trauma
1423,Pulmonary function test decreased
1424,Pulmonary granuloma
1425,Pulmonary mass
1426,Pulse abnormal
1427,Pulse absent
1428,Pupil fixed
1429,Pupillary disorder
1430,Pupils unequal
1431,Pustular psoriasis
1432,Pyelonephritis
1433,Radial nerve compression
1434,Radiation associated pain
1435,Radiation skin injury
1436,Rapid eye movement sleep behaviour disorder
1437,Rash erythematous
1438,Rash morbilliform
1439,Rebound effect
1440,Rectal cancer metastatic
1441,Rectal discharge
1442,Rectal haemorrhage
1443,Rectal polyp
1444,Rectal prolapse
1445,Rectal ulcer
1446,Recurrent cancer
1447,Red blood cell abnormality
1448,Red blood cell count decreased
1449,Reflexes abnormal
1450,Refusal of treatment by patient
1451,Rehabilitation therapy
1452,Renal aplasia
1453,Renal colic
1454,Renal failure acute
1455,Renal failure chronic
1456,Renal hypertension
1457,Renal stone removal
1458,Renal surgery
1459,Renal tubular necrosis
1460,Renal vascular thrombosis
1461,Resorption bone increased
1462,Respiratory acidosis
1463,Respiratory failure
1464,Respiratory rate decreased
1465,Respiratory rate increased
1466,Retinal artery embolism
1467,Retinal artery occlusion
1468,Retinal tear
1469,Retinal toxicity
1470,Retinal vascular occlusion
1471,Retinal vasculitis
1472,Retinal vein occlusion
1473,Retrograde ejaculation
1474,Retroperitoneal haematoma
1475,Rheumatoid arthritis
1476,Rheumatoid arthritis-associated interstitial lung disease
1477,Rhinalgia
1478,Rhinovirus infection
1479,Rib fracture
1480,Right ventricular systolic pressure increased
1481,Rosacea
1482,Rotator cuff repair
1483,Rotator cuff syndrome
1484,SARS-CoV-2 test positive
1485,Saccadic eye movement
1486,Sacroiliitis
1487,Saliva discolouration
1488,Salmonella sepsis
1489,Salpingo-oophorectomy
1490,Scleral haemorrhage
1491,Screaming
1492,Scrotal abscess
1493,Scrotal cyst
1494,Scrotal pain
1495,Seasonal allergy
1496,Sebaceous gland infection
1497,Seborrhoea
1498,Secondary immunodeficiency
1499,Seizure
1500,Self-consciousness
1501,Semen volume decreased
1502,Senile dementia
1503,Sensation of foreign body
1504,Sensitivity of teeth
1505,Sepsis
1506,Septic arthritis staphylococcal
1507,Septic shock
1508,Serum sickness
1509,Sexually inappropriate behaviour
1510,Shoplifting
1511,Short-bowel syndrome
1512,Sickle cell anaemia
1513,Sinus congestion
1514,Sinus headache
1515,Sinusitis
1516,Skin atrophy
1517,Skin burning sensation
1518,Skin depigmentation
1519,Skin discomfort
1520,Skin exfoliation
1521,Skin infection
1522,Skin injury
1523,Skin laceration
1524,Skin lesion
1525,Skin odour abnormal
1526,Skin operation
1527,Skin papilloma
1528,Skin swelling
1529,Skin tightness
1530,Skin toxicity
1531,Sleep disorder due to a general medical condition
1532,Sleep paralysis
1533,Sleep talking
1534,Slow speech
1535,Small cell lung cancer
1536,Small for dates baby
1537,Small intestinal stenosis
1538,Sneezing
1539,Social avoidant behaviour
1540,Soft tissue disorder
1541,Solar dermatitis
1542,Somatic symptom disorder
1543,Somatic symptom disorder of pregnancy
1544,Somnambulism
1545,Somnolence
1546,Speech disorder
1547,Sperm concentration decreased
1548,Spider vein
1549,Spigelian hernia
1550,Spinal cord disorder
1551,Spinal cord haemorrhage
1552,Spinal cord infection
1553,Spinal cord injury
1554,Spinal cord neoplasm
1555,Spinal epidural haematoma
1556,Spinal nerve stimulator implantation
1557,Spinal operation
1558,Spleen disorder
1559,Splenic infarction
1560,Splenic rupture
1561,Splenic vein thrombosis
1562,Splenomegaly
1563,Spondylitis
1564,Spondylolisthesis
1565,Spontaneous bacterial peritonitis
1566,Spontaneous ejaculation
1567,Sputum increased
1568,Squamous cell carcinoma of lung
1569,Squamous cell carcinoma of skin
1570,Squamous cell carcinoma of the oral cavity
1571,Staphylococcal abscess
1572,Staphylococcal bacteraemia
1573,Stenotrophomonas infection
1574,Stent placement
1575,Sternal fracture
1576,Stevens-Johnson syndrome
1577,Stoma creation
1578,Stoma site erythema
1579,Stoma site hypergranulation
1580,Stoma site infection
1581,Stoma site ulcer
1582,Stress
1583,Stress at work
1584,Stroke in evolution
1585,Subcutaneous drug absorption impaired
1586,Subdural haematoma
1587,Substance use disorder
1588,Substance-induced psychotic disorder
1589,Suicidal ideation
1590,Suicide threat
1591,Superficial injury of eye
1592,Superficial vein thrombosis
1593,Superior vena cava syndrome
1594,Surgical failure
1595,Suspected COVID-19
1596,Suspected counterfeit product
1597,Suspected product quality issue
1598,Suture insertion
1599,Sweat discolouration
1600,Sweat gland infection
1601,Swelling
1602,Swelling of eyelid
1603,Swollen tongue
1604,Systemic lupus erythematosus
1605,Systemic lupus erythematosus rash
1606,Systemic mycosis
1607,Systemic viral infection
1608,Tachyphrenia
1609,Taste disorder
1610,Telangiectasia
1611,Tenderness
1612,Tendon calcification
1613,Tendon disorder
1614,Tendonitis
1615,Tenoplasty
1616,Terminal state
1617,Testicular pain
1618,Tethered cord syndrome
1619,Therapeutic drug monitoring analysis not performed
1620,Therapeutic product effect decreased
1621,Therapeutic product effect increased
1622,Therapeutic product ineffective for unapproved indication
1623,Therapeutic response delayed
1624,Therapy cessation
1625,Thermal burn
1626,Thinking abnormal
1627,Thirst decreased
1628,Thoracic outlet syndrome
1629,Thoracic vertebral fracture
1630,Throat clearing
1631,Thrombocytopenia
1632,Thrombocytosis
1633,Thrombophlebitis superficial
1634,Thrombosis in device
1635,Thrombotic thrombocytopenic purpura
1636,Thyroid cancer
1637,Thyroid hormones decreased
1638,Thyroid mass
1639,Tic
1640,Tinea cruris
1641,Tinea infection
1642,Tinea versicolour
1643,Tinnitus
1644,Toe amputation
1645,Tongue coated
1646,Tongue discomfort
1647,Tongue ulceration
1648,Tonsillar disorder
1649,Tonsillar haemorrhage
1650,Tooth abscess
1651,Tooth disorder
1652,Tooth repair
1653,Tooth socket haemorrhage
1654,Total lung capacity abnormal
1655,Toxic leukoencephalopathy
1656,Toxicologic test abnormal
1657,Tracheal stenosis
1658,Transcription medication error
1659,Transformation to acute myeloid leukaemia
1660,Transfusion
1661,Transplant
1662,Traumatic haematoma
1663,Treatment delayed
1664,Treatment failure
1665,Treatment noncompliance
1666,Trichotillomania
1667,Trigger finger
1668,Triple negative breast cancer
1669,Trismus
1670,Trisomy 21
1671,Tumour flare
1672,Tumour lysis syndrome
1673,Tumour pain
1674,Tunnel vision
1675,Ulcer
1676,Ulna fracture
1677,Unintentional medical device removal
1678,Unwanted awareness during anaesthesia
1679,Upper gastrointestinal haemorrhage
1680,Upper respiratory tract congestion
1681,Ureteral stent insertion
1682,Urethral disorder
1683,Urethritis noninfective
1684,Urinary tract candidiasis
1685,Urinary tract disorder
1686,Urinary tract infection
1687,Urine abnormality
1688,Uterine cancer
1689,Uterine dilation and curettage
1690,Uterine mass
1691,Uterine polyp
1692,VIIth nerve paralysis
1693,Vaginal discharge
1694,Vaginal flatulence
1695,Vaginal lesion
1696,Vanishing bile duct syndrome
1697,Varicella zoster virus infection
1698,Varices oesophageal
1699,Varicophlebitis
1700,Vascular device infection
1701,Vascular occlusion
1702,Vascular operation
1703,Vascular stent thrombosis
1704,Vein disorder
1705,Vein rupture
1706,Ventricular tachycardia
1707,Vestibular migraine
1708,Vibratory sense increased
1709,Violence-related symptom
1710,Viral infection
1711,Viral load increased
1712,Vision blurred
1713,Visual acuity reduced
1714,Visual perseveration
1715,Visual snow syndrome
1716,Vitamin D abnormal
1717,Vomiting
1718,Vomiting projectile
1719,Vulval cellulitis
1720,Vulval disorder
1721,Vulval ulceration
1722,Vulvovaginal candidiasis
1723,Vulvovaginal discomfort
1724,Vulvovaginal dryness
1725,Vulvovaginal pain
1726,Vulvovaginal pruritus
1727,Waist circumference increased
1728,Waldenstrom's macroglobulinaemia
1729,Walking disability
1730,Weight bearing difficulty
1731,Weight decreased
1732,Weight fluctuation
1733,Wernicke's encephalopathy
1734,Wheelchair user
1735,Wheezing
1736,White blood cell count abnormal
1737,White blood cell count increased
1738,White blood cell disorder
1739,White blood cells urine positive
1740,White matter lesion
1741,Withdrawal catatonia
1742,Wound
1743,Wound complication
1744,Wound dehiscence
1745,Wound secretion
1746,Wrong dose
1747,Wrong patient
1748,Wrong schedule
1749,Wrong technique in device usage process
1750,Wrong technique in drug usage process
1751,Xeroderma
1752,pH body fluid decreased
